>>fin<< Go.	Mene.
>>fin<< That was very funny. Do it again!	Se oli tosi hassua! Tee se uudestaan!
>>fin<< That wasn't very difficult to do.	Sen tekeminen ei ollut kovin vaikeaa.
>>fin<< That's a constructive suggestion.	Se on rakentava ehdotus.
>>fin<< That's a fairly reasonable price.	Se on melko kohtuullinen hinta.
>>fin<< That's a very depressing thought.	Se on todella masentava ajatus.
>>fin<< That's a very serious accusation.	Se on todella vakava syytös.
>>fin<< That's just the way she likes it.	Juuri tuollaisesta hän pitää.
>>fin<< That's just the way she likes it.	Hän pitää siitä juuri tuollalailla tehtynä.
>>fin<< That's not how you spell my name.	Noin ei nimeäni kirjoiteta.
>>fin<< That's only a temporary solution.	Se on vain väliaikainen ratkaisu.
>>fin<< That's part of the appeal, right?	Tuo on osa sen viehätystä, eikö?
>>fin<< That's part of the appeal, right?	Tuohan on osa sen viehätystä.
>>fin<< That's really not the same thing.	Tuo ei todellakaan ole sama asia.
>>fin<< That's what I wanted to tell you.	Sen minä halusin sinulle kertoa.
>>fin<< That's what you don't understand.	Tuota sinä et ymmärrä.
>>fin<< That's why I want to talk to Tom.	Sen takia haluan puhua Tomin kanssa.
>>fin<< The French like to eat frog legs.	Ranskalaiset syövät mielellään sammakonreisiä.
>>fin<< The Romans persecuted Christians.	Roomalaiset vainosivat kristittyjä.
>>fin<< The Romans persecuted Christians.	Roomalaiset sortivat kristittyjä.
>>fin<< The accident could've been worse.	Onnettomuus olisi voinut olla pahempikin.
>>fin<< The air conditioner doesn't work.	Ilmastointilaite ei toimi.
>>fin<< The atomic number for iron is 26.	Raudan järjestysluku on 26.
>>fin<< The best things in life are free.	Parhaat asiat elämässä ovat ilmaisia.
>>fin<< The bill amounted to 100 dollars.	Laskun loppusumma nousi sataan dollariin.
>>fin<< The boat anchored near the shore.	Vene ankkuroi lähelle rannikkoa.
>>fin<< The box was full of strawberries.	Laatikko oli täynnä mansikoita.
>>fin<< The box was full of strawberries.	Se laatikko oli täynnä mansikoita.
>>fin<< The boys played cops and robbers.	Pojat leikkivät rosvoa ja poliisia.
>>fin<< The bullet went through his body.	Luoti meni läpi hänen ruumiinsa.
>>fin<< The bullet went through his body.	Luoti läpäisi hänen ruumiinsa.
>>fin<< The bus arrived ten minutes late.	Bussi tuli kymmenen minuuttia myöhässä.
>>fin<< The buses left one after another.	Bussit lähtivät yksi toisensa perään.
>>fin<< The butcher is weighing the meat.	Teurastaja punnitsee lihaa.
>>fin<< The cars crashed into each other.	Autot törmäsivät toisiinsa.
>>fin<< The cat lay hidden in the bushes.	Kissa piileskeli pusikossa.
>>fin<< The cello is a string instrument.	Sello on kielisoitin.
>>fin<< The child cried herself to sleep.	Lapsi itki itsensä uneen.
>>fin<< The children are playing marbles.	Lapset leikkivät marmorikuulilla.
>>fin<< The children played with magnets.	Lapset leikkivät magneeteilla.
>>fin<< The children were swimming naked.	Lapset uivat alasti.
>>fin<< The cost of living has gone down.	Elinkustannukset ovat laskeneet.
>>fin<< The damage has already been done.	Vahinko on tapahtunut.
>>fin<< The doctor examined the patients.	Lääkäri tutki potilaat.
>>fin<< The documents were tampered with.	Asiakirjoja oli peukaloitu.
>>fin<< The fishermen got up before dawn.	Kalastajat heräsivät ennen aamunkoittoa.
>>fin<< The flag fluttered in the breeze.	Lippu liehui tuulessa.
>>fin<< The floor was covered with blood.	Lattia oli veren peitossa.
>>fin<< The fuel tank in the car is full.	Auton bensatankki on täysi.
>>fin<< The fuel tank in the car is full.	Auton bensatankki on täynnä.
>>fin<< The girl is smelling the flowers.	Tyttö nuuhkii kukkia.
>>fin<< The heat of the sun hardens clay.	Auringon lämpö kovettaa saven.
>>fin<< The lake is a long way from here.	Järvi on kaukana täältä.
>>fin<< The lake is about 25 meters deep.	Järvi on noin kaksikymmentäviisi metriä syvä.
>>fin<< The message is written in French.	Viesti on kirjoitettu ranskaksi.
>>fin<< The middle finger is the longest.	Keskisormi on pisin.
>>fin<< The mouse ran underneath the bed.	Hiiri juoksi sängyn alle.
>>fin<< The movie received mixed reviews.	Elokuva sai risuja ja ruusuja.
>>fin<< The movie was a real tear-jerker.	Elokuva oli oikea nyyhkyleffa.
>>fin<< The news depressed him very much.	Uutiset ahdistivat häntä todella paljon.
>>fin<< The onions have already sprouted.	Sipulit ovat jo alkaneet itää.
>>fin<< The pants I bought are too tight.	Ostamani housut ovat liian tiukat.
>>fin<< The pizza is cooking in the oven.	Pizza on uunissa paistumassa.
>>fin<< The police caught Tom red-handed.	Poliisi otti Tomin kiinni rysän päältä.
>>fin<< The police caught Tom red-handed.	Poliisi otti Tomin kiinni itse teossa.
>>fin<< The police caught him red handed.	Poliisi sai hänet kiinni rysän päältä.
>>fin<< The police caught him red handed.	Poliisi sai hänet kiinni itse teossa.
>>fin<< The police caught him red handed.	Poliisi sai hänet kiinni verekseltään.
>>fin<< The police caught him red handed.	Poliisi sai hänet kiinni housut kintuissa.
>>fin<< The princess lives in the castle.	Prinsessa asuu linnassa.
>>fin<< The problem was under discussion.	Ongelman käsittely oli käynnissä.
>>fin<< The problem was under discussion.	Ongelma oli käsiteltävänä.
>>fin<< The problem was under discussion.	Keskustelu ongelmasta oli käynnissä.
>>fin<< The project was finished on time.	Hanke valmistui ajoissa.
>>fin<< The project was finished on time.	Se hanke valmistui ajoissa.
>>fin<< The project was finished on time.	Projekti valmistui ajoissa.
>>fin<< The project was finished on time.	Se projekti valmistui ajoissa.
>>fin<< The report is not quite finished.	Raportti ei ole aivan valmis.
>>fin<< The roof of our house is leaking.	Meidän katto vuotaa.
>>fin<< The rumor turned out to be false.	Huhu osoittautui valheeksi.
>>fin<< The second lesson is very simple.	Toinen oppitunti on erittäin yksinkertainen.
>>fin<< The shoes match this white skirt.	Nämä kengät mätsäävät tämän valkoisen hameen kanssa.
>>fin<< The square of nine is eighty-one.	Yhdeksän neliö on kahdeksankymmentäyksi.
>>fin<< The square of nine is eighty-one.	Yhdeksän toiseen on kahdeksankymmentäyksi.
>>fin<< The squirrel climbed up the tree.	Orava kiipesi puuhun.
>>fin<< The tickets are already sold out.	Liput ovat jo loppuunmyytyjä.
>>fin<< The time has passed very quickly.	Aika on kulunut nopeasti.
>>fin<< The time has passed very quickly.	Aika on mennyt nopeasti.
>>fin<< The traffic light changed to red.	Liikennevalo vaihtui punaiseksi.
>>fin<< The trail was not clearly marked.	Reitti ei ollut merkitty selvästi.
>>fin<< The trail was not clearly marked.	Reittiä ei ollut merkitty selvästi.
>>fin<< The tree was struck by lightning.	Salama iski puuhun.
>>fin<< The troops advanced twenty miles.	Joukot etenivät kaksikymmentä mailia.
>>fin<< The union won a 5% wage increase.	Liitto voitti viiden prosentin palkankorotuksen.
>>fin<< The war was going badly for them.	Sota meni huonosti heidän osaltaan.
>>fin<< The washbasin is made of granite.	Lavuaari on graniittia.
>>fin<< The water flows under the bridge.	Vesi virtaa sillan ali.
>>fin<< The water flows under the bridge.	Vesi virtaa sillan alitse.
>>fin<< The whole country is in mourning.	Koko maa suree.
>>fin<< There are four seasons in a year.	Vuodessa on neljä vuodenaikaa.
>>fin<< There are many islands in Greece.	Kreikassa on paljon saaria.
>>fin<< There are three Toms in my class.	Luokallani on kolme Tomia.
>>fin<< There is no need for her to work.	Hänen ei tarvise tehdä töitä.
>>fin<< There must be a misunderstanding.	Tässä täytyy nyt olla jokin väärinkäsitys.
>>fin<< There was a light rain yesterday.	Eilen tihutti.
>>fin<< There was only one small problem.	Oli vain yksi pienoinen ongelma.
>>fin<< There was only one small problem.	Oli vain yksi pieni ongelma.
>>fin<< There were three men in the room.	Huoneessa oli kolme miestä.
>>fin<< There's a lot of dust in the air.	Ilmassa on paljon pölyä.
>>fin<< There's a spider inside the tent.	Teltan sisällä on hämähäkki.
>>fin<< There's ice cream in the freezer.	Pakastimessa on jäätelöä.
>>fin<< There's milk in the refrigerator.	Jääkaapissa on maitoa.
>>fin<< There's no need for name calling.	Haukkumiselle ei ole tarvetta.
>>fin<< There's no need to speak so loud.	Ei tarvitse puhua niin kovaa.
>>fin<< There's no one to look after her.	Ei ole ketään, joka huolehtisi hänestä.
>>fin<< There's nothing left for me here.	Täällä ei ole enää mitään minulle.
>>fin<< There's one more item to discuss.	Jäljellä on vielä yksi keskustelua vaativa asiakohta.
>>fin<< There's only one way out of here.	Täältä on vain yksi tie ulos.
>>fin<< These pencils are the same color.	Nämä värikynät ovat saman värisiä.
>>fin<< These shoes are too small for me.	Nämä kengät ovat liian pienet minulle.
>>fin<< These suitcases are really heavy.	Nämä matkalaukut ovat todella painavia.
>>fin<< They are Japanese sumo wrestlers.	He ovat japanilaisia sumopainijoita.
>>fin<< They are accustomed to hard work.	He ovat tottuneet kovaan työhön.
>>fin<< They began to walk after a while.	He alkoivat hetken päästä kävellä.
>>fin<< They didn't even know what to do.	He eivät edes tienneet mitä tehdä.
>>fin<< They made the same mistake again.	He tekivät saman virheen uudestaan.
>>fin<< They make the best pizza in town.	He tekevät kaupungin parhaat pizzat.
>>fin<< They organized a political party.	He muodostivat poliittisen puolueen.
>>fin<< They stayed at a five-star hotel.	He asuivat viiden tähden hotellissa.
>>fin<< They will get married next month.	He menevät naimisiin ensi kuussa.
>>fin<< Thirty-four of them were lawyers.	Kolmekymmentäneljä heistä oli lakimiehiä.
>>fin<< This book belongs to the library.	Tämä on kirjaston kirja.
>>fin<< This book contains many pictures.	Tässä kirjassa on paljon kuvia.
>>fin<< This came as a complete surprise.	Tämä tuli täytenä yllätyksenä.
>>fin<< This car has no air conditioning.	Tässä autossa ei ole ilmastointia.
>>fin<< This child has grown up normally.	Tämä lapsi on kasvanut normaalisti.
>>fin<< This conversation never happened.	Tätä keskustelua ei koskaan käyty.
>>fin<< This desk is a little low for me.	Tämä työpöytä on minulle vähän liian matala.
>>fin<< This extension cord is too short.	Tämä jatkojohto on liian lyhyt.
>>fin<< This has never been tried before.	Tätä ei ole kokeiltu ikinä aikaisemmin.
>>fin<< This information is confidential.	Tämä tieto on luottamuksellista.
>>fin<< This is a dangerous neighborhood.	Tämä on vaarallista aluetta.
>>fin<< This is a picture of Tom's house.	Tämä on kuva Tomin kodista.
>>fin<< This is all the money I have now.	Tässä ovat kaikki rahat, jotka minulla on nyt.
>>fin<< This is just my personal opinion.	Tämä on vain henkilökohtainen mielipiteeni.
>>fin<< This is more expensive than that.	Tämä on kalliimpi kuin tuo.
>>fin<< This is our ship's maiden voyage.	Tämä on laivamme neitsytmatka.
>>fin<< This is the only camera I've got.	Tämä on ainoa kamerani.
>>fin<< This is the only camera I've got.	Tämä on minun ainoa kamerani.
>>fin<< This is the way it's always been.	Näin se on aina ollut.
>>fin<< This is the way it's always been.	Näin ovat asiat aina olleet.
>>fin<< This isn't as crazy as it sounds.	Tämä ei ole niin hullua kuin, miltä se kuulostaa.
>>fin<< This isn't everyone's cup of tea.	Tämä ei sovi kaikille.
>>fin<< This isn't everyone's cup of tea.	Tämä ei ole kaikkien juttu.
>>fin<< This morning, I bicycled to work.	Tänä aamuna menin töihin pyörällä.
>>fin<< This photo isn't hers. It's ours.	Tämä valokuva ei ole hänen. Se on meidän.
>>fin<< This plant grew little by little.	Tämä kasvi kasvoi vähitellen.
>>fin<< This plant grew little by little.	Tämä kasvi kasvoi vähä vähältä.
>>fin<< This problem is a real challenge.	Tämä ongelma on todellinen haaste.
>>fin<< This sentence doesn't make sense.	Tässä lauseessa ei ole järkeä.
>>fin<< This sentence doesn't make sense.	Tämä lause ei ole järkeenkäypä.
>>fin<< This sentence doesn't make sense.	Tämä lause on järjetön.
>>fin<< This ship is bound for Vancouver.	Tämä laiva on matkalla Vancouveriin.
>>fin<< This tie doesn't go with my suit.	Tämä solmio ei sovi pukuuni.
>>fin<< This train stops at all stations.	Tämä juna pysähtyy kaikilla asemilla.
>>fin<< This web page can't be displayed.	Tätä verkkosivua ei voida näyttää.
>>fin<< This zipper doesn't zip smoothly.	Tämä vetoketju ei aukea sulavasti.
>>fin<< Though he was poor, he was happy.	Vaikka hän oli köyhä, hän oli onnellinen.
>>fin<< Throw the ball as far as you can.	Heitä pallo niin kauas kuin voit.
>>fin<< To my surprise, he won the prize.	Hän voitti yllätyksekseni palkinnon.
>>fin<< Today is the first day of spring.	Tänään on kevään ensimmäinen päivä.
>>fin<< Today is the first day of spring.	Tänään on ensimmäinen kevätpäivä.
>>fin<< Today, I am feeling a lot better.	Voin tänään paljon paremmin.
>>fin<< Today, I bought ten books in all.	Tänään ostin kaiken kaikkiaan kymmenen kirjaa.
>>fin<< Today, we have to sleep outdoors.	Tänään meidän on nukuttava ulkona.
>>fin<< Tom Jackson wasn't his real name.	Tom Jackson ei ollut hänen oikea nimensä.
>>fin<< Tom Jackson wasn't his real name.	Tom Jackson ei ollu sen oikee nimi.
>>fin<< Tom actually hardly ever studies.	Itse asiassa Tomi opiskelee hyvin harvoin.
>>fin<< Tom advised Mary to take a break.	Tom neuvoi Maria pitämään tauon.
>>fin<< Tom almost forgot the conference.	Tom melkein unohti konferenssin.
>>fin<< Tom almost never asks about that.	Tom ei juuri koskaan kysy siitä.
>>fin<< Tom and John are identical twins.	Tomi ja Joni ovat identtiset kaksoset.
>>fin<< Tom and Mary are John's children.	Tom ja Mari ovat Jonin lapsia.
>>fin<< Tom and Mary are blood relatives.	Tom ja Mary ovat verisukulaisia.
>>fin<< Tom and Mary are both very smart.	Tomi ja Mari ovat molemmat hyvin älykkäitä.
>>fin<< Tom and Mary are friends of ours.	Tomi ja Mari ovat meidän kavereita.
>>fin<< Tom and Mary are friends of ours.	Tomi ja Mari ovat meidän ystäviä.
>>fin<< Tom and Mary are here to help us.	Tomi ja Mari ovat tulleet tänne auttamaan meitä.
>>fin<< Tom and Mary are living together.	Tomi ja Mari asuvat yhdessä.
>>fin<< Tom and Mary are talking to John.	Tom ja Mari puhuvat Jonille.
>>fin<< Tom and Mary are the same height.	Tom ja Mary ovat samanpituisia.
>>fin<< Tom and Mary are waiting for you.	Tomi ja Mari odottavat sinua.
>>fin<< Tom and Mary both glance at John.	Tom ja Mari vilkaisivat kumpikin Joniin.
>>fin<< Tom and Mary both have dark hair.	Tomilla ja Marilla on molemmilla tumma tukka.
>>fin<< Tom and Mary both looked at John.	Tom ja Mary molemmat katsoivat Johnia.
>>fin<< Tom and Mary both stared at John.	Tom ja Mari tuijottivat kumpikin Jonia.
>>fin<< Tom and Mary want you there, too.	Tom ja Mary myöskin haluavat sinut sinne.
>>fin<< Tom argued with Mary about money.	Tomi riiteli Marin kanssa rahasta.
>>fin<< Tom arrived in Boston last night.	Tom saapui Bostoniin eilen illalla.
>>fin<< Tom asked Mary if she'd help him.	Tom kysyi Marilta auttaisiko hän häntä.
>>fin<< Tom asked Mary lots of questions.	Tomi esitti Marille monia kysymyksiä.
>>fin<< Tom asked Mary to leave the room.	Tomi pyysi Maria lähtemään huoneesta.
>>fin<< Tom believes in the supernatural.	Tom uskoo yliluonnolliseen.
>>fin<< Tom bought Mary a little present.	Tomi osti pikku lahjan Marille.
>>fin<< Tom bought a bottle of olive oil.	Tom osti pullon oliiviöljyä.
>>fin<< Tom bought a bottle of olive oil.	Tom osti pullollisen oliiviöljyä.
>>fin<< Tom bought a bottle of olive oil.	Tom osti oliiviöljypullon.
>>fin<< Tom bought a present for his son.	Tomi osti lahjan pojalleen.
>>fin<< Tom bought a present for his son.	Tomi osti lahjan hänen pojalleen.
>>fin<< Tom bought some land near Boston.	Tom osti maata Bostonin läheltä.
>>fin<< Tom bought tickets for all of us.	Tom osti meille kaikille liput.
>>fin<< Tom broke every bone in his body.	Tom mursi vartalonsa jokaikisen luun.
>>fin<< Tom broke the point of the knife.	Tom mursi veitsen kärjen.
>>fin<< Tom built a ship inside a bottle.	Tom rakensi laivan pullon sisään.
>>fin<< Tom came to Boston to visit Mary.	Tom tuli Bostoniin tapaamaan Maria.
>>fin<< Tom can come with us if he wants.	Tom voi tulla kanssamme jos haluaa.
>>fin<< Tom can handle French quite well.	Tom hallitsee ranskan melko hyvin.
>>fin<< Tom can speak French and English.	Tom osaa puhua ranskaa ja englantia.
>>fin<< Tom can speak French pretty well.	Tom osaa puhua ranskaa melko hyvin.
>>fin<< Tom can speak French pretty well.	Tomi puhuu ranskaa aika hyvin.
>>fin<< Tom can speak French well enough.	Tom osaa puhua ranskaa tarpeeksi hyvin.
>>fin<< Tom can understand Mary's French.	Tom ymmärtää Marin ranskaa.
>>fin<< Tom can understand Mary's French.	Tom pystyy ymmärtämään Marin ranskaa.
>>fin<< Tom can't come with me to Boston.	Tom ei pysty tulemaan minun kanssani Bostoniin.
>>fin<< Tom can't keep his eyes off Mary.	Tom ei voi pitää silmiään irti Marysta.
>>fin<< Tom can't make it to class today.	Tom ei pääse tunnille tänään.
>>fin<< Tom can't sit still for a moment.	Tom ei voi istua aloillaan hetkeäkään.
>>fin<< Tom can't sit still for a moment.	Tom ei pysty istumaan hetkeäkään paikallaan.
>>fin<< Tom can't speak very much French.	Tom ei osaa puhua kovin paljon ranskaa.
>>fin<< Tom caught up with Mary and John.	Tom sai Marin ja Jonin kiinni.
>>fin<< Tom caught up with Mary and John.	Tom tavoitti Marin ja Jonin.
>>fin<< Tom claims he has psychic powers.	Tuomas väittää omaavansa psyykkisiä voimia.
>>fin<< Tom claims he has psychic powers.	Tuomas väittää, että hänellä on psyykkisiä voimia.
>>fin<< Tom cleaned the house by himself.	Tom siivosi talon yksinään.
>>fin<< Tom comes here every other month.	Tomi tulee tänne joka toinen kuukausi.
>>fin<< Tom comes here every other month.	Tomi käy täällä joka toinen kuukausi.
>>fin<< Tom couldn't answer my questions.	Tomi ei kyennyt vastata kysymyksiini.
>>fin<< Tom couldn't finish his sandwich.	Tom ei saanut syötyä kerrosvoileipäänsä loppuun.
>>fin<< Tom crossed the border illegally.	Tomi ylitti rajan laittomasti.
>>fin<< Tom didn't buy anything for Mary.	Tom ei ostanut mitään Marille.
>>fin<< Tom didn't buy anything for Mary.	Tom ei ostanut Marille mitään.
>>fin<< Tom didn't cry at Mary's funeral.	Tom ei itkenyt Marin hautajaisissa.
>>fin<< Tom didn't drink anything at all.	Tomi ei juonut yhtään mitään.
>>fin<< Tom didn't even try to help Mary.	Tom ei edes yrittänyt auttaa Maria.
>>fin<< Tom didn't go, and neither did I.	Tomi ei mennyt, enkä mennyt minäkään.
>>fin<< Tom didn't have much of a choice.	Tomilla ei ollut paljonkaan valinnanvaraa.
>>fin<< Tom didn't intend to hurt anyone.	Tom ei halunnut satuttaa ketään.
>>fin<< Tom didn't intend to hurt anyone.	Tom ei halunnut loukata ketään.
>>fin<< Tom didn't know that at the time.	Tomi ei tiennyt sitä silloin.
>>fin<< Tom didn't look as bored as Mary.	Tomi ei näyttänyt yhtä tylsistyneeltä kuin Mari.
>>fin<< Tom didn't look as happy as Mary.	Tomi ei näyttänyt yhtä onnelliselta kuin Mari.
>>fin<< Tom didn't tell me you were here.	Tom ei kertonut minulle sinun olleen täällä.
>>fin<< Tom didn't want to dance with me.	Tom ei halunnut tanssia minun kanssani.
>>fin<< Tom didn't want to dance with me.	Tom ei halunnut tanssia kanssani.
>>fin<< Tom didn't want to eat after all.	Tomi ei halunnut syödä sittenkään.
>>fin<< Tom died before his son was born.	Tomi kuoli ennen poikansa syntymää.
>>fin<< Tom died in prison ten years ago.	Tom kuoli vankilassa kymmenen vuotta sitten.
>>fin<< Tom does nothing but read comics.	Tomi ei tee muuta kuin lukee sarjakuvia.
>>fin<< Tom doesn't believe in astrology.	Tuomo ei usko tähdistäennustamiseen.
>>fin<< Tom doesn't believe in astrology.	Tuomo ei usko astrologiaan.
>>fin<< Tom doesn't express himself well.	Tomi ei ilmaise itseään hyvin.
>>fin<< Tom doesn't express himself well.	Tomi ei ilmaise itseään taitavasti.
>>fin<< Tom doesn't go to work on Sunday.	Tom ei käy töissä sunnuntaina.
>>fin<< Tom doesn't have anything to eat.	Tomilla ei ole mitään syömistä.
>>fin<< Tom doesn't have anything to eat.	Tomilla ei ole mitään syötävää.
>>fin<< Tom doesn't know how to have fun.	Tom ei tiedä miten pidetään hauskaa.
>>fin<< Tom doesn't know what time it is.	Tom ei tiedä mitä kello on.
>>fin<< Tom doesn't know what time it is.	Tom ei tiedä kellonaikaa.
>>fin<< Tom doesn't like girls like Mary.	Tomi ei pidä Marin kaltaisista tytöistä.
>>fin<< Tom doesn't like science fiction.	Tomi ei pidä scifistä.
>>fin<< Tom doesn't like science fiction.	Tomi ei tykkää tieteisfiktiosta.
>>fin<< Tom doesn't like speaking French.	Tom ei pidä ranskan puhumisesta.
>>fin<< Tom doesn't like speaking French.	Tom ei tykkää puhua ranskaa.
>>fin<< Tom doesn't like to speak French.	Tom ei pidä ranskan puhumisesta.
>>fin<< Tom doesn't like to speak French.	Tom ei tykkää puhua ranskaa.
>>fin<< Tom doesn't read books in French.	Tom ei lue kirjoa ranskaksi.
>>fin<< Tom doesn't speak French at home.	Tom ei puhu ranskaa kotona.
>>fin<< Tom doesn't understand the risks.	Tomi ei ymmärrä riskejä.
>>fin<< Tom doesn't wear a hat every day.	Tomilla ei ole hattua päässään joka päivä.
>>fin<< Tom drew a picture of a squirrel.	Tomi piirsi kuvan oravasta.
>>fin<< Tom drifted in and out of a coma.	Tom ajautui koomaan ja ulos siitä.
>>fin<< Tom drives more slowly than Mary.	Tom ajaa hitaammin kuin Mary.
>>fin<< Tom drove Mary to work yesterday.	Tom ajoi Marin töihin eilen.
>>fin<< Tom earned money by mowing lawns.	Tomi tienasi rahaa leikkaamalla ruohoa.
>>fin<< Tom earned money by mowing lawns.	Tomi ansaitsi rahaa leikkaamalla ruohoa.
>>fin<< Tom enjoyed himself at the party.	Tomilla oli hauskaa juhlissa.
>>fin<< Tom expected Mary to leave early.	Tom oletti Marin lähtevän aikaisin.
>>fin<< Tom fell asleep almost instantly.	Tomi nukahti melkein välittömästi.
>>fin<< Tom filled the bucket with water.	Tom täytti ämpärin vedellä.
>>fin<< Tom finished the work by himself.	Tom teki työn loppuun itsekseen.
>>fin<< Tom folded the napkins carefully.	Tom taitteli lautasliinat huolellisesti.
>>fin<< Tom folded the napkins carefully.	Tom taitteli servetit huolellisesti.
>>fin<< Tom forced himself to stay alert.	Tom pakotti itsensä virkeäksi.
>>fin<< Tom forgot to lock the back door.	Tomi unohti lukita takaoven.
>>fin<< Tom gave Mary something to drink.	Tom antoi Marylle jotakin juotavaa.
>>fin<< Tom gave it to me before he died.	Tomi antoi sen minulle ennen kuin hän kuoli.
>>fin<< Tom gave the dog a piece of meat.	Tomi antoi koiralle lihapalan.
>>fin<< Tom gave the dog a piece of meat.	Tomi antoi koiralle palan lihaa.
>>fin<< Tom gets up at six every morning.	Tom nousee ylös joka aamu kuudelta.
>>fin<< Tom gets up at six every morning.	Tom herää kuudelta joka aamu.
>>fin<< Tom got angry and yelled at Mary.	Tomi suuttui ja huusi Marille.
>>fin<< Tom got angry and yelled at Mary.	Tomi suuttui ja karjui Marille.
>>fin<< Tom grows tomatoes in his garden.	Tom kasvattaa tomaatteja puutarhassaan.
>>fin<< Tom had a good time at the party.	Tomilla oli hauskaa juhlissa.
>>fin<< Tom had a hard time finding work.	Tomilla oli vaikeata löytää työtä.
>>fin<< Tom had a heart attack last year.	Tomilla oli sydänkohtaus viime vuonna.
>>fin<< Tom had a paintbrush in his hand.	Tomilla oli pensseli kädessään.
>>fin<< Tom had his blood pressure taken.	Tom otatti verenpaineensa.
>>fin<< Tom had lots of fun at the party.	Tomilla oli juhlissa todella hauskaa.
>>fin<< Tom had never seen Mary so happy.	Tom ei ollut koskaan nähnyt Maryä niin onnellisena.
>>fin<< Tom had no intention of quitting.	Tomilla ei ollut aikomustakaan lopettaa.
>>fin<< Tom had nothing to eat yesterday.	Tomilla ei ollut mitään syötävää eilen.
>>fin<< Tom had to do everything himself.	Tomin oli tehtävä kaikki itse.
>>fin<< Tom handed in a blank test paper.	Tom jätti tyhjän koepaperin.
>>fin<< Tom hardly ever breaks a promise.	Tom pettää lupauksensa tuskin koskaan.
>>fin<< Tom has a distinct French accent.	Tomilla on selvästi erottuva ranskalainen korostus.
>>fin<< Tom has a good command of French.	Tom hallitsee ranskan kielen hyvin.
>>fin<< Tom has a lot of respect for you.	Tomi kunnioittaa sinua suuresti.
>>fin<< Tom has a new pair of sunglasses.	Tomilla on uudet aurinkolasit.
>>fin<< Tom has a new pair of sunglasses.	Tomil on uudet arskat.
>>fin<< Tom has a really nice girlfriend.	Tomilla on tosi kiva tyttöystävä.
>>fin<< Tom has a strange sense of humor.	Tomilla on outo huumorintaju.
>>fin<< Tom has a strange way of talking.	Tomilla on outo puhetyyli.
>>fin<< Tom has a tattoo on his left arm.	Tomilla on tatuointi vasemmassa kädessään.
>>fin<< Tom has a tattoo on his left arm.	Tomilla on tatuointi vasemmassa käsivarressaan.
>>fin<< Tom has a tendency to exaggerate.	Tomilla on tapana liioitella.
>>fin<< Tom has a weakened immune system.	Tomilla on heikentynyt immuunijärjestelmä.
>>fin<< Tom has a wide circle of friends.	Tomilla on laaja ystäväpiiri.
>>fin<< Tom has already cleaned his room.	Tom on jo siivonnut huoneensa.
>>fin<< Tom has already made up his mind.	Tom on jo päättänyt.
>>fin<< Tom has already washed his hands.	Tomi on jo pessyt kätensä.
>>fin<< Tom has always been professional.	Tomi on aina ollut ammattimainen.
>>fin<< Tom has an unlisted phone number.	Tomilla on salainen puhelinnumero.
>>fin<< Tom has been in jail three times.	Tomi on joutunut vankilaan kolme kertaa.
>>fin<< Tom has been in movies and on TV.	Tom on ollut elokuvissa ja TV:ssä.
>>fin<< Tom has been married three times.	Tom on ollut naimisissa kolme kertaa.
>>fin<< Tom has been missing three weeks.	Tomi on ollut kateissa kolme viikkoa.
>>fin<< Tom has been sick a lot recently.	Tom on ollut viime aikoina paljon sairaana.
>>fin<< Tom has been tasered three times.	Tomiin on käytetty etälamautinta kolmesti.
>>fin<< Tom has been watching TV all day.	Tomi on katsellut televisiota koko päivän.
>>fin<< Tom has been watching TV all day.	Tomi on katsellut telkkaria koko päivän.
>>fin<< Tom has been watching TV all day.	Tomi on katsonut televisiota koko päivän.
>>fin<< Tom has been watching TV all day.	Tom on katsonut TV:tä kaiken päivää.
>>fin<< Tom has blue eyes and curly hair.	Tommilla on siniset silmät ja kihara tukka.
>>fin<< Tom has fallen in love with Mary.	Tom on rakastunut Maryyn.
>>fin<< Tom has many admirable qualities.	Tomissa on monia ihailtavia luonteenpiirteitä.
>>fin<< Tom has many things to give away.	Tomilla on monia asioita pois annettavana.
>>fin<< Tom has never lived in Australia.	Tomi ei ole koskaan asunut Australiassa.
>>fin<< Tom has never met Mary's parents.	Tom ei ole koskaan tavannut Maryn vanhempia.
>>fin<< Tom has never seen Mary so angry.	Tom ei ole koskaan nähnyt Marya niin vihaisena.
>>fin<< Tom has no choice in this matter.	Tomilla ei ole vaihtoehtoa tässä asiassa.
>>fin<< Tom has sold his house in Boston.	Tom on myynyt talonsa Bostonissa.
>>fin<< Tom has the evidence to prove it.	Tomilla on todisteita, joiden avulla hän voi todistaa sen.
>>fin<< Tom hasn't called the police yet.	Tom ei vielä ole kutsunut poliisia.
>>fin<< Tom hasn't done his homework yet.	Tomi ei ole vielä tehnyt kotitehtäviään.
>>fin<< Tom hasn't done his homework yet.	Tomi ei oo viel tehny sen läksyjä.
>>fin<< Tom held his breath for a moment.	Tomi pidätteli hengitystään hetken.
>>fin<< Tom helped Mary escape from jail.	Tomi auttoi Marin pakenemaan vankilasta.
>>fin<< Tom helped Mary escape from jail.	Tomi auttoi Maria pakenemaan linnasta.
>>fin<< Tom interrupts Mary all the time.	Tomi keskeyttelee Maria jatkuvasti.
>>fin<< Tom is a little taller than I am.	Tomi on vähän pidempi kuin minä.
