>>khm<< Go.	ទៅ។
>>khm<< Do you always do everything you're told?	តើអ្នកធ្វើអ្វីដែលគេប្រាប់ឲ្យធ្វើរហូត?
>>khm<< I can read German, but I can't speak it.	ខ្ញុំ​ចេះ​អាន​អាល្លឺម៉ង់ ប៉ុន្តែ​ខ្ញុំ​មិន​ចេះ​និយាយ​វា​ទេ ​។
>>khm<< My credit card was stolen on the subway.	កាតឥណទាន​ខ្ញុំត្រូវបានគេលួចនៅរថភ្លើងក្រោមដី ។
>>khm<< This book is easy enough for me to read.	សៀវភៅនេះ ត្រូវនឹងខ្ញុំស្រួលអាន ។
>>khm<< You should always think before speaking.	ឯងត្រូវគិតសិនសុំនិយាយ។
>>khm<< You should always think before speaking.	អ្នកត្រូវគិតសិនមុននឹងនិយាយ។
>>khm<< Do you know the reason why Tom is crying?	តើអ្នកដឹងពីមូលហេតុដែលធ្វើឲ្យ Tom យំដែរឬទេ?
>>khm<< Everyone knows that I'm Tom's girlfriend.	គេគ្រប់គ្នាដឹងថាខ្ញុំជាមិត្តស្រីរបស់ថម។
>>khm<< The umbrella Tom was carrying wasn't his.	ឆ័តដែលថមបានកាន់មិនមែនជាឆ័តរបស់គាត់ទេ។
>>khm<< Tom carried Mary's suitcases to her room.	ថមបានកាន់វ៉ាលីរបស់ម៉ារីចូលទៅក្នុងបន្ទប់របស់គាត់។
>>khm<< Tom often forgets to use his turn signal.	ថម គាត់តែងតែភ្លេចភ្លើងសីញ៉ូ។
>>khm<< You were really cute when you were a kid.	អ្នកពិតជាគួរឲ្យស្រលាញ់ណាស់ កាលនៅក្មេង។
>>khm<< He was a very smart lawyer and politician.	គាត់​ជា​មេធាវី​ហើយ​អ្នកនយោបាយ​ឆ្លាត​ខ្លាំង​ណាស់​។
>>khm<< Last night, we watched television together.	យប់មិញ មើលទូរទស្សន៍ជាមួយគា្ន ។
>>khm<< Tom said Mary wanted to eat lunch with him.	ថមបាននិយាយថាម៉ារីចង់ញ៉ាំអាហារថ្ងៃត្រង់ជាមួយគាត់។
>>khm<< Would you like to come inside for a minute?	តើអ្នកចង់ចូលក្នុងបន្តិចទេ?
>>khm<< I didn't even know that you had a boyfriend.	ខ្ញុំ​​មិន​ដឹង​ថា​អ្នក​មាន​មិត្តប្រុសសោះ។
>>khm<< I didn't know I needed to do that by myself.	ខ្ញុំមិនដឹងថាខ្ញុំត្រូវការធ្វើវាដោយខ្លួនឯងទេ។
>>khm<< Newspapers lay scattered all over the floor.	កាសែតបានដាក់ដោយគ្មានសណ្តាប់ធ្នាប់ពាសពេញកំរាល ។
>>khm<< I was told that you might be able to help me.	មាន​គេ​ប្រាប់​ខ្ញុំ​ថា អ្នក​អាច​ជួយ​ខ្ញុំ​បាន​។
>>khm<< Tom told me he doesn't want to work with you.	ថម បាន​ប្រាប់​ខ្ញុំ​ថា គាត់​មិន​ចង់​ធ្វើការ​រួម​គ្នា​ជាមួយ​អ្នក​ទេ​!
>>khm<< Don't let this codebook fall into enemy hands.	កុំឲ្យសៀវភៅកូដធ្លាក់ក្នុងដៃសត្រូវ។
>>khm<< Don't let this codebook fall into enemy hands.	សូមកុំឲ្យសៀវភៅកូដធ្លាក់ក្នុងដៃសត្រូវ។
>>khm<< I like to think I know what I'm talking about.	ខ្ញុំចង់គិតថា ខ្ញុំដឹងអ្វីដែល ខ្ញុំនិយាយ ។
>>khm<< The young girl carrying a flute seemed annoyed.	ក្មេងស្រីដែលកំពុងកាន់ខ្លុយនោះហាក់ដូចជាត្រូវបានគេរំខាន។
>>khm<< This cake contains flour, milk, eggs and sugar.	នំខេក​នេះ​មាន​ដាក់​ម្សៅ ទឹកដោះគោ ពងមាន់ និង ស្ករ​។
>>khm<< I just thought you might want to go, that's all.	ខ្ញុំគ្រាន់តែគិតថាអ្នកចង់ទៅនោះទេ។
>>khm<< The girl carrying a mandolin was very beautiful.	ម្នាក់ស្រីកំពុងកាន់ម៉ង់ដូលីននោះពិតជាស្រស់ស្អាតណាស់។
>>khm<< The girl carrying a mandolin was very beautiful.	ម្នាក់ស្រីដែលកំពុងកាន់ម៉ង់ដូលីននោះពិតជាស្រស់ស្អាតណាស់។
>>khm<< You still have a lot to learn about relationships.	អ្នក​ត្រូវការ​រៀន​ឲ្យ​ច្រើន​បន្ថែម​ទៀត​ស្តី​អំពី​សម្ព័ន្ធភាព​។
>>khm<< Out of twenty students, only one has read the book.	ក្នុង​និស្សិត​ម្ភៃ​នាក់ តែ​ម្នាក់​បាន​អាន​សៀវភៅ​នោះ​។
>>khm<< Do unto others as you would have others do unto you.	ចូរ​អ្នក​ធ្វើ​លើ​គេ ដូចដែល​អ្នក​ចង់​ឱ្យ​អ្នក​ដទៃ​ធ្វើ​មក​លើ​អ្នក​វិញ​ដូច្នេះ​ដែរ ។
>>khm<< I know that Tom could do that by himself if he tried.	ខ្ញុំដឹងថាថមអាចធ្វើវាបានបើគាត់ព្យាយាម។
>>khm<< The security guards escorted Tom out of the building.	សន្តិសុខបាននាំថមចេញពីអគារ។
>>khm<< Tom has wanted to study French since he was thirteen.	Tom ចង់រៀនភាសាបារាំងតាំងពីគាត់នៅអាយុ១៣ឆ្នាំ។
>>khm<< He is studying English, but he is also studying German.	គាត់រៀនភាសាអង់គ្លេស ប៉ុន្តែគាត់ក៏រៀនភាសាអាល្លឺម៉ង់ដែរ ។
>>khm<< I didn't know that you wanted to do that by yourselves.	ខ្ញុំមិនដឹងថាអ្នកចង់ធ្វើវាដោយខ្លួនឯងទេ។
>>khm<< Tom dropped to his knees and put his hands on his head.	Tom លុតជង្គង់ ហើយដាក់ដៃលើក្បាលរបស់គាត់។
>>khm<< What's something that always puts a smile on your face?	អ្វី​ដែល​តែង​តែ​ធ្វើឲ្យអ្នកញញឹម?
>>khm<< What have you done with my pen? It was here a minute ago.	តើ​អ្នក​មាន​យក​ប៊ិច​ខ្ញុំ​ទេ​? ព្រោះអី​ម៉ិញ​វា​នៅ​ទីនេះ​តើ​!
>>khm<< What have you done with my pen? It was here a minute ago.	តើ​អ្នក​មាន​យក​ប៊ិច​ខ្ញុំ​ទេ​? ព្រោះអី​ម៉ិញ​វា​នៅ​ទីនេះ​តើ​។
>>khm<< We've got to get up early tomorrow. We're going on a picnic.	យើងត្រូវក្រោកពីព្រលឹមនៅថ្ងៃស្អែក។ យើង​នឹងទៅ​ដើរ​លេង​កម្សាន្ត។
>>khm<< Burj Khalifa is currently the tallest skyscraper in the world.	បច្ចុប្បន្ននេះ បឹច ខាលីហ្វា គឺជាអគារដែលខ្ពស់ជាងគេនៅលើពិភពលោក ។
>>khm<< Do you remember the first time that we went swimming together?	តើអ្នកចាំពេលពួកយើងទៅហែលទឹកជាមួយគ្នាលើកដំបូងទេ?
>>khm<< I thought I told you that you should get to the concert early.	ខ្ញុំគិតថា ខ្ញុំបានប្រាប់អ្នកហើយ គួរតែទៅកន្លែងប្រគំតន្ត្រីឲ្យបានឆាប់ ។
>>khm<< I just want to be able to visit my children whenever I want to.	ខ្ញុំគ្រាន់តែចង់ទៅលេងកូនខ្ញុំតាមចិត្តខ្ញុំ ។
>>khm<< We often took a walk along the seashore together in the morning.	យើងតែងតែដើរលេងតាមមាត់សមុទ្រជាមួយគ្នានៅពេលព្រឹក។
>>khm<< He won't be able to escape from there without a miracle, will he?	គាត់​មិន​អាច​គេច​ពី​ទីនោះ​បាន​ទេ លុះត្រាតែ​មាន​អព្ភូតហេតុ មែន​ទេ​?
>>khm<< In 1971 the United Kingdom changed its currency to the decimal system.	នៅឆ្នាំ ១៩៧១ ចក្រភពអង់គ្លេសបានផ្លាស់ប្តូររូបិយប័ណ្ណរបស់គេទៅក្នុងប្រព័ន្ធទសភាគ ។
>>khm<< Mary is the only other girl who said she was interested in doing that.	Mary គឺជាក្មេងស្រីតែម្នាក់គត់ដែលនិយាយថានាងចាប់អារម្មណ៍នឹងការធ្វើដូច្នេះ។
>>khm<< Tom told Mary she should probably not put so much stuff in her suitcase.	ថមបានប្រាប់ម៉ារីថានាងមិនគួរដាក់របស់ច្រើននៅក្នុងវ៉ាលីរបស់នាងទេ។
>>khm<< I was supposed to go to Australia last week, but something came up and I couldn't.	ខ្ញុំត្រូវទៅប្រទេសអូស្ត្រាលីនៅអាទិត្យមុន​ ប៉ុន្តែខ្ញុំជាប់អ្វីបន្តិចមិនបានទៅ។
>>khm<< I beg your pardon for troubling you, but you seem to be a mechanic, and that's just the sort of man I'm looking for.	ខ្ញុំសុំអភ័យទោសដែលខ្ញុំរំខានអ្នក ប៉ុន្តែអ្នកមើលទៅដូចជាអ្នកជាងម៉ាស៊ីន ហើយអ្នកជាបុរសដែលខ្ញុំកំពុងស្វែងរក។
