>>tha<< Hi.	สวัสดี
>>tha<< I know you aren't interested.	ผมรู้ว่าคุณไม่สนใจ
>>tha<< I missed my bus this morning.	ฉันตกรถเมล์เมื่อเช้านี้
>>tha<< I missed my bus this morning.	ฉันขึ้นรถเมล์ไม่ทันเมื่อเช้านี้
>>tha<< I need a taxi to the airport.	ผมต้องการแท็กซี่ไปสนามบิน
>>tha<< I promise to do my very best.	ผมสัญญาว่าจะทำให้ดีที่สุด
>>tha<< I seem to have caught a cold.	ดูเหมือนว่าฉันติดหวัดแล้ว
>>tha<< I shouldn't have doubted you.	ผมไม่ควรสงสัยคุณ
>>tha<< I slept very well last night.	ฉันนอนหลับดีมากเมื่อคืน
>>tha<< I slept very well last night.	เมื่อคืนฉันนอนหลับดีมาก
>>tha<< I studied French for a while.	ฉันเรียนภาษาฝรั่งเศสมาสักพักแล้ว
>>tha<< I study from eight to eleven.	ฉันเรียนตั้งแต่แปดโมงถึงสิบเอ็ดโมง
>>tha<< I think that Tom will resign.	ฉันคิดว่าทอมจะลาออก
>>tha<< I thought everybody liked it.	ฉันคิดว่าทุกคนชอบมันซะอีก
>>tha<< I thought that you were busy.	ฉันคิดว่าคุณยุ่ง
>>tha<< I thought you knew this area.	ผมคิดว่าคุณรู้จักแถวนี้
>>tha<< I thought you were my friend.	ฉันคิดว่าคุณเป็นเพื่อนของฉัน
>>tha<< I want to get a tourist visa.	ผมต้องการทำวีซ่าท่องเที่ยว
>>tha<< I want to travel to the moon.	ฉันอยากเดินทางไปดวงจันทร์
>>tha<< I was very worried about Tom.	ผมเป็นห่วงทอมมาก
>>tha<< I would like a cup of coffee.	ฉันต้องการกาแฟหนึ่งแก้ว
>>tha<< I'd like to be a millionaire.	ฉันอยากเป็นเศรษฐี
>>tha<< I'll attend the next meeting.	ฉันจะเข้าร่วมการประชุมครั้งต่อไป
>>tha<< I'll find someone to help us.	ผมจะหาคนมาช่วยเรา
>>tha<< I'm doing this for my family.	ฉันทำสิ่งนี้เพื่อครอบครัวของฉัน
>>tha<< I'm going to take you to Tom.	ผมจะพาคุณไปหาทอม
>>tha<< I'm not going to forgive you.	ผมจะไม่ยกโทษให้คุณ
>>tha<< I'm sorry, I can't stay long.	ฉันขอโทษฉันอยู่นานไม่ได้
>>tha<< I'm sure you'll both do well.	ผมแน่ใจว่าคุณทั้งคู่จะทําได้ดี
>>tha<< I'm unable to help you today.	วันนี้ฉันไม่สามารถช่วยคุณได้
>>tha<< I'm worried about all of you.	ผมเป็นห่วงพวกคุณทุกคน
>>tha<< It certainly looks like rain.	ดูเหมือนฝนจะตกแน่นอน
>>tha<< It looks as if it might rain.	ดูเหมือนว่าฝนจะตก
>>tha<< It's not as easy as it looks.	มันไม่ง่ายเหมือนที่เห็น
>>tha<< It's so nice to stay at home.	มันดีมากที่ได้อยู่บ้าน
>>tha<< Let me finish eating, please.	ผมขอกินให้เสร็จก่อนนะ
>>tha<< Let us know if you're coming.	แจ้งให้เราทราบถ้าคุณจะมา
>>tha<< Let's not quarrel about this.	อย่าทะเลาะกันเรื่องนี้
>>tha<< Mary likes both Tom and John.	แมรี่ชอบทั้งทอมและจอห์น
>>tha<< Mary was like a sister to me.	แมรี่เป็นเหมือนน้องสาวของผม
>>tha<< May I borrow your dictionary?	ฉันขอยืมพจนานุกรมของคุณได้ไหม?
>>tha<< My brother is still sleeping.	พี่ชายของฉันยังนอนอยู่?
>>tha<< My father is fifty years old.	พ่อของฉันมีอายุห้าสิบปี
>>tha<< One language is never enough.	ภาษาเดียวไม่เคยพอ
>>tha<< Only a few of us can do that.	มีไม่กี่คนเท่านั้นที่สามารถทำได้
>>tha<< Our problems aren't over yet.	ปัญหาของเรายังไม่จบ
>>tha<< Please give me a cup of milk.	กรุณาให้นมฉันหนึ่งถ้วย
>>tha<< Please give me a cup of milk.	กรุณาให้นมหนึ่งถ้วยกับฉัน
>>tha<< Please read page ninety-four.	โปรดอ่านหน้าเก้าสิบสี่
>>tha<< Please turn in your homework.	กรุณาส่งการบ้านของคุณ
>>tha<< Shall we watch the movie now?	พวกเราจะดูหนังตอนนี้เลยมั้ย?
>>tha<< She saw a tall man yesterday.	เธอเห็นชายร่างสูงเมื่อวานนี้
>>tha<< Some of these apples are bad.	แอปเปิ้ลบางลูกไม่ดี
>>tha<< Tell me what your problem is.	บอกผมว่าปัญหาของคุณคืออะไร
>>tha<< That might've been a mistake.	นั่นอาจเป็นความผิดพลาด
>>tha<< That's a job I wouldn't want.	นั่นเป็นงานที่ฉันไม่ต้องการ
>>tha<< That's because you're a girl.	นั่นเป็นเพราะว่าคุณเป็นผู้หญิง
>>tha<< The bucket was full of water.	ถังเต็มไปด้วยน้ำ
>>tha<< The capital of Italy is Rome.	เมืองหลวงของอิตาลีคือโรม
>>tha<< The fire truck is on its way.	รถดับเพลิงกำลังมา
>>tha<< The sick child sat up in bed.	เด็กป่วยนั่งบนเตียง
>>tha<< The snow has all melted away.	หิมะละลายไปหมดแล้ว
>>tha<< The water level is very high.	ระดับน้ำสูงมาก
>>tha<< There's just not enough time.	มีเวลาไม่พอ
>>tha<< There's nothing for me to do.	ไม่มีอะไรให้ฉันทำ
>>tha<< They didn't give us anything.	พวกเขาไม่ได้ให้อะไรเราเลย
>>tha<< This book sold well in Japan.	หนังสือเล่มนี้ขายดีในญี่ปุ่น
>>tha<< This is the official website.	นี่คือเว็บไซต์อย่างเป็นทางการ
>>tha<< Tom and Mary aren't home yet.	ทอมกับแมรี่ยังไม่กลับบ้าน
>>tha<< Tom didn't apply for the job.	ทอมไม่ได้สมัครงาน
>>tha<< Tom has three pairs of shoes.	ทอมมีรองเท้าสามคู่
>>tha<< Tom is a high school student.	ทอมเป็นนักเรียนมัธยมปลาย
>>tha<< Tom is as tall as his father.	ทอมสูงเท่ากับพ่อของเขา
>>tha<< Tom is looking for a way out.	ทอมกำลังมองหาทางออก
>>tha<< Tom likes talking about Mary.	ทอมชอบพูดถึงแมรี่
>>tha<< Tom predicted Mary would lie.	ทอมทำนายว่าแมรี่จะโกหก
>>tha<< Tom quickly put out the fire.	ทอมรีบดับไฟ
>>tha<< Tom said he didn't know this.	ทอมบอกว่าเขาไม่รู้เรื่องนี้
>>tha<< Tom says he wants to do that.	ทอมบอกว่าเขาต้องการทำอย่างนั้น
>>tha<< Tom was telling us the truth.	ทอมบอกความจริงกับเรา
>>tha<< Tom's death wasn't a suicide.	การตายของทอมไม่ใช่การฆ่าตัวตาย
>>tha<< We don't have this in Europe.	เราไม่มีสิ่งนี้ในยุโรป
>>tha<< We have lots of things to do.	เรามีหลายสิ่งให้ทำ
>>tha<< We were born on the same day.	เราเกิดในวันเดียวกัน
>>tha<< We'll stay here until Monday.	เราจะอยู่ที่นี่จนถึงวันจันทร์
>>tha<< What are you concerned about?	คุณกังวลเรื่องอะไร
>>tha<< What you say is usually true.	สิ่งที่คุณพูดมักเป็นจริง
>>tha<< When is the next guided tour?	เมื่อไหร่จะมีการนำเที่ยวอีก
>>tha<< Where did you see that woman?	คุณเห็นผู้หญิงคนนั้นอยู่ที่ไหน?
>>tha<< Where did you see that woman?	คุณเห็นผู้หญิงคนนั้นที่ไหน
>>tha<< Which is the smallest planet?	ดาวเคราะห์ดวงไหนเล็กที่สุด?
>>tha<< Which pair of shoes is yours?	รองเท้าคู่ไหนเป็นของคุณ
>>tha<< Why don't you sit next to me?	ทำไมคุณไม่นั่งข้างผม
>>tha<< Why's everyone looking at me?	ทำไมทุกคนมองมาที่ฉัน?
>>tha<< Yesterday, I studied all day.	เมื่อวานฉันเรียนทั้งวัน
>>tha<< You always forget your money.	คุณลืมเงินของคุณเป็นประจำ
>>tha<< You can't live without water.	คุณไม่สามารถอยู่ได้โดยปราศจากน้ำ
>>tha<< You did that right this time.	ครั้งนี้คุณทำถูกต้องแล้ว
>>tha<< You didn't tell me the truth.	คุณไม่ได้บอกความจริงกับผม
>>tha<< You know his name, don't you?	คุณรู้ชื่อเขาใช่ไหม
>>tha<< You must follow school rules.	คุณต้องปฏิบัติตามกฎของโรงเรียน
>>tha<< You need to do that tomorrow.	เธอต้องทำพรุ่งนี้
>>tha<< You won't find anything here.	คุณจะไม่พบอะไรที่นี่
>>tha<< You're not telling the truth.	คุณไม่ได้บอกความจริง
>>tha<< "Thank you." "You're welcome."	"ขอบคุณ" "ไม่เป็นอะไร"
>>tha<< A few of the balls are yellow.	ลูกบอลบางลูกเป็นสีเหลือง
>>tha<< All that glitters is not gold.	สิ่งที่เปล่งประกายนั่นไม่ใช่ทองคำ
>>tha<< Are any seats still available?	ยังมีที่นั่งว่างไหม
>>tha<< Are you really that desperate?	นี่คุณสิ้นหวังขนาดนั้นเลยเหรอ?
>>tha<< Can you pronounce these words?	คุณออกเสียงคำเหล่านี้ได้ไหม?
>>tha<< Did Tom tell you his password?	ทอมบอกรหัสผ่านเขากับคุณหรือเปล่า
>>tha<< Did you know Tom wouldn't win?	คุณรู้ไหมว่าทอมจะไม่ชนะ
>>tha<< Did you leave the window open?	คุณเปิดหน้าต่างทิ้งไว้หรือไม่?
>>tha<< Did you pass your examination?	คุณสอบผ่านหรือเปล่า
>>tha<< Do you have a pen in your car?	คุณมีปากกาอยู่ในรถไหม?
>>tha<< Do you have any cheaper rooms?	คุณมีห้องที่ถูกกว่านี้ไหม?
>>tha<< Do you know a good restaurant?	คุณรู้จักร้านอาหารดีๆไหม
>>tha<< Do you like going to concerts?	คุณชอบไปดูคอนเสิร์ตไหม?
>>tha<< Do you really not remember me?	คุณจำผมไม่ได้จริงๆหรอ
>>tha<< Do you think Tom will be late?	คุณคิดว่าทอมจะมาสายไหม
>>tha<< Do you want to study together?	คุณอยากเรียนด้วยกันไหม
>>tha<< Does Tom need to go right now?	ทอมต้องไปตอนนี้หรือไม่?
>>tha<< Don't anybody leave this room.	ห้ามใครออกจากห้องนี้
>>tha<< Have you been burning plastic?	คุณเคยเผาพลาสติกไหม
>>tha<< He doesn't speak our language.	เขาไม่ได้พูดภาษาของเรา
>>tha<< He doesn't speak our language.	เขาบ่ได้พูดภาษาของหมู่เฮา
>>tha<< How can we solve this problem?	เราจะแก้ปัญหานี้อย่างไร
>>tha<< How is your last name written?	นามสกุลของคุณเขียนอย่างไร
>>tha<< How long have you been abroad?	คุณอยู่ต่างประเทศมานานเท่าไหร่แล้ว?
>>tha<< How much did you pay for that?	คุณจ่ายไปเท่าไหร่
>>tha<< I can do that better than you.	ผมสามารถทำได้ดีกว่าคุณ
>>tha<< I don't eat junk food anymore.	ผมไม่กินอาหารขยะอีกต่อไป
>>tha<< I don't have time to exercise.	ผมไม่มีเวลาออกกำลังกาย
>>tha<< I don't have time to meet you.	ผมไม่มีเวลาไปพบคุณ
>>tha<< I don't know when he's coming.	ฉันไม่รู้ว่าเขาจะมาเมื่อไหร่
>>tha<< I don't want Tom to stay here.	ผมไม่อยากให้ทอมอยู่ที่นี่
>>tha<< I drink coffee in the morning.	ฉันดื่มกาแฟในตอนเช้า
>>tha<< I got a letter from my friend.	ฉันได้รับจดหมายจากเพื่อนของฉัน
>>tha<< I have an orange and an apple.	ฉันมีส้มและแอปเปิ้ล
>>tha<< I just don't know what to say.	ฉันแค่ไม่รู้จะพูดอะไร
>>tha<< I knew they were your friends.	ฉันรู้ว่าพวกเขาเป็นเพื่อนคุณ
>>tha<< I know that you can do better.	ผมรู้ว่าคุณทําได้ดีกว่านี้
>>tha<< I learned to live without her.	ฉันเรียนรู้การอยู่โดยที่ไม่มีเธอ
>>tha<< I like the sound of the piano.	ฉันชอบเสียงของเปียโน
>>tha<< I plan to get back home today.	ผมตั้งใจจะกลับบ้านวันนี้
>>tha<< I prefer not to talk about it.	เราไม่อยากคุยเกี่ยวกับเรื่องนี้
>>tha<< I really need to hit somebody.	ฉันจำเป็นต้องตีใครสักคน
>>tha<< I regret eating those oysters.	ฉันเสียใจที่ได้ทานหอยนางรมนั่น
>>tha<< I saw a house with a red roof.	ผมเห็นบ้านที่มีหลังคาสีแดง
>>tha<< I saw the moon above the roof.	ฉันเห็นดวงจันทร์อยู่เหนือหลังคา
>>tha<< I think his life is in danger.	ฉันคิดว่าชีวิตของเขาตกอยู่ในอันตราย
>>tha<< I thought that was impossible.	ผมคิดว่ามันเป็นไปไม่ได้
>>tha<< I want to be an honest person.	ฉันต้องการเป็นคนซื่อสัตย์
>>tha<< I want to be friends with you.	ผมอยากเป็นเพื่อนกับคุณ
>>tha<< I want to do better next time.	ฉันต้องการที่ทำดีขึึ้นในเวลาหน้า
>>tha<< I want to do that immediately.	ฉันต้องการที่จะทำมันในทันที
>>tha<< I was accustomed to hard work.	ฉันคุ้นชินกับการทำงานหนัก
>>tha<< I wish you could come with us.	ฉันหวังว่าคุณจะมากับเราได้
>>tha<< I work for a shipping company.	ฉันทำงานให้กับบริษัทขนส่ง
>>tha<< I'll be moving out next month.	ฉันจะย้ายออกเดือนหน้า
>>tha<< I'll go to the hospital today.	ผมจะไปโรงพยาบาลวันนี้
>>tha<< I'll pick you up after school.	ผมจะไปรับคุณหลังเลิกเรียน
>>tha<< I'm ready to leave this place.	ผมพร้อมที่จะออกจากที่นี่
>>tha<< I'm sure they're all gone now.	ฉันแน่ใจว่าตอนนี้พวกเขาไปหมดแล้ว
>>tha<< I'm sure you've misunderstood.	ผมแน่ใจว่าคุณเข้าใจผิด
>>tha<< I've been busy for three days.	ฉันยุ่งเป็นเวลาสามวันแล้ว
>>tha<< I've been very busy this week.	สัปดาห์นี้ผมยุ่งมาก
>>tha<< I've got a three-year-old son.	ผมมีลูกชายอายุสามขวบ
>>tha<< I've seen this picture before.	ผมเคยเห็นรูปนี้มาก่อน
>>tha<< I've still got a lot to learn.	ฉันยังมีอะไรอีกมากมายให้เรียนรู้
>>tha<< If you help me, I'll help you.	ถ้าคุณช่วยฉัน ฉันจะช่วยคุณ
>>tha<< It isn't likely to rain today.	ฝนไม่น่าจะตกวันนี้
>>tha<< It was cheaper than I thought.	มันถูกกว่าที่ฉันคิด
>>tha<< It was very cold that evening.	เย็นวันนั้นอากาศหนาวมาก
>>tha<< It's not easy to quit smoking.	การเลิกบุหรี่ไม่ใช่เรื่องง่าย
>>tha<< Just say what you want to say.	แค่พูดในสิ่งที่คุณต้องการจะพูด
>>tha<< Let's try to solve the riddle.	ลองไขปริศนากันดู
>>tha<< Look at me when I talk to you!	มองมาที่ฉันเมื่อฉันคุยกับคุณ!
>>tha<< Many people disagree with you.	หลายคนไม่เห็นด้วยกับคุณ
>>tha<< My family is very proud of me.	ครอบครัวของฉันภูมิใจในตัวฉันมาก
>>tha<< My uncle gave me an hourglass.	ลุงให้นาฬิกาทรายแก่ฉัน
>>tha<< My younger brother watches TV.	น้องชายของฉันดูโทรทัศน์
>>tha<< Nobody can predict the future.	ไม่มีใครสามารถทำนายอนาคตได้
>>tha<< Nobody ever comes to visit me.	ไม่เคยมีใครมาเยี่ยมผม
>>tha<< Oranges are rich in vitamin C.	ส้มอุดมไปด้วยวิตามินซี
>>tha<< Please feed the dog every day.	กรุณาให้อาหารสุนัขทุกวัน
>>tha<< Please give me another chance.	โปรดให้โอกาสฉันอีกครั้ง
>>tha<< Please wait outside the house.	โปรดรอนอกบ้าน
>>tha<< Please wait outside the house.	กรุณารอนอกบ้าน
>>tha<< School begins at eight-thirty.	โรงเรียนเริ่มต้นที่แปดโมงสามสิบ
>>tha<< She was pleased with the gift.	เธอพอใจกับของขวัญ
>>tha<< She's really smart, isn't she?	เธอฉลาดจริง ๆ ไม่ใช่หรือ?
>>tha<< Tea was introduced from China.	ชาถูกนำมาจากประเทศจีน
>>tha<< The beach isn't far from here.	ชายหาดอยู่ไม่ไกลจากที่นี่
>>tha<< The box is too heavy to carry.	กล่องหนักเกินกว่าที่จะแบก
>>tha<< The train was delayed by snow.	รถไฟล่าช้าเพราะหิมะ
>>tha<< These cookies are star-shaped.	คุกกี้พวกนี้เป็นรูปดาว
>>tha<< They were watching television.	พวกเขาดูโทรทัศน์
>>tha<< This beer contains 5% alcohol.	เบียร์นี้มีแอลกอฮอล์ 5%
>>tha<< This wine is made from grapes.	ไวน์นี้ทำมาจากองุ่น
>>tha<< Three of Tom's cats have died.	แมวสามตัวของทอมตายแล้ว
>>tha<< Today I need to go home early.	วันนี้ผมต้องกลับบ้านเร็ว
>>tha<< Tom and Mary are good friends.	ทอมกับแมรี่เป็นเพื่อนที่ดี
>>tha<< Tom did something very stupid.	ทอมทำอะไรที่โง่มาก ๆ
>>tha<< Tom didn't expect this at all.	ทอมไม่ได้คาดหวังสิ่งนี้เลย
>>tha<< Tom doesn't understand French.	ทอมไม่เข้าใจภาษาฝรั่งเศส
>>tha<< Tom has a lot of French books.	ทอมมีหนังสือภาษาฝรั่งเศสมากมาย
>>tha<< Tom is giving the baby a bath.	ทอมกำลังอาบน้ำให้ลูก
>>tha<< Tom left town three weeks ago.	ทอมออกจากเมืองไปเมื่อสามสัปดาห์ก่อน
>>tha<< Tom lives here all by himself.	ทอมอาศัยอยู่ที่นี่คนเดียว
>>tha<< Tom put some coins in the box.	ทอมใส่เหรียญลงในกล่อง
>>tha<< Tom saw blood on Mary's hands.	ทอมเห็นเลือดบนมือของแมรี่
>>tha<< Tom should cancel the meeting.	ทอมควรยกเลิกการประชุม
>>tha<< Tom wasn't wearing a raincoat.	ทอมไม่ได้ใส่เสื้อกันฝน
>>tha<< Tom's imagination was aroused.	จินตนาการของทอมถูกกระตุ้น
>>tha<< We have something to tell you.	เรามีบางอย่างจะบอกคุณ
>>tha<< We like swimming in the ocean.	เราชอบว่ายน้ำในมหาสมุทร
>>tha<< We need to leave here at once.	เราต้องออกจากที่นี่ทันที
>>tha<< We sometimes swim in the lake.	บางครั้งเราก็ว่ายน้ำในทะเลสาบ
>>tha<< We stored the hay in the barn.	เราเก็บหญ้าแห้งไว้ในโรงนา
>>tha<< We were eating lunch together.	เรากำลังกินข้าวกลางวันด้วยกัน
>>tha<< Were you really home schooled?	คุณเรียนที่บ้านจริงๆเหรอ
>>tha<< What did you do with my pants?	คุณทำอะไรกับกางเกงของฉัน?
>>tha<< What does Tom want to achieve?	ทอมต้องการบรรลุอะไร
>>tha<< What is the price of this cap?	หมวกนี้ราคาเท่าไหร่?
>>tha<< What made Tom do such a thing?	อะไรทำให้ทอมทำอย่างนั้น
>>tha<< What subject do you like best?	วิชาใดที่คุณชอบมากที่สุด?
>>tha<< What time did the meeting end?	การประชุมจบกี่โมง
>>tha<< What time does the store open?	ร้านค้าเปิดกี่โมง?
>>tha<< What time does the store open?	ร้านค้าเปิดเมื่อไหร่?
>>tha<< When did you arrive in Boston?	คุณมาถึงบอสตันเมื่อไหร่?
>>tha<< Where did Tom buy this coffee?	ทอมซื้อกาแฟนี้ที่ไหน
>>tha<< Where is the Japanese Embassy?	สถานทูตญี่ปุ่นอยู่ที่ไหน?
>>tha<< Which season do you like best?	คุณชอบฤดูไหนมากที่สุด
>>tha<< Who buried the gold bars here?	ใครฝังแท่งทองคำที่นี่?
>>tha<< Who does your laundry for you?	ใครซักเสื้อผ้าของคุณให้คุณ
>>tha<< Whose dog is playing with Tom?	สุนัขของใครเล่นกับทอม
>>tha<< Why do rabbits have long ears?	ทำไมกระต่ายถึงมีหูยาว?
>>tha<< Why don't you stay for dinner?	ทำไมคุณไม่อยู่ทานอาหารเย็น
>>tha<< Why weren't we told the truth?	ทำไมพวกเราไม่ได้ถูกบอกความจริงมา?
>>tha<< Will you please let me go now?	คุณปล่อยให้ฉันไปแล้วได้ไหม?
>>tha<< You don't have to do anything.	คุณไม่ต้องทำอะไร
>>tha<< You have no right to go there.	คุณไม่มีสิทธิ์ไปที่นั่น
>>tha<< You shouldn't eat fatty foods.	คุณไม่ควรกินอาหารที่มีไขมัน
>>tha<< You'd better go back home now.	คุณควรกลับบ้านตอนนี้
>>tha<< You're not going to like this.	คุณจะไม่ชอบสิ่งนี้
>>tha<< A century is one hundred years.	หนึ่งศตวรรษคือหนึ่งร้อยปี
>>tha<< Antibiotics can't kill viruses.	ยาปฏิชีวนะไม่สามารถฆ่าไวรัสได้
>>tha<< Anyone can use this dictionary.	ทุกคนสามารถใช้พจนานุกรมนี้ได้
>>tha<< Are you interested in politics?	คุณสนใจการเมืองหรือไม่?
>>tha<< Are you ready to start working?	คุณพร้อมที่จะเริ่มงานหรือยัง
>>tha<< Bee stings can be very painful.	โดนผึ่งต่อยอาจจะเจ็บปวดมาก
>>tha<< Come along with us if you like.	มากับพวกเราถ้าคุณชอบ
>>tha<< Could you help us after school?	คุณช่วยเราหลังเลิกเรียนได้ไหม?
>>tha<< Did Tom show up at the meeting?	ทอมไปที่ประชุมมั๊ย?
>>tha<< Did you have plans for tonight?	คุณมีแผนสำหรับคืนนี้ไหม
>>tha<< Do you know how to drive a car?	คุณรู้วิธีขับรถยนต์หรือไม่?
>>tha<< Do you mind if I open the door?	คุณรังเกียจไหมถ้าฉันเปิดประตู?
>>tha<< Do you regret having done that?	คุณเสียใจไหมที่ทำอย่างนั้น
>>tha<< Do you think Tom could help us?	คุณคิดว่าทอมช่วยเราได้มั้ย?
>>tha<< Does Tom need to go right away?	ทอมจำเป็นต้องไปเลยมั้ย?
>>tha<< Does someone here speak French?	มีคนที่นี่พูดภาษาฝรั่งเศสได้ไหม?
>>tha<< Don't do anything until I come.	อย่าทำอะไรจนกว่าฉันจะมา
>>tha<< Don't feed the pigeons, please.	กรุณาอย่าให้อาหารนกพิราบ
>>tha<< Don't waste your time on these.	อย่าเสียเวลากับสิ่งเหล่านี้
>>tha<< Everyone here can speak French.	ทุกคนที่นี่สามารถพูดภาษาฝรั่งเศสได้
>>tha<< Have you ever been to an opera?	คุณเคยไปโรงอุปรากรหรือไม่?
>>tha<< He disappeared without a trace.	ขาหายตัวไปอย่างไร้ร่องรอย
>>tha<< He is leaving Chicago tomorrow.	วันพรุ่งนี้เขาจะเดินทางออกจากชิคาโก้
>>tha<< He threw a stone into the pond.	เขาโยนก้อนหินลงไปในบ่อ
>>tha<< How long did you talk with Tom?	คุณคุยกับทอมมานานเท่าไหร่แล้ว?
>>tha<< How many children were injured?	เด็กบาดเจ็บกี่คน
>>tha<< How many languages do you know?	คุณรู้กี่ภาษา
>>tha<< How many times must I tell you?	ผมต้องบอกคุณอีกกี่ครั้ง
>>tha<< I asked him where he was going.	ผมถามเขาว่าเขาจะไปไหน
>>tha<< I brought some friends with me.	ผมพาเพื่อนมาด้วย
>>tha<< I can understand your language.	ฉันเข้าใจภาษาของคุณ
>>tha<< I can't live that kind of life.	ฉันใช้ชีวิตแบบนั้นไม่ได้
>>tha<< I deleted the file by accident.	ผมลบไฟล์โดยไม่ตั้งใจ
>>tha<< I don't care what others think.	ฉันไม่สนใจว่าคนอื่นจะคิดอะไร
>>tha<< I don't know where my phone is.	ฉันไม่รู้ว่าโทรศัพท์ของฉันอยู่ที่ไหน
>>tha<< I don't understand your answer.	ผมไม่เข้าใจคำตอบของคุณ
>>tha<< I don't want to see that again.	ผมไม่อยากเห็นสิ่งนั้นอีก
>>tha<< I found a dollar in the street.	ฉันพบดอลลาร์ในถนน
>>tha<< I found what I was looking for.	ฉันเจอสิ่งที่ฉันกำลังมองหา
>>tha<< I gave her her dictionary back.	ฉันให้พจนานุกรมของเธอกลับมาให้เธอ
>>tha<< I had a pretty happy childhood.	ผมมีความสุขในตอนเด็ก
>>tha<< I have a pain in my little toe.	ฉันมีอาการปวดที่นิ้วก้อยเท้าของฉัน
>>tha<< I have to prepare for the test.	ผมต้องเตรียมตัวสำหรับการสอบ
>>tha<< I heard a noise in the bedroom.	ฉันได้ยินเสียงในห้องนอน
>>tha<< I hope you have a good weekend.	ผมหวังว่าคุณจะมีวันหยุดสุดสัปดาห์ที่ดี
>>tha<< I missed the train by a minute.	ฉันพลาดรถไฟไปหนึ่งนาที
>>tha<< I need a screwdriver to fix it.	ผมต้องการไขควงเพื่อซ่อมมัน
>>tha<< I sometimes dream of my mother.	บางครั้งฉันก็ฝันถึงแม่
>>tha<< I thought I heard Tom coughing.	ผมคิดว่าผมได้ยินเสียงทอมไอ
>>tha<< I thought that they'd heard us.	ฉันคิดไปว่าพวกเขาจะได้ยินเรา
>>tha<< I thought you wanted the truth.	ผมคิดว่าคุณต้องการความจริง
>>tha<< I want to get my mind off work.	ผมอยากพักสมองจากงาน
>>tha<< I wanted to know what happened.	ผมอยากรู้ว่าเกิดอะไรขึ้น
>>tha<< I was late for the appointment.	ฉันมาสายกว่าการนัดหมาย
>>tha<< I wasn't able to lift that box.	ผมไม่สามารถยกกล่องนั้นได้
>>tha<< I watched a tennis match on TV.	ฉันดูการแข่งขันเทนนิสทางทีวี
>>tha<< I won't be able to repair that.	ผมไม่สามารถซ่อมมันได้
>>tha<< I'll give you a simple example.	ผมจะให้ตัวอย่างง่ายๆแก่คุณ
>>tha<< I'm going to come back for you.	ผมจะกลับมาหาคุณ
>>tha<< I'm impressed with your French.	ฉันประทับใจกับภาษาฝรั่งเศสของคุณ
>>tha<< I'm looking for a place to sit.	ผมกำลังหาที่นั่ง
>>tha<< I'm so much older than you are.	ผมอายุมากกว่าคุณมาก
>>tha<< I'm sure that Tom will be back.	ผมแน่ใจว่าทอมจะกลับมา
>>tha<< I'm sure we could arrange that.	ผมแน่ใจว่าเราจัดการได้
>>tha<< I'm the one who made this mess.	ผมเป็นคนทำเรื่องวุ่นวายนี้เอง
>>tha<< I'm the youngest in the family.	ฉันอายุน้อยที่สุดในครอบครัว
>>tha<< I've always been a hard worker.	ผมทำงานหนักมาตลอด
>>tha<< I've been here for three hours.	ผมอยู่ที่นี่มาสามชั่วโมงแล้ว
>>tha<< I've played sports all my life.	ผมเล่นกีฬามาทั้งชีวิต
>>tha<< I've seen Tom on TV many times.	ฉันเคยเห็นทอมทางทีวีหลายครั้ง
>>tha<< In town, the shops were closed.	ในเมืองร้านค้าถูกปิด
>>tha<< It doesn't bother you, does it?	มันไม่รบกวนคุณใช่ไหม
>>tha<< It hasn't snowed here in years.	ที่นี่ไม่มีหิมะตกมาหลายปีแล้ว
>>tha<< It rained five successive days.	ฝนตกติดต่อกันห้าวัน
>>tha<< It's a waste of time and money.	มันเปลืองเวลาและเงิน
>>tha<< It's not easy raising children.	มันไม่ง่ายเลยที่จะเลี้ยงลูก
>>tha<< It's only a temporary solution.	มันเป็นเพียงวิธีแก้ปัญหาชั่วคราว
>>tha<< Learning a language takes time.	การเรียนภาษาต้องใช้เวลา
>>tha<< Let's play tennis after school.	ลองเล่นเทนนิสหลังเลิกเรียน
>>tha<< Let's wait until Tom gets back.	รอจนกว่าทอมจะกลับมา
>>tha<< Mary is the woman of my dreams.	แมรี่คือผู้หญิงในฝันของฉัน
>>tha<< Mary wants to become a teacher.	แมรี่ต้องการเป็นครู
>>tha<< Mary wants to become a teacher.	แมรี่อยากเป็นครู
>>tha<< May I go with you on your walk?	ผมขอเดินไปกับคุณได้ไหม
>>tha<< My girlfriend is a good dancer.	แฟนของฉันเป็นนักเต้นที่ดี
>>tha<< Nobody stayed to help clean up.	ไม่มีใครอยู่ช่วยทำความสะอาด
>>tha<< None of us want that to happen.	ไม่มีใครอยากให้มันเกิดขึ้น
>>tha<< Please add my name to the list.	กรุณาเพิ่มชื่อของฉันลงในรายการ
>>tha<< She was afraid to travel alone.	เธอกลัวที่จะเดินทางคนเดียว
>>tha<< She whispered something to him.	เธอกระซิบบางอย่างกับเขา
>>tha<< Songwriting is a hobby of mine.	การแต่งเพลงเป็นงานอดิเรกของผม
>>tha<< The boy made his parents happy.	เด็กผู้ชายทำให้พ่อแม่ของเขามีความสุข
>>tha<< The moon was above the horizon.	ดวงจันทร์อยู่เหนือขอบฟ้า
>>tha<< The virus is spreading rapidly.	ไวรัสกำลังแพร่กระจายอย่างรวดเร็ว
