>>hye<< Run!	Վազի՛։
>>hye<< Have you read Tom's thesis?	Դուք կարդացե՞լ եք Թոմի թեզը։
>>hye<< Have you read Tom's thesis?	Դու կարդացե՞լ ես Թոմի թեզը։
>>hye<< Have you told Tom's mother?	Ասե՞լ ես Թոմի մորը:
>>hye<< Have you told Tom's mother?	Ասե՞լ եք Թոմի մորը:
>>hye<< Have you told Tom's mother?	Դու ասե՞լ ես Թոմի մորը:
>>hye<< Have you told Tom's mother?	Դուք ասե՞լ եք Թոմի մորը:
>>hye<< Have you told your friends?	Ասե՞լ եք ձեր ընկերներին։
>>hye<< Have you told your friends?	Ընկերներիդ ասե՞լ ես:
>>hye<< He calculated the expenses.	Նա հաշվարկեց ծախսերը։
>>hye<< He decided to quit smoking.	Նա որոշեց թողնել ծխելը։
>>hye<< He deserves the punishment.	Նա արժանի է պատժին։
>>hye<< He doesn't read many books.	Նա շատ գրքեր չի կարդում։
>>hye<< Help me get out of the car.	Օգնիր ինձ դուրս գալ մեքենայից:
>>hye<< Help me solve this problem.	Օգնեք ինձ լուծել այս խնդիրը։
>>hye<< Help me solve this problem.	Օգնիր ինձ լուծել այս խնդիրը։
>>hye<< Her eyes filled with tears.	Նրա աչքերը լցվեցին արցունքներով։
>>hye<< Home is where the heart is.	Տունն այնտեղ է, որտեղ սիրտն է:
>>hye<< How many books did you buy?	Քանի՞ գիրք ես գնել։
>>hye<< How many boxes do you have?	Քանի՞ տուփ ունես։
>>hye<< How many boxes do you have?	Քանի՞ տուփ ունեք։
>>hye<< How many boxes do you have?	Դուք քանի՞ տուփ ունեք։
>>hye<< How many boxes do you have?	Դու քանի՞ տուփ ունես։
>>hye<< How many people work there?	Քանի՞ մարդ է այնտեղ աշխատում։
>>hye<< How many songs do you know?	Քանի՞ երգ գիտես։
>>hye<< How many songs do you know?	Քանի՞ երգ գիտեք։
>>hye<< How many songs do you know?	Դու քանի՞ երգ գիտես։
>>hye<< How many songs do you know?	Դուք քանի՞ երգ գիտեք։
>>hye<< How often do you come here?	Որքա՞ն հաճախ եք գալիս այստեղ։
>>hye<< How often do you come here?	Որքա՞ն հաճախ ես գալիս այստեղ։
>>hye<< How often do you come here?	Որքա՞ն հաճախ եք դուք այստեղ գալիս։
>>hye<< How often do you come here?	Որքա՞ն հաճախ ես դու այստեղ գալիս։
>>hye<< I always have time for you.	Ես միշտ ժամանակ ունեմ քեզ համար:
>>hye<< I always have time for you.	Ես միշտ ժամանակ ունեմ ձեզ համար:
>>hye<< I always worry about money.	Ես միշտ անհանգստանում եմ փողի համար։
>>hye<< I am calculating my salary.	Աշխատավարձս եմ հաշվում։
>>hye<< I believe I'm in the right.	Ես հավատում եմ, որ ճիշտ եմ:
>>hye<< I bet you didn't know that.	Գրազ կգամ, որ դուք դա չգիտեիք:
>>hye<< I bet you didn't know that.	Գրազ կգամ, որ դու դա չգիտեիր:
>>hye<< I bought a new car for Tom.	Ես Թոմի համար նոր մեքենա գնեցի։
>>hye<< I bought a new fishing rod.	Ես նոր ձկնորսական կարթ գնեցի։
>>hye<< I bought almost everything.	Ես գրեթե ամեն ինչ գնեցի։
>>hye<< I can call Tom if you want.	Ես կարող եմ զանգահարել Թոմին, եթե ուզում ես:
>>hye<< I can call Tom if you want.	Ես կարող եմ զանգահարել Թոմին, եթե ուզում եք:
>>hye<< I can call Tom if you want.	Եթե ուզում ես, կարող եմ կանչել Թոմին։
>>hye<< I can call Tom if you want.	Եթե ուզում եք, կարող եմ կանչել Թոմին։
>>hye<< I can't explain how I feel.	Չեմ կարող բացատրել, թե ինչ եմ զգում:
>>hye<< I didn't believe it either.	Ես էլ չհավատացի դրան։
>>hye<< I didn't have time to rest.	Հանգստանալու ժամանակ չունեցա։
>>hye<< I didn't hear Tom say that.	Ես չլսեցի, որ Թոմն ասաց դա։
>>hye<< I didn't know Tom loved me.	Ես չգիտեի, որ Թոմը սիրում է ինձ։
>>hye<< I didn't notice him go out.	Ես չնկատեցի, որ նա դուրս եկավ:
>>hye<< I didn't understand it yet.	Ես դա դեռ չհասկացա։
>>hye<< I don't care where you are.	Ինձ չի հետաքրքրում, թե դու որտեղ ես։
>>hye<< I don't care where you are.	Ինձ չի հետաքրքրում, թե դուք որտեղ եք։
>>hye<< I don't know who they were.	Ես չգիտեմ, թե ովքեր էին։
>>hye<< I don't know who to choose.	Չգիտեմ՝ ում ընտրեմ։
>>hye<< I don't know who to choose.	Ես չգիտեմ, թե ում ընտրեմ։
>>hye<< I don't know who was there.	Ես չգիտեմ, թե ով է եղել այնտեղ։
>>hye<< I don't regret coming here.	Ես չեմ ափսոսում, որ եկել եմ այստեղ։
>>hye<< I don't think Tom is nosey.	Ես չեմ մտածում, որ Թոմը հետաքրքրասեր է:
>>hye<< I don't think it's serious.	Ես չեմ մտածում լուրջ է։
>>hye<< I don't want to forget Tom.	Չեմ ուզում մոռանալ Թոմին։
>>hye<< I doubt that Tom is guilty.	Ես կասկածում եմ, որ Թոմը մեղավոր է։
>>hye<< I doubt that Tom is guilty.	Կասկածում եմ, որ Թոմը մեղավոր է։
>>hye<< I doubt that Tom loves you.	Կասկածում եմ, որ Թոմը սիրում է քեզ։
>>hye<< I doubt that Tom loves you.	Կասկածում եմ, որ Թոմը սիրում է ձեզ։
>>hye<< I doubt that Tom will come.	Կասկածում եմ, որ Թոմը կգա։
>>hye<< I doubt that Tom will sing.	Կասկածում եմ, որ Թոմը կերգի։
>>hye<< I doubt that Tom would cry.	Կասկածում եմ, որ Թոմը լաց կլինի։
>>hye<< I doubt that it's possible.	Կասկածում եմ, որ դա հնարավոր է։
>>hye<< I doubt that she loves you.	Կասկածում եմ, որ նա սիրում է քեզ։
>>hye<< I doubt that she loves you.	Կասկածում եմ, որ նա սիրում է ձեզ։
>>hye<< I enjoy studying languages.	Ես սիրում եմ լեզուներ սովորել։
>>hye<< I gave Mary a diamond ring.	Ես ադամանդով մատանի տվեցի Մերիին։
>>hye<< I grew up in a little town.	Ես մեծացել եմ փոքր քաղաքում։
>>hye<< I have three older sisters.	Ես երեք մեծ քույր ունեմ։
>>hye<< I have very sensitive skin.	Ես շատ զգայուն մաշկ ունեմ։
>>hye<< I heard about you from Tom.	Ես լսել եմ քո մասին Թոմից։
>>hye<< I hope Tom stays in Boston.	Հուսով եմ, որ Թոմը կմնա Բոստոնում։
>>hye<< I hope that doesn't happen.	Հուսով եմ, որ դա տեղի չի ունենա։
>>hye<< I hoped you all would come.	Ես հույս ունեի, որ դուք բոլորդ կգաք:
>>hye<< I just can't find the time.	Պարզապես ժամանակ չեմ գտնում։
>>hye<< I knew you'd appreciate it.	Ես գիտեի, որ դու դա կգնահատես:
>>hye<< I knew you'd appreciate it.	Ես գիտեի, որ դուք դա կգնահատեք:
>>hye<< I knew you'd be busy today.	Գիտեի, որ այսօր զբաղված կլինես:
>>hye<< I knew you'd be busy today.	Գիտեի, որ այսօր զբաղված կլինեք:
>>hye<< I knew you'd be happy here.	Ես գիտեի, որ դու երջանիկ կլինես այստեղ:
>>hye<< I knew you'd be happy here.	Ես գիտեի, որ դուք երջանիկ կլինեք այստեղ:
>>hye<< I know Tom doesn't love me.	Գիտեմ, որ Թոմը ինձ չի սիրում։
>>hye<< I know Tom is a doctor now.	Գիտեմ, որ Թոմը հիմա բժիշկ է։
>>hye<< I know Tom is a doctor now.	Ես գիտեմ` Թոմը հիմա բժիշկ է։
>>hye<< I know Tom was your friend.	Ես գիտեմ, որ Թոմը քո ընկերն է եղել:
>>hye<< I know Tom was your friend.	Ես գիտեմ, որ Թոմը ձեր ընկերն է եղել:
>>hye<< I know everything about it.	Ես դրա մասին ամեն ինչ գիտեմ։
>>hye<< I know that Tom helped you.	Գիտեմ, որ Թոմը քեզ օգնել է։
>>hye<< I know that Tom helped you.	Գիտեմ, որ Թոմը ձեզ օգնել է։
>>hye<< I know that Tom helped you.	Ես գիտեմ, որ Թոմը քեզ օգնել է։
>>hye<< I know that Tom helped you.	Ես գիտեմ, որ Թոմը ձեզ օգնել է։
>>hye<< I know that Tom is wealthy.	Ես գիտեմ, որ Թոմը ընչավետ է։
>>hye<< I know that Tom loves Mary.	Ես գիտեմ, որ Թոմը սիրում է Մերիին։
>>hye<< I know that you believe me.	Գիտեմ, որ հավատում ես ինձ։
>>hye<< I know that you'll be back.	Ես գիտեմ, որ դու կվերադառնաս:
>>hye<< I know that you'll be back.	Ես գիտեմ, որ դուք կվերադառնաք:
>>hye<< I know this city very well.	Ես շատ լավ գիտեմ այս քաղաքը։
>>hye<< I know why Tom lied to you.	Ես գիտեմ, թե ինչու Թոմը ստեց քեզ:
>>hye<< I know why Tom lied to you.	Ես գիտեմ, թե ինչու Թոմը ստեց ձեզ:
>>hye<< I know you didn't hurt Tom.	Ես գիտեմ, որ դու չես վիրավորել Թոմին:
>>hye<< I know you didn't hurt Tom.	Ես գիտեմ, որ դուք չեք վիրավորել Թոմին:
>>hye<< I know you're disappointed.	Գիտեմ, որ հիասթափված ես։
>>hye<< I know you're disappointed.	Գիտեմ, որ հիասթափված եք։
>>hye<< I know you're disappointed.	Ես գիտեմ, որ դուք հիասթափված եք։
>>hye<< I know you're disappointed.	Ես գիտեմ, որ դու հիասթափված ես։
>>hye<< I learned French at school.	Ես ֆրանսերեն սովորեցի դպրոցում։
>>hye<< I learned French in school.	Ես ֆրանսերեն սովորեցի դպրոցում։
>>hye<< I need a French translator.	Ինձ ֆրանսերենի թարգմանիչ է պետք։
>>hye<< I need a few minutes alone.	Ինձ պետք է մի քանի րոպե առանձին։
>>hye<< I pretended to be studying.	Ես ձևացրեցի, թե պարապում եմ։
>>hye<< I promise I'll protect you.	Խոստանում եմ, որ կպաշտպանեմ քեզ։
>>hye<< I promise I'll protect you.	Խոստանում եմ, որ կպաշտպանեմ ձեզ։
>>hye<< I put a knife on the table.	Ես դրեցի դանակը սեղանին։
>>hye<< I remember Tom's daughters.	Ես հիշում եմ Թոմի աղջիկներին։
>>hye<< I remember how it happened.	Հիշում եմ, թե ինչպես դա պատահեց։
>>hye<< I showed them how to do it.	Ես ցույց տվեցի ինչպես անել դա։
>>hye<< I still can't tell you why.	Դեռևս չեմ կարող ասել քեզ, թե ինչու:
>>hye<< I still can't tell you why.	Դեռևս չեմ կարող ասել ձեզ, թե ինչու:
>>hye<< I still don't remember why.	Ես դեռ չեմ հիշում, թե ինչու:
>>hye<< I still don't see anything.	Ես դեռ ոչինչ չեմ տեսնում։
>>hye<< I think Tom understands me.	Կարծում եմ՝ Թոմը հասկանում է ինձ։
>>hye<< I think about it every day.	Ես ամեն օր մտածում եմ դրա մասին։
>>hye<< I think it was intentional.	Կարծում եմ՝ դա միտումնավոր էր։
>>hye<< I think it was intentional.	Կարծում եմ, որ դա միտումնավոր էր:
>>hye<< I think you don't trust me.	Կարծում եմ՝ դու ինձ չես վստահում։
>>hye<< I think you don't trust me.	Կարծում եմ՝ դուք ինձ չեք վստահում։
>>hye<< I think you'd be surprised.	Կարծում եմ՝ կզարմանաք։
>>hye<< I think you'd be surprised.	Կարծում եմ՝ կզարմանաս։
>>hye<< I thought I understood you.	Ես կարծում էի, որ հասկացա քեզ։
>>hye<< I thought I understood you.	Ես կարծում էի, որ հասկացա ձեզ։
>>hye<< I thought Tom was swimming.	Ես կարծում էի, որ Թոմը լողում է։
>>hye<< I thought it'd be worth it.	Ես մտածեցի, որ արժե այն:
>>hye<< I thought you were a nurse.	Ես կարծում էի, որ դու բուժքույր ես։
>>hye<< I thought you were a nurse.	Ես կարծում էի, որ դուք բուժքույր եք։
>>hye<< I thought you were a nurse.	Կարծում էի, որ դու բուժքույր ես:
>>hye<< I thought you were serious.	Ես կարծում էի, որ դու լուրջ ես:
>>hye<< I thought you were serious.	Ես կարծում էի, որ դուք լուրջ եք:
>>hye<< I thought you'd be pleased.	Ես կարծում էի, որ դու գոհ կլինես։
>>hye<< I thought you'd be pleased.	Ես կարծում էի, որ դուք գոհ կլինեք։
>>hye<< I told Tom about Australia.	Ես Թոմին պատմեցի Ավստրալիայի մասին:
>>hye<< I told you we'd meet again.	Ես ձեզ ասացի, որ մենք նորից կհանդիպենք:
>>hye<< I told you we'd meet again.	Ես քեզ ասացի, որ մենք նորից կհանդիպենք:
>>hye<< I want to be more like you.	Ես ուզում եմ ավելի նման լինել քեզ։
>>hye<< I want to do that with you.	Ես ուզում եմ դա անել քեզ հետ:
>>hye<< I want to do that with you.	Ես ուզում եմ դա անել ձեզ հետ:
>>hye<< I want to help you do that.	Ես ուզում եմ օգնել ձեզ դա անել:
>>hye<< I want to live in a castle.	Ես ուզում եմ ապրել ամրոցում։
>>hye<< I want to live in the city.	Ես ուզում եմ ապրել քաղաքում։
>>hye<< I want to write an article.	Ես ուզում եմ հոդված գրել:
>>hye<< I wanted to dance with you.	Ես ուզում էի պարել քեզ հետ։
>>hye<< I wanted to live in Boston.	Ես ուզում էի ապրել Բոստոնում։
>>hye<< I wanted to tell you first.	Ես ուզում էի նախ ձեզ ասել:
>>hye<< I wanted to tell you first.	Ես ուզում էի նախ քեզ ասել.
>>hye<< I was at the movie theater.	Ես կինոթատրոնում էի։
>>hye<< I was born and raised here.	Ես ծնվել և մեծացել եմ այստեղ։
>>hye<< I was born in this country.	Ես ծնվել եմ այս երկրում։
>>hye<< I was born in this country.	Ես այս երկրում եմ ծնվել։
>>hye<< I was invited to Australia.	Ինձ հրավիրեցին Ավստրալիա։
>>hye<< I was looking for a weapon.	Ես զենք էի փնտրում։
>>hye<< I was looking for a weapon.	Ես զենք էի ման գալիս։
>>hye<< I was looking for a weapon.	Ես զենք էի պրպտում։
>>hye<< I was pleasantly surprised.	Ես հաճելիորեն զարմացա։
>>hye<< I wasn't stealing anything.	Ես ոչինչ չէի գողանում։
>>hye<< I wonder where everyone is.	Հետաքրքիր է՝ որտեղ են բոլորը։
>>hye<< I wonder where everyone is.	Հետաքրքիր է, թե որտեղ են բոլորը:
>>hye<< I would've agreed with you.	Ես կհամաձայնվեի քեզ հետ։
>>hye<< I'd like to ask a question.	Ես կցանկանայի հարց տալ։
>>hye<< I'd like to dance with you.	Ես կցանկանայի պարել քեզ հետ։
>>hye<< I'd like to dance with you.	Ես կցանկանայի պարել ձեզ հետ։
>>hye<< I'll buy you that bracelet.	Ես կգնեմ քեզ այդ ապարանջանը։
>>hye<< I'll explain what happened.	Ես կբացատրեմ, թե ինչ է պատահել։
>>hye<< I'll explain what happened.	Ես կբացատրեմ, թե ինչ է եղել:
>>hye<< I'll forgive you this once.	Այս անգամ կներեմ քեզ։
>>hye<< I'll forgive you this once.	Այս անգամ կներեմ ձեզ։
>>hye<< I'll forgive you this time.	Այս անգամ ես քեզ կներեմ:
>>hye<< I'll forgive you this time.	Այս անգամ ես ձեզ կներեմ:
>>hye<< I'll give you five minutes.	Ես ձեզ հինգ րոպե կտամ:
>>hye<< I'll give you five minutes.	Ես քեզ հինգ րոպե կտամ:
>>hye<< I'll let you know tomorrow.	Ես ձեզ վաղը կտեղեկացնեմ:
>>hye<< I'll let you know tomorrow.	Ես քեզ կտեղեկացնեմ վաղը:
>>hye<< I'll play a sonata for you.	Ես ձեզ համար սոնատ կնվագեմ։
>>hye<< I'll talk with Tom tonight.	Ես կխոսեմ Թոմի հետ այսօր երեկոյան:
>>hye<< I'll visit Boston with Tom.	Ես Թոմի հետ կայցելեմ Բոստոն։
>>hye<< I'm cold. Close the window.	Ես մրսում եմ։ Փակեք պատուհանը։
>>hye<< I'm cold. Close the window.	Ես մրսում եմ։ Փակիր պատուհանը։
>>hye<< I'm from the state of Iowa.	Ես Այովա նահանգից եմ։
>>hye<< I'm hoping you can help me.	Հուսով եմ՝ կարող եք օգնել ինձ։
>>hye<< I'm hoping you can help me.	Հուսով եմ՝ կարող ես օգնել ինձ։
>>hye<< I'm hoping you can help me.	Հուսով եմ, որ դուք կարող եք օգնել ինձ:
>>hye<< I'm learning French online.	Ես առցանց ֆրանսերեն եմ սովորում:
>>hye<< I'm leaving in ten minutes.	Ես մեկնելու եմ տաս րոպեից։
>>hye<< I'm not afraid of anything.	Ես ոչնչից չեմ վախենում։
>>hye<< I'm sure you'll understand.	Վստահ եմ, որ կհասկանաք:
>>hye<< I'm sure you'll understand.	Վստահ եմ, որ կհասկանաս:
>>hye<< I'm the same weight as Tom.	Ես նույն քաշով եմ, ինչ Թոմը:
>>hye<< I'm tired of this, grandma.	Ես հոգնել եմ դրանից, տատիկ:
>>hye<< I'm trying to cheer Tom up.	Ես փորձում եմ ոգևորել Թոմին:
>>hye<< I've already told everyone.	Ես արդեն բոլորին ասել եմ։
>>hye<< I've always liked football.	Ես միշտ սիրել եմ ֆուտբոլը։
>>hye<< I've bought a new computer.	Ես նոր համակարգիչ եմ գնել:
>>hye<< I've bought a new umbrella.	Ես նոր հովանոց եմ գնել։
>>hye<< I've changed my hair color.	Ես փոխել եմ մազերիս գույնը։
>>hye<< I've changed my mind again.	Ես նորից մտափոխվել եմ։
>>hye<< I've never seen a real cow.	Ես երբեք իսկական կով չեմ տեսել։
>>hye<< I've read both these books.	Ես կարդացել եմ այս երկու գրքերն էլ։
>>hye<< I've written three letters.	Ես երեք նամակ եմ գրել։
>>hye<< If I can do it, so can you.	Եթե ​​ես կարող եմ դա անել, ապա դուք նույնպես կարող եք դա անել:
>>hye<< If you want, go without me.	Եթե ​​ուզում ես, գնա առանց ինձ։
>>hye<< If you want, go without me.	Եթե ​​ուզում եք, գնացեք առանց ինձ։
>>hye<< Is French an easy language?	Ֆրանսերենը հեշտ լեզո՞ւ է։
>>hye<< Is Tom one of your friends?	Թոմը ձեր ընկերների՞ց է:
>>hye<< Is there a hospital nearby?	Մոտակայքում հիվանդանոց կա՞:
>>hye<< Isn't this what you wanted?	Սա այն չէ՞, ինչ ուզում էիր։
>>hye<< Isn't this what you wanted?	Սա այն չէ՞, ինչ ուզում էիք։
>>hye<< It looks like we got lucky.	Կարծես մեր բախտը բերեց:
>>hye<< It was a dangerous venture.	Դա վտանգավոր նախաձեռնություն էր։
>>hye<< It was a strange situation.	Տարօրինակ իրավիճակ էր։
>>hye<< It's a very important step.	Դա շատ կարևոր քայլ է։
>>hye<< It's a very simple process.	Դա շատ պարզ գործընթաց է:
>>hye<< It's an excellent solution.	Դա հիանալի լուծում է:
>>hye<< It's an indefinite pronoun.	Դա անորոշ դերանուն է:
>>hye<< It's easier than I thought.	Դա ավելի հեշտ է, քան ես կարծում էի:
>>hye<< It's easier than you think.	Սա ավելի հեշտ է, քան կարծում եք:
>>hye<< It's good that you're here.	Լավ է, որ դու այստեղ ես։
>>hye<< It's good that you're here.	Լավ է, որ դուք այստեղ եք։
>>hye<< It's good that you're here.	Լավ է, որ այստեղ ես։
>>hye<< It's hard to work with Tom.	Դժվար է աշխատել Թոմի հետ։
>>hye<< It's just your imagination.	Դա պարզապես ձեր երևակայությունն է։
>>hye<< It's just your imagination.	Դա պարզապես քո երևակայությունն է։
>>hye<< It's just your imagination.	Դա պարզապես երևակայությունդ է։
>>hye<< It's kind of hot, isn't it?	Մի տեսակ շոգ է, այնպես չէ՞:
>>hye<< It's unlikely Tom will win.	Քիչ հավանական է, որ Թոմը հաղթի:
>>hye<< It's very comfortable here.	Այստեղ շատ հարմարավետ է։
>>hye<< Many people like this song.	Այս երգը շատերին է դուր գալիս։
>>hye<< Mary's husband is Canadian.	Մերիի ամուսինը կանադացի է։
>>hye<< Maybe I should go help Tom.	Միգուցե ես գնամ օգնեմ Թոմին:
>>hye<< Maybe Tom doesn't love you.	Գուցե Թոմը քեզ չի սիրում:
>>hye<< Maybe Tom doesn't love you.	Գուցե Թոմը ձեզ չի սիրում:
>>hye<< Maybe Tom was hospitalized.	Գուցե Թոմը հոսպիտալացվել է։
>>hye<< Mt. Fuji is very beautiful.	Ֆուձի լեռը շատ գեղեցիկ է։
>>hye<< My brother works in a bank.	Իմ եղբայրը աշխատում է բանկում։
>>hye<< My brother works in a bank.	Եղբայրս աշխատում է բանկում։
>>hye<< My college has a dormitory.	Իմ քոլեջն ունի հանրակացարան։
>>hye<< My college has a dormitory.	Քոլեջս հանրակացարան ունի։
>>hye<< My daughter went to school.	Աղջիկս դպրոց գնաց։
>>hye<< My family isn't very large.	Իմ ընտանիքը շատ մեծ չէ:
>>hye<< My mother is making dinner.	Մայրս ընթրիք է պատրաստում:
>>hye<< My prediction was accurate.	Իմ կանխատեսումը ճիշտ էր։
>>hye<< My wife drives very poorly.	Կինս շատ վատ է քշում։
>>hye<< My wife drives very poorly.	Իմ կինը շատ վատ է քշում։
>>hye<< No one is listening to you.	Ոչ ոք ձեզ չի լսում:
>>hye<< No one is listening to you.	Ոչ ոք քեզ չի լսում:
>>hye<< No one said anything to me.	Ոչ ոք ինձ ոչինչ չասաց։
>>hye<< Nobody noticed her absence.	Ոչ ոք չնկատեց նրա բացակայությունը։
>>hye<< Nobody noticed the mistake.	Ոչ ոք չնկատեց սխալը։
>>hye<< Nobody noticed the mistake.	Սխալը ոչ ոք չնկատեց։
>>hye<< Not every man can be happy.	Ամեն մարդ չէ, որ կարող է երջանիկ լինել։
>>hye<< Only Tom didn't want to go.	Միայն Թոմը չէր ուզում գնալ։
>>hye<< Our only option is to wait.	Մեր միակ տարբերակը սպասելն է։
>>hye<< People are waiting on this.	Մարդիկ սրան են սպասում։
>>hye<< Perhaps you've heard of me.	Երևի դուք լսել եք իմ մասին:
>>hye<< Please don't do that today.	Խնդրում եմ, այսօր դա մի արեք։
>>hye<< Please don't do that today.	Խնդրում եմ, այսօր դա մի արի։
>>hye<< Please introduce me to Tom.	Խնդրում եմ, ծանոթացրու ինձ Թոմի հետ։
>>hye<< Please introduce me to Tom.	Խնդրում եմ, ծանոթացրեք ինձ Թոմի հետ։
>>hye<< Please show me that letter.	Խնդրում եմ, ցույց տվեք ինձ այդ նամակը։
>>hye<< Please show me that letter.	Խնդրում եմ, ցույց տուր ինձ այդ նամակը։
>>hye<< Please tell me where to go.	Խնդրում եմ, ասա ինձ, թե ուր գնամ։
>>hye<< Please tell me where to go.	Խնդրում եմ, ասեք ինձ, թե ուր գնամ։
>>hye<< Please wait thirty minutes.	Խնդրում եմ սպասեք երեսուն րոպե։
>>hye<< Please wait thirty minutes.	Խնդրում եմ սպասիր երեսուն րոպե։
>>hye<< Please wait thirty minutes.	Խնդրում եմ կես ժամ սպասեք։
>>hye<< Please wait thirty minutes.	Խնդրում եմ կես ժամ սպասիր։
>>hye<< Please write with a pencil.	Խնդրում եմ գրեք մատիտով։
>>hye<< Really? I didn't know that.	Իրո՞ք: Ես դա չգիտեի։
>>hye<< Return to the ship at once.	Անմիջապես վերադարձեք նավ։
>>hye<< Return to the ship at once.	Անմիջապես վերադարձիր նավ։
>>hye<< She and I are the same age.	Ես ու նա նույն տարիքի ենք։
>>hye<< She has a brilliant future.	Նա փայլուն ապագա ունի։
>>hye<< She has a good memory, too.	Նա էլ լավ հիշողություն ունի:
>>hye<< She has many handkerchiefs.	Նա շատ թաշկինակներ ունի։
>>hye<< She is no ordinary student.	Նա սովորական ուսանող չէ։
>>hye<< She says she likes flowers.	Նա ասում է, որ սիրում է ծաղիկներ։
>>hye<< She sent him a long letter.	Նա մի երկար նամակ ուղարկեց նրան։
>>hye<< She tends to talk too much.	Նա հակված է շատ խոսելու:
>>hye<< She's an American by birth.	Նա ծնունդով ամերիկացի է։
>>hye<< Someone left you a message.	Ինչ-որ մեկը ձեզ հաղորդագրություն է թողել:
>>hye<< Someone left you a message.	Ինչ-որ մեկը քեզ հաղորդագրություն է թողել:
>>hye<< Stay away from Tom's house.	Հեռու մնա Թոմի տնից։
>>hye<< Stay away from Tom's house.	Հեռու մնացեք Թոմի տնից։
>>hye<< Tell Tom I don't know Mary.	Ասա Թոմին, որ ես չեմ ճանաչում Մերիին:
>>hye<< Tell Tom where my house is.	Ասա Թոմին, թե որտեղ է իմ տունը:
>>hye<< Tell Tom you don't need it.	Ասեք Թոմին, որ դա ձեզ պետք չէ։
>>hye<< Tell me how I can help you.	Ասա ինձ, թե ինչպես կարող եմ օգնել քեզ:
>>hye<< Tell me how I can help you.	Ասեք ինձ, թե ինչպես կարող եմ օգնել ձեզ:
>>hye<< Thanks for letting me stay.	Շնորհակալ եմ, որ թույլ տվեցիր մնալ:
>>hye<< Thanks for letting me stay.	Շնորհակալ եմ, որ թույլ տվեցիք մնալ:
>>hye<< Thanks for the hospitality.	Շնորհակալություն հյուրընկալության համար։
>>hye<< That isn't a weapon, is it?	Դա զենք չէ, այնպես չէ՞։
>>hye<< That law took effect today.	Այդ օրենքը ուժի մեջ մտավ այսօր։
>>hye<< That remains a possibility.	Դա հնարավորություն է մնում։
>>hye<< That's not really worth it.	Իրոք դա չարժե։
>>hye<< That's not your fault, Tom.	Դա քո մեղքը չէ, Թոմ:
>>hye<< That's why people love you.	Ահա թե ինչու են մարդիկ սիրում քեզ։
>>hye<< The decision was postponed.	Որոշումը հետաձգվեց։
>>hye<< The fountain is over there.	Շատրվանը այնտեղ է։
>>hye<< The market was quiet today.	Շուկան այսօր հանգիստ էր։
>>hye<< The plastic chair is cheap.	Պլաստիկ աթոռը էժան է։
>>hye<< The police have caught Tom.	Ոստիկանությունը բռնել է Թոմին։
>>hye<< The show is about to start.	Ներկայացումը սկսվելու վրա է։
>>hye<< The situation is desperate.	Վիճակը հուսահատ է։
>>hye<< The world is changing fast.	Աշխարհը արագ փոխվում է։
>>hye<< There was no investigation.	Հետաքննություն չի եղել։
>>hye<< There's no simple solution.	Պարզ լուծում չկա։
>>hye<< There's no time to explain.	Ժամանակ չկա բացատրելու։
>>hye<< These gloves belong to Tom.	Այս ձեռնոցները պատկանում են Թոմին։
>>hye<< These gloves belong to Tom.	Այս ձեռնոցները Թոմինն են։
>>hye<< They cut my hair too short.	Մազերս շատ կարճ են կտրել։
>>hye<< Thirteen were hospitalized.	Տասներեք մարդ հոսպիտալացվել է։
>>hye<< This coffee is undrinkable.	Այս սուրճը խմելու չէ։
>>hye<< This cucumber is very long.	Այս վարունգը շատ երկար է։
>>hye<< This is a beautiful flower.	Սա գեղեցիկ ծաղիկ է։
>>hye<< This is a beautiful flower.	Սա չքնաղ ծաղիկ է։
>>hye<< This is a beautiful flower.	Սա սքանչելի ծաղիկ է։
>>hye<< This is a unique situation.	Սա եզակի իրավիճակ է։
>>hye<< This is a unique situation.	Յուրահատուկ իրավիճակ է.
>>hye<< This is an absurd decision.	Սա անհեթեթ որոշում է։
>>hye<< This is an important event.	Սա կարևոր իրադարձություն է։
>>hye<< This is never going to end.	Դա երբեք չի վերջանալու։
>>hye<< This medicine may cure him.	Այս դեղամիջոցը կարող է բուժել նրան։
>>hye<< This water isn't drinkable.	Այս ջուրը խմելու չէ։
>>hye<< This word comes from Latin.	Այդ բառը եկել է լատիներենից։
>>hye<< Tom and Mary are both nuts.	Թոմն ու Մերին երկուսն էլ խելագար են:
>>hye<< Tom and Mary came together.	Թոմն ու Մերին միասին եկան։
>>hye<< Tom asked another question.	Թոմը ևս մեկ հարց տվեց։
>>hye<< Tom bought some vegetables.	Թոմը բանջարեղեն գնեց:
>>hye<< Tom cooks for us every day.	Թոմը մեզ համար ամեն օր ճաշ է պատրաստում:
>>hye<< Tom could help you do that.	Թոմը կարող է օգնել քեզ դա անել։
>>hye<< Tom could help you do that.	Թոմը կարող է օգնել ձեզ դա անել։
>>hye<< Tom designed this building.	Թոմը նախագծել է այս շենքը։
>>hye<< Tom didn't bathe yesterday.	Թոմը երեկ չլողացավ։
>>hye<< Tom didn't go to the dance.	Թոմը պարի չգնաց։
>>hye<< Tom didn't have permission.	Թոմը թույլտվություն չուներ։
>>hye<< Tom didn't want to help me.	Թոմը չէր ուզում ինձ օգնել։
>>hye<< Tom doesn't agree with you.	Թոմը համաձայն չէ քեզ հետ։
