>>ber<< Go.	Ṛuḥ.
>>ber<< I need to know what you think.	Sriɣ ad ẓreɣ d acu ay tettxemmimemt ɣef waya.
>>ber<< I need to know what you think.	Ḥwajeɣ ad ẓreɣ d acu ay teswingimed ɣef waya.
>>ber<< I need to know what you think.	Ḥwajeɣ ad ẓreɣ d acu ay teswingimem ɣef waya.
>>ber<< I need to know what you think.	Ḥwajeɣ ad ẓreɣ d acu ay teswingimemt ɣef waya.
>>ber<< I need to know what you think.	Sriɣ ad ẓreɣ d acu ay teswingimed ɣef waya.
>>ber<< I need to know what you think.	Sriɣ ad ẓreɣ d acu ay teswingimem ɣef waya.
>>ber<< I need to know what you think.	Sriɣ ad ẓreɣ d acu ay teswingimemt ɣef waya.
>>ber<< I need to make an appointment.	Yessefk ad ḍḍfeɣ asihaṛ.
>>ber<< I need to tell Tom to do that.	Yessefk ad as-iniɣ i Tom ad yexdem aya.
>>ber<< I need your help on something.	Ḥwajeɣ tallalt-nnek deg yiwet n tɣawsa.
>>ber<< I never liked going to school.	Werǧin lliɣ ḥemmleɣ ad dduɣ ɣer uɣerbaz.
>>ber<< I never liked that one anyway.	Lḥaṣul werjin yeɛjeb-iyi winna.
>>ber<< I never thought I'd finish it.	Werǧin ɣileɣ ad t-fakeɣ.
>>ber<< I never thought I'd finish it.	Werǧin ɣileɣ ad tt-fakeɣ.
>>ber<< I never wanted to be an actor.	Lliɣ bɣiɣ ad qqleɣ d asegbar.
>>ber<< I never wanted to be an actor.	Lliɣ ɣseɣ ad qqleɣ d asegbar.
>>ber<< I no longer live in Australia.	Ur iyi-d-mazal ara zedɣeɣ deg Ustṛalya.
>>ber<< I noticed that he had stopped.	Greɣ tamawt dakken yeḥbes.
>>ber<< I often don't work on Mondays.	Deg tuget, ur ttmahaleɣ ara ass n uynas.
>>ber<< I often don't work on Mondays.	Deg tuget, ur ttmahaleɣ ara ass n letniyen.
>>ber<< I only have two plane tickets.	Sɛiɣ kan snat n tenfulin n usafag.
>>ber<< I only have two plane tickets.	Liɣ kan snat n tenfulin n usafag.
>>ber<< I only work three hours a day.	Ttmahaleɣ kan kraḍ n yisragen deg wass.
>>ber<< I picked these flowers myself.	D nekk s timmad-iw i d-yekksen tijeǧǧign-a.
>>ber<< I plan to get back home today.	Ssefrayeɣ ad uɣaleɣ s axxam ass-a.
>>ber<< I played catch with my father.	Urareɣ amseḍfar akked baba.
>>ber<< I polished your shoes for you.	Ssirrqeɣ-ak irkasen-ik.
>>ber<< I predicted this would happen.	Careɣ dakken ad yeḍru waya.
>>ber<< I prefer history to geography.	D amezruy ay smenyafeɣ wala d taseknakalt.
>>ber<< I prefer to not talk about it.	Smenyafeɣ ur ssawaleɣ ara ɣef waya.
>>ber<< I ran into Tom at the library.	Mlaleɣ-d Tom deg temkarḍit.
>>ber<< I ran into Tom at the station.	Mlaleɣ-d Tom deg teɣsert.
>>ber<< I read jokes almost every day.	Qqareɣ tiseḍsa qrib yal ass.
>>ber<< I read jokes almost every day.	Lliɣ qqareɣ tiseḍsa qrib yal ass.
>>ber<< I read this article yesterday.	Ɣriɣ amagrad-a iḍelli.
>>ber<< I read this article yesterday.	Iḍelli ay ɣriɣ amagrad-a.
>>ber<< I really like this restaurant.	Ḥemmleɣ taneččit-a s tidet.
>>ber<< I really like this restaurant.	Riɣ taneččit-a s tidet.
>>ber<< I really like this restaurant.	Teɛjeb-iyi tneččit-a s tidet.
>>ber<< I really should mop the floor.	Yessefk s tidet ad d-seyyqeɣ agens.
>>ber<< I regret eating those oysters.	Nedmeɣ imi ay cciɣ timḥaṛin-nni.
>>ber<< I remember meeting you before.	Cfiɣ mlaleɣ-k-id uqbel.
>>ber<< I rode my bicycle a lot today.	Ass-a, nehṛeɣ aṭas tasnasɣalt-inu.
>>ber<< I sang a lot when I was a kid.	Cniɣ aṭas mi lliɣ d amecṭuḥ.
>>ber<< I sat in the front of the bus.	Qqimeɣ ɣer sdat n usakal.
>>ber<< I sat in the front of the bus.	Qqimeɣ ɣer sdat deg usakal.
>>ber<< I sat in the front of the bus.	Deg usakal, qqimeɣ ɣer sdat.
>>ber<< I saw Tom waiting for the bus.	Ẓriɣ Tom la ittṛaju asakal.
>>ber<< I saw Tom waiting for the bus.	Ẓriɣ Tom la ittgani asakal.
>>ber<< I saw a house in the distance.	Walaɣ axxam ɣer mebɛid.
>>ber<< I saw a squirrel this morning.	Walaɣ anẓid tanezzayt-a.
>>ber<< I saw her crossing the street.	Walaɣ-tt tezger abrid.
>>ber<< I saw the moon above the roof.	Ẓriɣ yur senǧi lqermud.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlen-k.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlent-k.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlen-kem.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlent-kem.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlen-ken.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlent-ken.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlen-kent.
>>ber<< I see they've put you to work.	Ttwaliɣ dakken smuhlent-kent.
>>ber<< I should be at home right now.	A win yufan, imir-a aql-iyi deg uxxam.
>>ber<< I should get back to work now.	A win yufan, imir-a ad qqleɣ ɣer umahil.
>>ber<< I should get this watch fixed.	A win yufan ad d-ṣeggmeɣ tamrint-a.
>>ber<< I should visit Australia, too.	Ula d nekk awufan ad rezfeɣ ɣer Ustṛalya.
>>ber<< I should've been a movie star.	Yella yessefk ad qqleɣ d itri n ssinima.
>>ber<< I should've been there sooner.	Yella yessefk ad iliɣ din uqbel.
>>ber<< I should've brought my camera.	Yella yessefk kan ad d-sɣeɣ takamra.
>>ber<< I should've brought my camera.	Yella yessefk kan ad d-sɣeɣ tasewlaft.
>>ber<< I sold the house for a profit.	Ssenzeɣ axxam-nni s lfayda.
>>ber<< I splashed my face with water.	Ṛucceɣ udem-inu s waman.
>>ber<< I spoke with Tom on the phone.	Ssawleɣ d Tom deg usawal.
>>ber<< I still have stuff to work on.	Mazal sɛiɣ amahil.
>>ber<< I still have stuff to work on.	Mazal liɣ amahil.
>>ber<< I still have stuff to work on.	Mazal yegguni-iyi amahil.
>>ber<< I still need to eat breakfast.	Ḥwajeɣ ad cceɣ imekli n tṣebḥit.
>>ber<< I suggested that she go alone.	Ssumreɣ-d ad teddu i yiman-nnes.
>>ber<< I suppose you want to eat now.	Cikkeɣ tebɣid ad teččed imir-a.
>>ber<< I suppose you want to eat now.	Cikkeɣ tebɣam ad teččem imir-a.
>>ber<< I suppose you want to eat now.	Cikkeɣ tebɣamt ad teččemt imir-a.
>>ber<< I suppose you want to eat now.	Cikkeɣ teɣsed ad teččed imir-a.
>>ber<< I suppose you want to eat now.	Cikkeɣ teɣsem ad teččem imir-a.
>>ber<< I suppose you want to eat now.	Cikkeɣ teɣsemt ad teččemt imir-a.
>>ber<< I suspect Tom is in Australia.	Cukkteɣ dakken Tom deg Ustṛalya i yella.
>>ber<< I swear I'm telling the truth.	Ggulleɣ ar d tidet ay la d-ttiniɣ.
>>ber<< I take a bath every other day.	Ccucufeɣ ass s wass.
>>ber<< I take a nap almost every day.	Ttgeɣ tazaxixt qrib yal ass.
>>ber<< I talked to all three of them.	Mmeslayeɣ yid-sen deg tlata.
>>ber<< I thank you with all my heart.	Tanemmirt-nnek seg wul.
>>ber<< I think I did something wrong.	Ahat yella kra ay sxeṣreɣ.
>>ber<< I think I should see a doctor.	Cikkeɣ yessefk ad teẓred imsujji.
>>ber<< I think I should see a doctor.	Cikkeɣ yessefk ad teẓrem imsujji.
>>ber<< I think I should see a doctor.	Cikkeɣ yessefk ad teẓremt imsujji.
>>ber<< I think I'll get back to work.	Cikkeɣ ad qqleɣ kan ɣer umahil.
>>ber<< I think I'll go wash my hands.	Cukkeɣ ad ṛuḥeɣ ad clileɣ ifassen-iw.
>>ber<< I think Tom forgot his camera.	Cikkeɣ Tom yettu takamra-nnes.
>>ber<< I think Tom forgot his camera.	Cikkeɣ Tom yettu tasewlaft-nnes.
>>ber<< I think Tom forgot his camera.	Cikkeɣ dakken Tom yettu takamra-nnes.
>>ber<< I think Tom forgot his camera.	Cikkeɣ dakken Tom yettu tasewlaft-nnes.
>>ber<< I think Tom has your umbrella.	Cikkeɣ tasiwant-nnek attan ɣer Tom.
>>ber<< I think Tom has your umbrella.	Cikkeɣ tasiwant-nnem attan ɣer Tom.
>>ber<< I think Tom has your umbrella.	Cikkeɣ tasiwant-nwen attan ɣer Tom.
>>ber<< I think Tom has your umbrella.	Cikkeɣ tasiwant-nwent attan ɣer Tom.
>>ber<< I think Tom is a gifted actor.	Cikkeɣ dakken Tom d asegbar umi tettunefk.
>>ber<< I think Tom is a gifted actor.	Cukkteɣ Tom d asegbar umi tettunefk.
>>ber<< I think Tom should talk to me.	Cukkeɣ Tom ilaq ad yehdeṛ yid-i.
>>ber<< I think Tom will be impressed.	Cukkteɣ Tom ad t-yessewhem waya.
>>ber<< I think Tom will like it here.	Cukkteɣ Tom ad t-yeεjeb lḥal da.
>>ber<< I think Tom will win the race.	Cukkteɣ dakken Tom ad yerbeḥ timsizzelt-nni.
>>ber<< I think it's a wonderful idea.	Cikkeɣ d takti taɣudant.
>>ber<< I think our work here is done.	Cikkeɣ ifuk umahil-nneɣ da.
>>ber<< I think our work here is done.	Cikkeɣ yuli umahil-nneɣ da.
>>ber<< I think our work here is done.	Cikkeɣ ifuk umahil-nteɣ da.
>>ber<< I think our work here is done.	Cikkeɣ yuli umahil-nteɣ da.
>>ber<< I think that I drank too much.	Ccikkteɣ swiɣ aṭas.
>>ber<< I think that it fits you well.	Cikkeɣ yezga-ak-d akken iwata.
>>ber<< I think that it fits you well.	Cikkeɣ yezga-am-d akken iwata.
>>ber<< I think that still needs work.	Cikkeɣ dakken aya mazal yeḥwaj amahil.
>>ber<< I think that still needs work.	Cikkeɣ dakken aya mazal yesri amahil.
>>ber<< I think that's enough for now.	Cikkeɣ beṛka, taswiɛt-a.
>>ber<< I think this is a good choice.	Cikkeɣ aya d afran yelhan.
>>ber<< I think this is going to work.	Ttwaliɣ aya ad yecc.
>>ber<< I think this is going to work.	Cukkteɣ ad yečč waya.
>>ber<< I think this is going to work.	Cikkeɣ ad yečč waya.
>>ber<< I think this is going to work.	Cikkeɣ ad tečč.
>>ber<< I think this may be defective.	Cukkeɣ yesεa aɣwes.
>>ber<< I think we spoke on the phone.	Yuwey-iyi-d Ṛebbi nessawel yagi deg usawal.
>>ber<< I think you should choose Tom.	Cikkeɣ d Tom ay yessefk ad t-tferned.
>>ber<< I think you should choose Tom.	Cikkeɣ d Tom ay yessefk ad t-tfernem.
>>ber<< I think you should choose Tom.	Cikkeɣ d Tom ay yessefk ad t-tfernemt.
>>ber<< I thought I put it in the car.	Nwiɣ rriɣ-t ɣer tkeṛṛust.
>>ber<< I thought he would come alone.	Ɣileɣ ad d-yas i yiman-nnes.
>>ber<< I thought it was Monday today.	Ɣileɣ ass-a d letniyen.
>>ber<< I thought it was Monday today.	Ɣileɣ ass-a d aynass.
>>ber<< I thought this was a hospital.	Ɣileɣ wa d asegnaf.
>>ber<< I thought you used to do that.	Ɣileɣ tellid tettged aya.
>>ber<< I thought you used to do that.	Ɣileɣ tellam tettgem aya.
>>ber<< I thought you used to do that.	Ɣileɣ tellamt tettgemt aya.
>>ber<< I thought you wanted this job.	Ɣileɣ tebɣid amahil-a.
>>ber<< I thought you wanted this job.	Ɣileɣ tebɣiḍ amahil-a.
>>ber<< I thought you wanted this job.	Ɣileɣ tebɣam amahil-a.
>>ber<< I thought you wanted this job.	Ɣileɣ tebɣamt amahil-a.
>>ber<< I thought you wanted this job.	Ɣileɣ teɣsed amahil-a.
>>ber<< I thought you wanted this job.	Ɣileɣ teɣseḍ amahil-a.
>>ber<< I thought you wanted this job.	Ɣileɣ teɣsem amahil-a.
>>ber<< I thought you wanted this job.	Ɣileɣ teɣsemt amahil-a.
>>ber<< I thought you were downstairs.	Ɣileɣ ukessar ay tellid.
>>ber<< I thought you were downstairs.	Ɣileɣ ukessar ay telliḍ.
>>ber<< I thought you were downstairs.	Ɣileɣ ukessar ay tellam.
>>ber<< I thought you were downstairs.	Ɣileɣ ukessar ay tellamt.
>>ber<< I thought you were downstairs.	Ɣileɣ tellid ukessar.
>>ber<< I thought you were downstairs.	Ɣileɣ telliḍ ukessar.
>>ber<< I thought you were downstairs.	Ɣileɣ tellam ukessar.
>>ber<< I thought you were downstairs.	Ɣileɣ tellamt ukessar.
>>ber<< I thought you'd recognize Tom.	Nwiɣ ad tεeqleḍ Tom.
>>ber<< I thought you'd recognize Tom.	Nwiɣ ad tεeqlem Tom.
>>ber<< I thought you'd recognize Tom.	Nwiɣ ad tεeqlemt Tom.
>>ber<< I thought you'd recognize Tom.	Nwiɣ dakken ad tεeqleḍ Tom.
>>ber<< I thought you'd recognize Tom.	Nwiɣ dakken ad tεeqlem Tom.
>>ber<< I thought you'd recognize Tom.	Nwiɣ dakken ad tεeqlemt Tom.
>>ber<< I thought you'd recognize Tom.	Nekk nwiɣ ad tεeqlem Tom.
>>ber<< I thought you'd recognize Tom.	Nekk nwiɣ ad tεeqleḍ Tom.
>>ber<< I thought you'd recognize Tom.	Nekk nwiɣ ad tεeqlemt Tom.
>>ber<< I thought you'd recognize Tom.	Nekk nwiɣ dakken ad tεeqleḍ Tom.
>>ber<< I thought you'd recognize Tom.	Nekk nwiɣ dakken ad tεeqlem Tom.
>>ber<< I thought you'd recognize Tom.	Nekk nwiɣ dakken ad tεeqlemt Tom.
>>ber<< I thought you'd want the work.	Ɣileɣ ad tebɣud ad tged amahil-a.
>>ber<< I thought you'd want the work.	Ɣileɣ ad tebɣum ad tgem amahil-a.
>>ber<< I thought you'd want the work.	Ɣileɣ ad tebɣumt ad tgemt amahil-a.
>>ber<< I thought you'd want the work.	Ɣileɣ ad teɣsed ad tged amahil-a.
>>ber<< I thought you'd want the work.	Ɣileɣ ad teɣsem ad tgem amahil-a.
>>ber<< I thought you'd want the work.	Ɣileɣ ad teɣsemt ad tgemt amahil-a.
>>ber<< I thought you'd want this one.	Nwiɣ d wa ara tebɣuḍ.
>>ber<< I told Tom to go see a doctor.	Nniɣ-as i Tom ad yeddu ad iẓer imsujji.
>>ber<< I told Tom why I'd left early.	Nniɣ-as i Tom acimi i ṛuḥeɣ zik.
>>ber<< I told Tom why I'd left early.	Nniɣ-as i Tom acuɣer i ṛuḥeɣ zik.
>>ber<< I told Tom why I'd left early.	Nniɣ-as i Tom acimi i ffɣeɣ zik.
>>ber<< I told Tom why I'd left early.	Nniɣ-as i Tom acuɣer i ffɣeɣ zik.
>>ber<< I told Tom why I'd left early.	Nniɣ-as i Tom acuɣer i d-ffɣeɣ zik.
>>ber<< I told Tom why I'd left early.	Nniɣ-as i Tom acimi i d-ffɣeɣ zik.
>>ber<< I told you I wanted to buy it.	Nniɣ-ak lliɣ bɣiɣ ad t-id-aɣeɣ.
>>ber<< I told you to leave Tom alone.	Nniɣ-ak ad thennid Tom.
>>ber<< I told you to leave Tom alone.	Nniɣ-ak ad thenniḍ Tom.
>>ber<< I told you to leave Tom alone.	Nniɣ-am ad thennid Tom.
>>ber<< I told you to leave Tom alone.	Nniɣ-am ad thenniḍ Tom.
>>ber<< I told you to leave Tom alone.	Nniɣ-awen ad thennim Tom.
>>ber<< I told you to leave Tom alone.	Nniɣ-awent ad thennimt Tom.
>>ber<< I took an art class last year.	Ɣriɣ taẓuri aseggas yezrin.
>>ber<< I took care of my sick sister.	Beddeɣ-as i weltma ay yellan d tamuḍint.
>>ber<< I took care of my sick sister.	Gniɣ wetma‑kʷ ul nezmir.
>>ber<< I took it that you would come.	Ɣileɣ ad d-taseḍ.
>>ber<< I tried to get Tom to tell me.	Ɛerḍeɣ ad sqenεeɣ Tom ad iyi-d-yini.
>>ber<< I trust his executive ability.	Ttgeɣ taflest deg tzemmar-nnes n usefrek.
>>ber<< I understand why you're upset.	Gziɣ maɣef ay k-iɣaḍ lḥal.
>>ber<< I understand why you're upset.	Gziɣ maɣef ay kem-iɣaḍ lḥal.
>>ber<< I understand why you're upset.	Gziɣ maɣef ay ken-iɣaḍ lḥal.
>>ber<< I understand why you're upset.	Gziɣ maɣef ay kent-iɣaḍ lḥal.
>>ber<< I understand your frustration.	Gziɣ afḍam-nnek.
>>ber<< I understand your frustration.	Gziɣ afḍam-nnem.
>>ber<< I understand your frustration.	Gziɣ afḍam-nwen.
>>ber<< I understand your frustration.	Gziɣ afḍam-nwent.
>>ber<< I use Google almost every day.	Sseqdaceɣ Google qrib yal ass.
>>ber<< I used to read in the library.	Lliɣ qqareɣ deg temkarḍit.
>>ber<< I used to read in the library.	Zik, lliɣ qqareɣ deg temkarḍit.
>>ber<< I used to work at the airport.	Zik, lliɣ ttmahaleɣ deg unafag.
>>ber<< I usually drink a lot of milk.	Nnummeɣ ttesseɣ aṭas n ukeffay.
>>ber<< I usually drink a lot of milk.	Nnummeɣ sesseɣ aṭas n uyefki.
>>ber<< I usually go to Boston by bus.	Nnummeɣ ttedduɣ ɣer Boston s usakal.
>>ber<< I usually go to school by bus.	Nnummeɣ ttedduɣ ɣer uɣerbaz s usakal.
>>ber<< I visit Australia once a year.	Rezzfeɣ tikkelt i useggas ɣef Ustṛalya.
>>ber<< I waited for him all day long.	Ṛjiɣ-t ass s lekmal-nnes.
>>ber<< I waited for him all day long.	Ṛjiɣ-t kra yekka wass.
>>ber<< I waited for him all day long.	Ṛjiɣ-t ass s lekmal-is.
>>ber<< I waited for him all day long.	Ass kamel nekk ttṛajuɣ-t.
>>ber<< I waited for him all day long.	Kra yekka wass nekk ttṛajuɣ-t.
>>ber<< I want something hot to drink.	Bɣiɣ ad sweɣ kra n tɣawsa yeḥman.
>>ber<< I want something sweet to eat.	Bɣiɣ ad cceɣ kra n tɣawsa d taẓidant.
>>ber<< I want this letter opened now.	Bɣiɣ ad teldey tebṛat-a imir-a.
>>ber<< I want to ask you a big favor.	Bɣiɣ ad ak-ssutreɣ yiwet n lemzeyya d tameqrant.
>>ber<< I want to ask you a big favor.	Bɣiɣ ad am-ssutreɣ yiwet n lemzeyya d tameqrant.
>>ber<< I want to ask you a big favor.	Bɣiɣ ad awen-ssutreɣ yiwet n lemzeyya d tameqrant.
>>ber<< I want to ask you a big favor.	Bɣiɣ ad awent-ssutreɣ yiwet n lemzeyya d tameqrant.
>>ber<< I want to be fluent in French.	Bɣiɣ ad serrḥeɣ deg tefṛensist.
>>ber<< I want to be with you forever.	Bɣiɣ ad iliɣ yid-m i lebda.
>>ber<< I want to buy another bicycle.	Bɣiɣ ad d-sɣeɣ tasnasɣalt niḍen.
>>ber<< I want to buy another bicycle.	Ɣseɣ ad d-sɣeɣ tasnasɣalt niḍen.
>>ber<< I want to eat Chinese noodles.	Bɣiɣ ad ččeɣ tinuyin ticinwatin.
>>ber<< I want to eat some cake first.	Deg tazwara, bɣiɣ ad cceɣ cwiṭ n wengul.
>>ber<< I want to eat something salty.	Bɣiɣ ad ččeɣ kra n tɣawsa d tamelḥant.
>>ber<< I want to go abroad next year.	Bɣiɣ ad ṛuḥeɣ ɣer uzɣar aseggas ay d-itteddun.
>>ber<< I want to help Tom find a job.	Bɣiɣ ad alleɣ Tom ad d-yaf amahil.
>>ber<< I want to help Tom find a job.	Ɣseɣ ad alleɣ Tom ad d-yaf amahil.
>>ber<< I want to live in the country.	Bɣiɣ ad ddreɣ deg tmurt.
>>ber<< I want to live in the country.	Bɣiɣ ad zedɣeɣ deg tmurt.
>>ber<< I want to live in the country.	Ɣseɣ ad zedɣeɣ deg tmurt.
>>ber<< I want to live in the country.	Ɣseɣ ad ddreɣ deg tmurt.
>>ber<< I want to return to Australia.	Bɣiɣ ad uɣaleɣ ɣer Ustṛalya.
>>ber<< I want to sleep a little more.	Bɣiɣ ad rnuɣ cwiṭ n yiḍes.
>>ber<< I want to sleep a little more.	Bɣiɣ ad rnuɣ ad ṭṭseɣ cwiṭ.
>>ber<< I want to talk to you outside.	Bɣiɣ ad ssiwleɣ yid-k beṛṛa.
>>ber<< I want to talk to you outside.	Bɣiɣ ad ssiwleɣ yid-m beṛṛa.
>>ber<< I want to talk to you outside.	Bɣiɣ ad ssiwleɣ yid-wen beṛṛa.
>>ber<< I want to talk to you outside.	Bɣiɣ ad ssiwleɣ yid-went beṛṛa.
>>ber<< I want to talk to you outside.	Ɣseɣ ad ssiwleɣ yid-k beṛṛa.
>>ber<< I want to talk to you outside.	Ɣseɣ ad ssiwleɣ yid-m beṛṛa.
>>ber<< I want to talk to you outside.	Ɣseɣ ad ssiwleɣ yid-wen beṛṛa.
>>ber<< I want to talk to you outside.	Ɣseɣ ad ssiwleɣ yid-went beṛṛa.
>>ber<< I want to talk with Tom alone.	Bɣiɣ ad mmeslayeɣ d Tom ala nekkni deg sin.
>>ber<< I want to visit Tom in Boston.	Bɣiɣ ad rzuɣ ɣef Tom deg Boston.
>>ber<< I want you back at the office.	Bɣiɣ ad d-teqqled ɣer tnarit.
>>ber<< I want you back at the office.	Bɣiɣ ad d-teqqlem ɣer tnarit.
>>ber<< I want you back at the office.	Bɣiɣ ad d-teqqlemt ɣer tnarit.
>>ber<< I want you back at the office.	Ɣseɣ ad d-teqqled ɣer tnarit.
>>ber<< I want you back at the office.	Ɣseɣ ad d-teqqlem ɣer tnarit.
>>ber<< I want you back at the office.	Ɣseɣ ad d-teqqlemt ɣer tnarit.
>>ber<< I want you to babysit my kids.	Bɣiɣ ad iyi-tɛassed arraw-inu.
>>ber<< I want you to babysit my kids.	Bɣiɣ ad iyi-tɛassem arraw-inu.
>>ber<< I want you to babysit my kids.	Bɣiɣ ad iyi-tɛassemt arraw-inu.
>>ber<< I want you to babysit my kids.	Ɣseɣ ad iyi-tɛassed arraw-inu.
>>ber<< I want you to babysit my kids.	Ɣseɣ ad iyi-tɛassem arraw-inu.
>>ber<< I want you to babysit my kids.	Ɣseɣ ad iyi-tɛassemt arraw-inu.
>>ber<< I want you to do that for Tom.	Bɣiɣ ad tged aya i Tom.
>>ber<< I want you to do that for Tom.	Bɣiɣ ad tgem aya i Tom.
>>ber<< I want you to do that for Tom.	Bɣiɣ ad tgemt aya i Tom.
>>ber<< I want you to do that for Tom.	Ɣseɣ ad tged aya i Tom.
>>ber<< I want you to do that for Tom.	Ɣseɣ ad tgem aya i Tom.
>>ber<< I want you to do that for Tom.	Ɣseɣ ad tgemt aya i Tom.
>>ber<< I want you to fix this for me.	Bɣiɣ ad iyi-tṣeggmed aya.
>>ber<< I want you to fix this for me.	Bɣiɣ ad iyi-tṣeggmem aya.
>>ber<< I want you to fix this for me.	Bɣiɣ ad iyi-tṣeggmemt aya.
>>ber<< I want you to fix this for me.	Ɣseɣ ad iyi-tṣeggmed aya.
>>ber<< I want you to fix this for me.	Ɣseɣ ad iyi-tṣeggmem aya.
>>ber<< I want you to fix this for me.	Ɣseɣ ad iyi-tṣeggmemt aya.
>>ber<< I want you to get off my back.	Bɣiɣ ad iyi-thenniḍ.
>>ber<< I want you to go see a doctor.	Bɣiɣ ad teddud ad teẓred imsujji.
>>ber<< I want you to go see a doctor.	Riɣ ad teddud ad teẓred imsujji.
>>ber<< I want you to go see a doctor.	Ɣseɣ ad teddud ad teẓred imsujji.
>>ber<< I want you to go see a doctor.	Ɣseɣ ad teddum ad teẓrem imsujji.
>>ber<< I want you to go see a doctor.	Ɣseɣ ad teddumt ad teẓremt imsujji.
>>ber<< I want you to help me do that.	Bɣiɣ ad iyi-talled ad geɣ aya.
>>ber<< I want you to help me do that.	Bɣiɣ ad iyi-tallem ad geɣ aya.
>>ber<< I want you to help me do that.	Bɣiɣ ad iyi-tallemt ad geɣ aya.
>>ber<< I want you to help me do that.	Ɣseɣ ad iyi-talled ad geɣ aya.
>>ber<< I want you to help me do that.	Ɣseɣ ad iyi-tallem ad geɣ aya.
>>ber<< I want you to help me do that.	Ɣseɣ ad iyi-tallemt ad geɣ aya.
>>ber<< I want you to help me do that.	Bɣiɣ ad iyi-tɛawned ad geɣ aya.
>>ber<< I want you to help me do that.	Bɣiɣ ad iyi-tɛawnem ad geɣ aya.
>>ber<< I want you to help me do that.	Bɣiɣ ad iyi-tɛawnemt ad geɣ aya.
>>ber<< I want you to help me do that.	Ɣseɣ ad iyi-tɛawned ad geɣ aya.
>>ber<< I want you to help me do that.	Ɣseɣ ad iyi-tɛawnem ad geɣ aya.
>>ber<< I want you to help me do that.	Ɣseɣ ad iyi-tɛawnemt ad geɣ aya.
>>ber<< I want you to help my parents.	Bɣiɣ ad tɛawned imawlan-inu.
>>ber<< I want you to help my parents.	Bɣiɣ ad tɛawnem imawlan-inu.
>>ber<< I want you to help my parents.	Bɣiɣ ad tɛawnemt imawlan-inu.
>>ber<< I want you to help my parents.	Ɣseɣ ad tɛawned imawlan-inu.
>>ber<< I want you to help my parents.	Ɣseɣ ad tɛawnem imawlan-inu.
>>ber<< I want you to help my parents.	Ɣseɣ ad tɛawnemt imawlan-inu.
>>ber<< I want you to help my parents.	Bɣiɣ ad talled imawlan-inu.
>>ber<< I want you to help my parents.	Bɣiɣ ad tallem imawlan-inu.
>>ber<< I want you to help my parents.	Bɣiɣ ad tallemt imawlan-inu.
>>ber<< I want you to help my parents.	Ɣseɣ ad talled imawlan-inu.
>>ber<< I want you to help my parents.	Ɣseɣ ad tallem imawlan-inu.
>>ber<< I want you to help my parents.	Ɣseɣ ad tallemt imawlan-inu.
>>ber<< I want you to know I love you.	Bɣiɣ ad teẓreḍ dakken ḥemmleɣ-k.
>>ber<< I want you to leave Tom alone.	Bɣiɣ ad thennid Tom.
>>ber<< I want you to leave Tom alone.	Bɣiɣ ad thenniḍ Tom.
>>ber<< I want you to leave Tom alone.	Riɣ ad thennid Tom.
>>ber<< I want you to leave Tom alone.	Riɣ ad thenniḍ Tom.
>>ber<< I want you to leave Tom alone.	Ɣseɣ ad thennid Tom.
>>ber<< I want you to leave Tom alone.	Ɣseɣ ad thenniḍ Tom.
>>ber<< I want you to meet my parents.	Bɣiɣ ad tessneḍ imawlan-inu.
>>ber<< I want you to open the window.	Bɣiɣ ad tledyeḍ tazewwut.
>>ber<< I want you to stay right here.	Bɣiɣ ad teqqimeḍ da.
>>ber<< I wanted Tom to do me a favor.	Lliɣ bɣiɣ ad iyi-yexdem Tom yiwen n umeẓlu.
>>ber<< I wanted to go to the concert.	Tuɣ‑i xseɣ ad ẓwiɣ l cocert.
>>ber<< I wanted to go to the library.	Lliɣ bɣiɣ ad ṛuḥeɣ ɣer temkarḍit.
>>ber<< I wanted to move to Australia.	Lliɣ bɣiɣ ad giǧǧeɣ ɣer Ustṛalya.
>>ber<< I wanted to stay in Australia.	Lliɣ bɣiɣ ad qqimeɣ deg Ustṛalya.
>>ber<< I wanted to walk on the beach.	Lliɣ bɣiɣ ad lḥuɣ deg teftist.
>>ber<< I warned him about the danger.	Ɛeyyneɣ-as ɣef umihi-nni.
>>ber<< I was able to visit Australia.	Ssawḍeɣ ad rezfeɣ ɣer Ustṛalya.
>>ber<< I was accustomed to hard work.	Lliɣ nnummeɣ amahil aweɛṛan.
>>ber<< I was accustomed to hard work.	Lliɣ nnummeɣ amahil iweɛṛen.
>>ber<< I was accustomed to hard work.	Lliɣ nnummeɣ amahil amelɣat.
>>ber<< I was brought up in Australia.	Deg Ustṛalya i d-kkreɣ.
>>ber<< I was impressed with her work.	Yessewhem-iyi umahil-nnes.
>>ber<< I was in Australia last month.	Lliɣ deg Ustṛalya ayyur iεeddan.
>>ber<< I was just trying to help you.	Lliɣ kan ttarmeɣ ad k-alleɣ.
>>ber<< I was just trying to help you.	Lliɣ kan ttarmeɣ ad kem-alleɣ.
