>>ukr<< Go.	Йди.
>>ukr<< I'll see you a week from today.	Зустрінемось за тиждень.
>>ukr<< I'll sit and wait here for Tom.	Я посиджу і почекаю на Тома тут.
>>ukr<< I'll start doing that tomorrow.	Я розпочну це робити завтра.
>>ukr<< I'll take that as a compliment.	Вважатиму це компліментом.
>>ukr<< I'll take that as a compliment.	Будемо вважати це компліментом.
>>ukr<< I'll tell Tom that you're here.	Я скажу Тому, що ти тут.
>>ukr<< I'll tell Tom that you're here.	Я скажу Тому, що ви тут.
>>ukr<< I'll wait another five minutes.	Я почекаю ще п'ять хвилин.
>>ukr<< I'll wait here until she comes.	Я чекатиму тут доки вона прийде.
>>ukr<< I'll wait here until she comes.	Я чекатиму тут, допоки він не прийде.
>>ukr<< I'll wait until tomorrow night.	Я чекатиму до завтрашнього вечора.
>>ukr<< I'll worry about that tomorrow.	Я буду турбуватися про це завтра.
>>ukr<< I'm a little under the weather.	Я себе трохи недобре почуваю.
>>ukr<< I'm accustomed to working hard.	Я звик важко працювати.
>>ukr<< I'm accustomed to working hard.	Я звикла важко працювати.
>>ukr<< I'm afraid that I ate too much.	Боюся, я забагато з'їв.
>>ukr<< I'm afraid that I ate too much.	Боюся, я забагато з'їла.
>>ukr<< I'm afraid that he can't do it.	Боюся, він цього не може зробити.
>>ukr<< I'm afraid we'll lose the game.	Боюся, ми програємо цю гру.
>>ukr<< I'm an extremely humble person.	Я надзвичайно смиренна особа.
>>ukr<< I'm beginning to lose patience.	У мене терпець вривається.
>>ukr<< I'm buying meat and vegetables.	Я купую м'ясо та овочі.
>>ukr<< I'm certain that we'll do that.	Я певен, що ми це зробимо.
>>ukr<< I'm certain that we'll do that.	Я певна, що ми це зробимо.
>>ukr<< I'm certain that we'll do that.	Я впевнений, що ми це зробимо.
>>ukr<< I'm certain that we'll do that.	Я впевнена, що ми це зробимо.
>>ukr<< I'm concentrating on something.	Я на чомусь концентруюся.
>>ukr<< I'm confused. What do I do now?	Я спантеличений. Що мені робити тепер?
>>ukr<< I'm currently living in Boston.	Я зараз живу в Бостоні.
>>ukr<< I'm currently living in Boston.	Я наразі мешкаю в Бостоні.
>>ukr<< I'm entitled to my own opinion.	Я маю право на власну думку.
>>ukr<< I'm feeling a lot better today.	Я сьогодні почуваюся набагато краще.
>>ukr<< I'm friends with Tom's brother.	Ми з братом Том друзі.
>>ukr<< I'm getting married in October.	Я одружуюся в жовтні.
>>ukr<< I'm getting married in October.	Я одружуся в жовтні.
>>ukr<< I'm getting stronger every day.	Я сильнішаю з кожним днем.
>>ukr<< I'm giving Tom one last chance.	Я даю Тому останній шанс.
>>ukr<< I'm giving you one last chance.	Я даю тобі останній шанс.
>>ukr<< I'm giving you one more chance.	Даю тобі ще один шанс.
>>ukr<< I'm giving you one more chance.	Даю вам ще один шанс.
>>ukr<< I'm glad that Tom wasn't there.	Я радий, що Тома там не було.
>>ukr<< I'm glad they caught the thief.	Я радий, що вони упіймали злодія.
>>ukr<< I'm glad to have passed at all.	Я радий, що мені хоч якось вдалося здати.
>>ukr<< I'm glad we're getting married.	Я радий, що ми одружуємося.
>>ukr<< I'm going on a picnic tomorrow.	Завтра я іду на пікнік.
>>ukr<< I'm going there again tomorrow.	Я йду туди знову завтра.
>>ukr<< I'm going to Australia to work.	Я їду працювати до Австралії.
>>ukr<< I'm going to Boston next month.	Наступного місяця я їду до Бостона.
>>ukr<< I'm going to be talking to Tom.	Я говоритиму з Томом.
>>ukr<< I'm going to change my clothes.	Я переодягнуся.
>>ukr<< I'm going to get drunk tonight.	Сьогодні ввечері я нап'юся.
>>ukr<< I'm going to go to the airport.	Я поїду до аеропорту.
>>ukr<< I'm going to see a horror film.	Я збираюся подивитися фільм жахів.
>>ukr<< I'm going to see a horror film.	Я дивитимуся фільм жахів.
>>ukr<< I'm going to take care of this.	Я про це потурбуюся.
>>ukr<< I'm going to take care of this.	Я потурбуюся про це.
>>ukr<< I'm happy we came to Australia.	Я радий, що ми приїхали до Австралії.
>>ukr<< I'm happy we came to Australia.	Я рада, що ми приїхали до Австралії.
>>ukr<< I'm impressed with your French.	Я вражений твоєю французькою.
>>ukr<< I'm impressed with your French.	Я вражена твоєю французькою.
>>ukr<< I'm impressed with your French.	Я вражений вашою французькою.
>>ukr<< I'm impressed with your French.	Я вражена вашою французькою.
>>ukr<< I'm in my room studying French.	Я у себе в кімнаті, вчу французьку.
>>ukr<< I'm just learning how to drive.	Я лише вчуся водити.
>>ukr<< I'm likely to be there tonight.	Цілком імовірно, що я там буду сьогодні ввечері.
>>ukr<< I'm not always free on Sundays.	Я не завжди вільний по неділях.
>>ukr<< I'm not always free on Sundays.	Я не завжди вільна по неділях.
>>ukr<< I'm not certain Tom likes that.	Я не певен, що Тому це подобається.
>>ukr<< I'm not certain Tom likes that.	Я не певна, що Тому це подобається.
>>ukr<< I'm not even thinking about it.	Я про це навіть і не думаю.
>>ukr<< I'm not ever coming here again.	Я сюди більше ніколи не прийду.
>>ukr<< I'm not going to ask you again.	Я тебе більше не питатиму.
>>ukr<< I'm not going to let you do it.	Я не дозволю тобі цього зробити.
>>ukr<< I'm not going to let you do it.	Я не дозволю вам цього зробити.
>>ukr<< I'm not going to lock the door.	Я не замикатиму двері.
>>ukr<< I'm not going to repeat myself.	Я не буду повторюватися.
>>ukr<< I'm not going to show you this.	Я тобі цього не покажу.
>>ukr<< I'm not going to study tonight.	Сьогодні ввечері я не вчитимуся.
>>ukr<< I'm not in the least surprised.	Я взагалі не здивований.
>>ukr<< I'm not in the mood to do that.	Я для цього не в гуморі.
>>ukr<< I'm not interested in football.	Мене не цікавить футбол.
>>ukr<< I'm not interested in football.	Мене не цікавить американський футбол.
>>ukr<< I'm not interested in politics.	Я не цікавлюся політикою.
>>ukr<< I'm not interested in that job.	Мене не цікавить ця робота.
>>ukr<< I'm not likely to do that soon.	Малоймовірно, що я зроблю це у найближчому майбутньому.
>>ukr<< I'm not likely to ever do that.	Малоймовірно, що я це коли-небудь зроблю.
>>ukr<< I'm not likely to ever do that.	Малоймовірно, що я це коли-небудь робитиму.
>>ukr<< I'm not listening to music now.	Я зараз не слухаю музику.
>>ukr<< I'm not prepared to compromise.	Я не готовий до компромісів.
>>ukr<< I'm not prepared to compromise.	Я не готова до компромісів.
>>ukr<< I'm not ready for a change yet.	Я ще не готовий до змін.
>>ukr<< I'm not searching for anything.	Я нічого не шукаю.
>>ukr<< I'm not sure I know what to do.	Я не певен, що знаю, що робити.
>>ukr<< I'm not sure there's a problem.	Я не певен, чи є проблема.
>>ukr<< I'm not sure there's a problem.	Я не певна, чи є проблема.
>>ukr<< I'm not sure there's a problem.	Я не певен, чи є якась проблема.
>>ukr<< I'm not sure there's a problem.	Я не певна, чи є якась проблема.
>>ukr<< I'm not sure there's a problem.	Я не певен, чи існує якась проблема.
>>ukr<< I'm not sure there's a problem.	Я не певна, чи існує якась проблема.
>>ukr<< I'm not sure this is necessary.	Я не певен, що це необхідно.
>>ukr<< I'm not sure this is necessary.	Я не певна, що це необхідно.
>>ukr<< I'm not sure this is necessary.	Я не впевнений, що це необхідно.
>>ukr<< I'm not sure this is necessary.	Я не впевнена, що це необхідно.
>>ukr<< I'm not sure what Tom is doing.	Я не певна, що робить Том.
>>ukr<< I'm not sure what Tom is doing.	Я не певен, що робить Том.
>>ukr<< I'm not sure where Tom will go.	Я не певен, куди піде Том.
>>ukr<< I'm not talking about that now.	Я зараз не про це.
>>ukr<< I'm not talking about you, Tom.	Я не про тебе. Том.
>>ukr<< I'm not talking about you, Tom.	Я не про тебе кажу, Том.
>>ukr<< I'm not understanding anything.	Я нічого не розумію.
>>ukr<< I'm not usually this talkative.	Я, як правило, не настільки балакучий.
>>ukr<< I'm not usually this talkative.	Я, як правило, не настільки балакуча.
>>ukr<< I'm now in a delicate position.	Я зараз у делікатному становищі.
>>ukr<< I'm opposed to any type of war.	Я проти будь-яких війн.
>>ukr<< I'm planning to move to Boston.	Я планую переїхати до Бостона.
>>ukr<< I'm positive Tom won't do that.	Я впевнений, що Том цього не робитиме.
>>ukr<< I'm positive Tom won't do that.	Я впевнена, що Том цього не робитиме.
>>ukr<< I'm pretty sure that we'll win.	Я цілком певен, що ми переможемо.
>>ukr<< I'm pretty sure that we'll win.	Я цілком певна, що ми виграємо.
>>ukr<< I'm prohibited from doing that.	Мені заборонено цим займатися.
>>ukr<< I'm ready to go, but Tom isn't.	Я готовий іти, а Том ні.
>>ukr<< I'm ready to go, but Tom isn't.	Я готова йти, а Том ні.
>>ukr<< I'm really disappointed in you.	Ти мене дуже розчарував.
>>ukr<< I'm really disappointed in you.	Ти мене дуже розчарувала.
>>ukr<< I'm really disappointed in you.	Ви мене дуже розчарували.
>>ukr<< I'm responsible for my conduct.	Я відповідальний за свою поведінку.
>>ukr<< I'm responsible for my conduct.	Я відповідаю за свою поведінку.
>>ukr<< I'm sorry I wasn't there today.	Перепрошую, що мене вчора там не було.
>>ukr<< I'm sorry that happened to you.	Мені шкода, що це з тобою сталося.
>>ukr<< I'm sorry, I don't have change.	Перепрошую, у мене немає здачі.
>>ukr<< I'm sorry, but it's impossible.	Мені прикро, але це неможливо.
>>ukr<< I'm still waiting for my order.	Я все ще чекаю на своє замовлення.
>>ukr<< I'm still working on my report.	Я все ще працюю над звітом.
>>ukr<< I'm still working on my report.	Я все ще працюю над своїм звітом.
>>ukr<< I'm studying several languages.	Я вивчаю кілька мов.
>>ukr<< I'm sure I told you about that.	Я певен, що я тобі про це розповідав.
>>ukr<< I'm sure I told you about that.	Я певен, що я тобі про це розповідала.
>>ukr<< I'm sure Tom doesn't like Mary.	Я певен, що Мері не подобається Тому.
>>ukr<< I'm sure Tom doesn't like Mary.	Я певна, що Мері не подобається Тому.
>>ukr<< I'm sure Tom will be all right.	Я певен, що з Томом усе буде гаразд.
>>ukr<< I'm sure Tom will be all right.	Я певна, що з Томом усе буде гаразд.
>>ukr<< I'm sure Tom will be concerned.	Я певен, що Том буде стурбований.
>>ukr<< I'm sure Tom will be concerned.	Я певна, що Том буде стурбований.
>>ukr<< I'm sure Tom will be exhausted.	Я певен, що Том буде виснажений.
>>ukr<< I'm sure Tom will be exhausted.	Я певна, що Том буде виснажений.
>>ukr<< I'm sure Tom will be home soon.	Я певен, що Том скоро буде вдома.
>>ukr<< I'm sure Tom will be home soon.	Я певна, що Том скоро буде вдома.
>>ukr<< I'm sure Tom will be objective.	Я певен, що Том буде об'єктивним.
>>ukr<< I'm sure Tom will be objective.	Я певна, що Том буде об'єктивним.
>>ukr<< I'm sure Tom will be objective.	Я впевнений, що Том буде об'єктивним.
>>ukr<< I'm sure Tom will be objective.	Я впевнена, що Том буде об'єктивним.
>>ukr<< I'm sure Tom will visit Boston.	Я певен, що Том побуває в Бостоні.
>>ukr<< I'm sure Tom will visit Boston.	Я впевнена, що Том відвідає Бостон.
>>ukr<< I'm sure Tom won't forget Mary.	Я певен, що Том не забуде Мері.
>>ukr<< I'm sure Tom won't forget Mary.	Я певна, що Том Мері не забуде.
>>ukr<< I'm sure everything will be OK.	Я певна, що все буде гаразд.
>>ukr<< I'm sure everything will be OK.	Я певен, що все буде гаразд.
>>ukr<< I'm sure he will come tomorrow.	Я впевнений, що завтра він прийде.
>>ukr<< I'm sure that wasn't Tom's dog.	Я певен, що це не був собака Тома.
>>ukr<< I'm sure that wasn't Tom's dog.	Я певна, що це не був собака Тома.
>>ukr<< I'm surprised at your behavior.	Мене дивує твоя поведінка.
>>ukr<< I'm surprised it was that easy.	Мені дивно, що це було так просто.
>>ukr<< I'm surprised it was that easy.	Мені дивно, що це було настільки просто.
>>ukr<< I'm the one who has to do that.	Саме я мушу це зробити.
>>ukr<< I'm the one who washed the car.	Саме я помив машину.
>>ukr<< I'm the only one you can trust.	Я єдиний, кому ти можеш довіритися.
>>ukr<< I'm the only one you can trust.	Я єдина, кому ти можеш довіритися.
>>ukr<< I'm the only one you can trust.	Я єдиний, кому ви можете довіритися.
>>ukr<< I'm the only one you can trust.	Я єдина, кому ви можете довіритися.
>>ukr<< I'm the only one you can trust.	Я єдиний, кому ти можеш довіряти.
>>ukr<< I'm the only one you can trust.	Я єдина, кому ти можеш довіряти.
>>ukr<< I'm the only one you can trust.	Я єдиний, кому ви можете довіряти.
>>ukr<< I'm the only one you can trust.	Я єдина, кому ви можете довіряти.
>>ukr<< I'm the only one you can trust.	Я єдиний, кому можна довіряти.
>>ukr<< I'm the only one you can trust.	Я єдина, кому можна довіряти.
>>ukr<< I'm the owner of this building.	Я власник цього будинку.
>>ukr<< I'm the youngest in the family.	Я наймолодший у родині.
>>ukr<< I'm thinking about my children.	Я думаю про своїх дітей.
>>ukr<< I'm thinking about the problem.	Я думаю про проблему.
>>ukr<< I'm thinking about the problem.	Я думаю про задачу.
>>ukr<< I'm three years older than you.	Я на три роки старший, ніж ти.
>>ukr<< I'm three years older than you.	Я на три роки старший від тебе.
>>ukr<< I'm three years older than you.	Я на три роки старша, ніж ти.
>>ukr<< I'm three years older than you.	Я на три роки старша від тебе.
>>ukr<< I'm too poor to buy a new suit.	Я надто бідний, щоб купувати новий костюм.
>>ukr<< I'm trying not to make Tom mad.	Я намагаюся не розлютити Тома.
>>ukr<< I'm trying to translate a song.	Я намагаюся перекласти пісню.
>>ukr<< I'm turning thirty next Monday.	У наступний понеділок мені виповнюється тридцять.
>>ukr<< I'm used to getting more sleep.	Я зазвичай сплю більше.
>>ukr<< I'm used to this kind of thing.	Я звикла до таких речей.
>>ukr<< I'm used to this kind of thing.	Я до такого звиклий.
>>ukr<< I'm used to this kind of thing.	Я до такого звикла.
>>ukr<< I'm very glad that you're here.	Я дуже радий, що ти тут.
>>ukr<< I'm very glad that you're here.	Я дуже рада, що ти тут.
>>ukr<< I'm very glad that you're here.	Я дуже радий, що ви тут.
>>ukr<< I'm very glad that you're here.	Я дуже рада, що ви тут.
>>ukr<< I'm very glad to see you again.	Я дуже радий знову з тобою побачитися.
>>ukr<< I'm very glad to see you again.	Я дуже рада знову з тобою побачитися.
>>ukr<< I'm very glad to see you again.	Я дуже радий знову з вами побачитися.
>>ukr<< I'm very glad to see you again.	Я дуже рада знову з вами побачитися.
>>ukr<< I'm very glad you're here, Tom.	Я дуже радий, що ти тут, Томе.
>>ukr<< I'm very glad you're here, Tom.	Я дуже рада, що ти тут, Томе.
>>ukr<< I'm very glad you're here, Tom.	Я дуже радий, що ви тут, Томе.
>>ukr<< I'm very glad you're here, Tom.	Я дуже рада, що ви тут, Томе.
>>ukr<< I'm very happy with my new car.	Я дуже задоволений своєю новою машиною.
>>ukr<< I'm very interested in fishing.	Я дуже цікавлюся рибальством.
>>ukr<< I'm very young compared to Tom.	Я дуже молодий у порівнянні з Томом.
>>ukr<< I'm waiting for Tom to do that.	Я чекаю на Тома, що він це зробив.
>>ukr<< I'm waiting for an explanation.	Я чекаю на пояснення.
>>ukr<< I'm well aware of the problems.	Я прекрасно усвідомлюю, у чому полягають проблеми.
>>ukr<< I'm worried that I'll get lost.	Я переживаю, що заблуджуся.
>>ukr<< I'm younger than you may think.	Я молодший, ніж ти можеш подумати.
>>ukr<< I've already called the police.	Я вже викликав поліцію.
>>ukr<< I've already called the police.	Я вже викликала поліцію.
>>ukr<< I've already called the police.	Я вже зателефонував до поліції.
>>ukr<< I've already called the police.	Я вже зателефонувала до поліції.
>>ukr<< I've already told Tom about it.	Я вже сказав про це Тому.
>>ukr<< I've already told Tom about it.	Я вже сказала про це Тому.
>>ukr<< I've already washed the dishes.	Я вже помив посуд.
>>ukr<< I've already washed the dishes.	Я вже помила посуд.
>>ukr<< I've always lived in Australia.	Я все життя живу в Австралії.
>>ukr<< I've always wanted to meet Tom.	Я завжди хотів познайомитися з Томом.
>>ukr<< I've always wanted to meet Tom.	Я завжди хотіла познайомитися з Томом.
>>ukr<< I've always wanted to meet you.	Я завжди хотів з тобою познайомитися.
>>ukr<< I've always wanted to meet you.	Я завжди хотіла з тобою познайомитися.
>>ukr<< I've always wanted to meet you.	Я завжди хотів з вами познайомитися.
>>ukr<< I've always wanted to meet you.	Я завжди хотіла з вами познайомитися.
>>ukr<< I've been arrested three times.	Мене заарештовували три рази.
>>ukr<< I've been arrested three times.	Мене тричі заарештовували.
>>ukr<< I've been asked to sing a song.	Мене попросили заспівати пісню.
>>ukr<< I've been asked to sing a song.	Мене попросили заспівати.
>>ukr<< I've been doing this for years.	Я це роблю роками.
>>ukr<< I've been expelled from school.	Мене виключили зі школи.
>>ukr<< I've been ignored for too long.	Мене задовго ігнорували.
>>ukr<< I've been sick for three weeks.	Я вже три тижні хворію.
>>ukr<< I've been singing a lot lately.	Я останнім часом багато співаю.
>>ukr<< I've been up most of the night.	Я не спав більшу частину ночі.
>>ukr<< I've decided that I won't stay.	Я вирішив, що не залишуся.
>>ukr<< I've decided that I won't stay.	Я вирішила, що не залишуся.
>>ukr<< I've finished reading the book.	Я прочитав книгу.
>>ukr<< I've found myself a girlfriend.	Я знайшов собі дівчину.
>>ukr<< I've got a lot of good friends.	У мене багато добрих друзів.
>>ukr<< I've got a proposition for you.	У мене є для тебе пропозиція.
>>ukr<< I've got a proposition for you.	У мене є для вас пропозиція.
>>ukr<< I've got more room than I need.	У мене більше місця, ніж мене потрібно.
>>ukr<< I've got some bad news for you.	У мене для вас погані новини.
>>ukr<< I've got some bad news for you.	У мене для тебе погані новини.
>>ukr<< I've got the same feeling, Tom.	У мене те саме почуття, Томе.
>>ukr<< I've got to get back to Boston.	Я маю повернутися до Бостона.
>>ukr<< I've got to get back to Boston.	Я повинен повернутися до Бостона.
>>ukr<< I've got to go to the bathroom.	Мені треба до туалету.
>>ukr<< I've got to go to the hospital.	Мені треба до лікарні.
>>ukr<< I've got to go to the hospital.	Мені потрібно до лікарні.
>>ukr<< I've got to show you something.	Я маю тобі щось показати.
>>ukr<< I've got to show you something.	Я маю вам щось показати.
>>ukr<< I've had enough to eat already.	Я вже наївся.
>>ukr<< I've had enough to eat already.	Я вже наїлася.
>>ukr<< I've had problems with my boss.	У мене проблеми з моїм начальником.
>>ukr<< I've had problems with my boss.	У мене проблеми з начальником.
>>ukr<< I've hired myself an assistant.	Я найняв собі помічника.
>>ukr<< I've hired myself an assistant.	Я найняла собі асистента.
>>ukr<< I've just finished my homework.	Я щойно закінчив робити домашню роботу.
>>ukr<< I've just returned from a trip.	Я щойно повернувся з подорожі.
>>ukr<< I've known Tom for a long time.	Я вже давно знаю Тома.
>>ukr<< I've made a mistake, haven't I?	Я помилився, так?
>>ukr<< I've made a mistake, haven't I?	Я помилилася, так?
>>ukr<< I've never been in love before.	Я ніколи раніше не закохувалась.
>>ukr<< I've never been in love before.	Я ніколи раніше не закохувався.
>>ukr<< I've never been so embarrassed.	Мені ще не ніколи не було так соромно.
>>ukr<< I've never been to Tom's house.	Я ніколи не був у будинку Тома.
>>ukr<< I've never been to Tom's house.	Я ніколи не була в будинку Тома.
>>ukr<< I've never had the opportunity.	Я ніколи не мав нагоди.
>>ukr<< I've never had the opportunity.	Я ніколи не мала нагоди.
>>ukr<< I've never heard of this actor.	Я ніколи не чув про цього актора.
>>ukr<< I've never heard of this actor.	Я ніколи не чула про цього актора.
>>ukr<< I've never mentioned your name.	Я ніколи не згадував твого імені.
>>ukr<< I've never mentioned your name.	Я ніколи не згадувала твого імені.
>>ukr<< I've never seen a real diamond.	Я ніколи не бачив справжніх діамантів.
>>ukr<< I've never seen such a big dog.	Я ще ніколи не бачив такого великого собаку.
>>ukr<< I've never told Tom about that.	Я ніколи не казав про це Тому.
>>ukr<< I've never told Tom about that.	Я ніколи не казала про це Тому.
>>ukr<< I've promised Tom I would help.	Я пообіцяв Тому, що допоможу.
>>ukr<< I've promised Tom I would help.	Я пообіцяла Тому, що допоможу.
>>ukr<< I've recently given up smoking.	Нещодавно я кинув палити.
>>ukr<< I've recently given up smoking.	Нещодавно я кинула палити.
>>ukr<< I've seen Tom dance many times.	Я багато разів бачив як Том танцює.
>>ukr<< I've seen Tom on TV many times.	Я багато разів бачив Тома по телевізору.
>>ukr<< I've seen Tom on TV many times.	Я багато разів бачила Тома по телевізору.
>>ukr<< If I were twenty, I could vote.	Якби мені було двадцять років, я би міг голосувати.
>>ukr<< If I were you, I'd do the same.	На твоєму місці я вчинив би так само.
>>ukr<< If I were you, I'd do the same.	На твоєму місці я вчинила би так само.
>>ukr<< If I were you, I'd do the same.	На вашому місці я вчинив би так само.
>>ukr<< If I were you, I'd do the same.	На вашому місці я вчинила би так само.
>>ukr<< If I weren't broke, I'd buy it.	Якби я не був на мілі, я б його купив.
>>ukr<< If I weren't broke, I'd buy it.	Якби я не був на мілі, я б її купив.
>>ukr<< If I'm late, don't wait for me.	Якщо я запізнюватимусь, не чекайте на мене.
>>ukr<< If I'm late, don't wait for me.	Якщо я запізнюватимусь, не чекай на мене.
>>ukr<< If Tom asks me to stay, I will.	Якщо Том попросить мене лишитися, я лишусь.
>>ukr<< If anyone can do that, Tom can.	Якщо хтось і може це зробити, так це Том.
>>ukr<< If anyone can do that, you can.	Якщо хтось і може це зробити, то це ти.
>>ukr<< If it doesn't exist, create it.	Якщо цього не існує, створіть його.
>>ukr<< If this happens again, call me.	Якщо це знову трапиться, зателефонуй мені.
>>ukr<< If this happens again, call me.	Якщо це знову станеться, поклич мене.
>>ukr<< If you didn't do that, who did?	Якщо це зробив не ти, то хто?
>>ukr<< If you didn't do that, who did?	Якщо це зробила не ти, то хто?
>>ukr<< If you didn't do that, who did?	Якщо це зробили не ви, то хто?
>>ukr<< In case of emergency, call 119.	У разі надзвичайної ситуації, телефонуйте 119.
>>ukr<< In case of emergency, call 911.	У разі надзвичайної ситуації, телефонуйте 911.
>>ukr<< In spring, the days get longer.	Весною дні стають довшими.
>>ukr<< In which house are you staying?	У якому будинку ти зупинився?
>>ukr<< Iron is a metal with many uses.	Залізо — метал, що має багато застосувань.
>>ukr<< Is 1 considered a prime number?	Чи вважається одиниця простим числом?
>>ukr<< Is 1 considered a prime number?	Одиниця вважається простим числом?
>>ukr<< Is Tom your first or last name?	Том - твоє ім'я чи прізвище?
>>ukr<< Is Tom's father a teacher, too?	Томів батько теж учитель?
>>ukr<< Is it OK if I do that tomorrow?	Можна це зробити завтра?
>>ukr<< Is it OK with you if I do that?	Ти не проти, якщо я це зроблю?
>>ukr<< Is it OK with you if I do that?	Ви не проти, якщо я це зроблю?
>>ukr<< Is it possible to borrow money?	Можна позичити гроші?
>>ukr<< Is that what you wanted to say?	Ти хотів сказати саме це?
>>ukr<< Is the room big enough for you?	Ця кімната достаньо велика для тебе?
>>ukr<< Is their relationship platonic?	У них платонічні стосунки?
>>ukr<< Is there anything you don't do?	Чи є щось таке, чого ти не робиш?
>>ukr<< Is there anything you don't do?	Чи є щось таке, чого ви не робите?
>>ukr<< Is there somewhere we can talk?	Ми можемо десь побалакати?
>>ukr<< Is this container microwavable?	Цей контейнер можна використовувати у мікрохвильовій печі?
>>ukr<< Is this your first trip abroad?	Це твоя перша поїздка за кордон?
>>ukr<< Is this your first trip abroad?	Це ваша перша поїздка за кордон?
>>ukr<< Israel is a very small country.	Ізраїль — дуже маленька країна.
>>ukr<< It doesn't matter at all to me.	Це не має для мене жодного значення.
>>ukr<< It doesn't matter where Tom is.	Неважливо, де Том.
>>ukr<< It is about the size of an egg.	Він приблизно з яйце розміром.
>>ukr<< It is about the size of an egg.	Вона приблизно з яйце розміром.
>>ukr<< It is about the size of an egg.	Воно приблизно з яйце розміром.
>>ukr<< It is difficult to talk to him.	До нього важко говорити.
>>ukr<< It is difficult to talk to him.	З ним важко розмовляти.
>>ukr<< It is too dark to play outside.	Занадто темно, щоб гратися надворі.
>>ukr<< It isn't easy, but it's doable.	Це непросто, але це можна зробити.
>>ukr<< It kept raining for three days.	Дощ йшов три дні поспіль.
>>ukr<< It kept raining for three days.	Дощ тривав три дні.
>>ukr<< It looks like Tom has given up.	Том, здається, здався.
>>ukr<< It looks like Tom is exhausted.	Том здається виснаженим.
>>ukr<< It looks like Tom won the race.	Том, здається, переміг під час перегонів.
>>ukr<< It looks like snow, doesn't it?	Схоже на сніг, правда ж?
>>ukr<< It looks like we're out of gas.	Схоже, у нас закінчився бензин.
>>ukr<< It looks like you're depressed.	У тебе, здається, депресія.
>>ukr<< It looks like you're depressed.	У вас, здається, депресія.
>>ukr<< It may be difficult to do that.	Зробити це може бути складно.
>>ukr<< It rained all Monday afternoon.	Весь день по обіді у понеділок дощило.
>>ukr<< It rained five successive days.	Дощ ішов п'ять днів поспіль.
>>ukr<< It rained five successive days.	Дощ лив п'ять днів поспіль.
>>ukr<< It seems Tom's in love with me.	Том, здається, закоханий у мене.
>>ukr<< It seems that we're in trouble.	Здається, ми в біді.
>>ukr<< It seems that we're in trouble.	Здається, у нас проблеми.
>>ukr<< It snowed in Boston last night.	Вчора вночі в Бостоні падав сніг.
>>ukr<< It stopped snowing an hour ago.	Сніг припинив падати годину тому.
>>ukr<< It turned out that I was right.	Виявилося, що я мав рацію.
>>ukr<< It turned out that I was right.	Виявилося, що я мала рацію.
>>ukr<< It was Tom's idea to come here.	Прийти сюди було ідеєю Тома.
>>ukr<< It was a mistake on their part.	З їхнього боку це було помилкою.
>>ukr<< It was a very pleasant evening.	Це був дуже приємний вечір.
>>ukr<< It was just a joke. Lighten up!	Це був просто жарт. Розслабся!
>>ukr<< It was less than fifty dollars.	Це коштувало менше ніж п'ятдесят доларів.
>>ukr<< It was not very cold yesterday.	Вчора було не дуже холодно.
>>ukr<< It was so boring I fell asleep.	Було так нудно, що я заснув.
>>ukr<< It was terribly cold yesterday.	Вчора мені було неймовірно холодно.
>>ukr<< It was very dark in Tom's room.	У Тома в кімнаті було дуже темно.
>>ukr<< It will cost around 10,000 yen.	Це коштуватиме близько десяти тисяч єн.
>>ukr<< It will soon be breakfast time.	Скоро вже час снідати.
>>ukr<< It'll cost over a thousand yen.	Це коштуватиме більше як тисячу єн.
>>ukr<< It'll cost over a thousand yen.	Це коштуватиме більше за тисячу йен.
>>ukr<< It'll cost over a thousand yen.	Це буде коштувати більше за тисячу йен.
>>ukr<< It'll cost over a thousand yen.	Це буде коштувати більше як тисячу йен.
>>ukr<< It's Tom who should be nervous.	Це Том має нервувати.
>>ukr<< It's a beautiful day, isn't it?	Сьогодні чудовий день, скажи?
>>ukr<< It's a beautiful day, isn't it?	Чудовий день, чи не так?
>>ukr<< It's a good thing you did that.	Добре, що ти це зробив.
>>ukr<< It's a good thing you did that.	Добре, що ти це зробила.
>>ukr<< It's a good thing you did that.	Добре, що ви це зробили.
>>ukr<< It's a pity when somebody dies.	Шкода, коли хтось помирає.
>>ukr<< It's a polite way of saying no.	Це ввічливий спосіб сказати ні.
>>ukr<< It's a scientific breakthrough.	Це науковий прорив.
>>ukr<< It's a very difficult question.	Це дуже складне запитання.
>>ukr<< It's a waste of time and money.	Це марнування часу та грошей.
>>ukr<< It's all going to be all right.	Усе буде добре.
>>ukr<< It's almost midnight in Boston.	У Бостоні майже північ.
>>ukr<< It's already past your bedtime.	Тобі вже давно час до ліжка.
>>ukr<< It's always the parents' fault.	Це завжди провина батьків.
>>ukr<< It's an answer to Tom's letter.	Це відповідь на лист Тома.
>>ukr<< It's an offer you can't refuse.	Це пропозиція, від якої ви не зможете відмовитися.
>>ukr<< It's an offer you can't refuse.	Це пропозиція, від якої ти не зможеш відмовитися.
>>ukr<< It's difficult to quit smoking.	Кинути палити важко.
>>ukr<< It's exceeded our expectations.	Це перевершило наші очікування.
>>ukr<< It's getting warmer day by day.	Стає тепліше день у день.
>>ukr<< It's going to be a long winter.	Це буде довга зима.
>>ukr<< It's going to rain all weekend.	На вихідних весь час дощитиме.
>>ukr<< It's good to be back in Boston.	Добре повернутися до Бостона.
>>ukr<< It's likely that Tom will come.	Ймовірно, Том прийде.
