>>mar<< Go.	जा.
>>mar<< I can teach you how to fish.	मी तुला मासे पकडायला शिकवू शकतो.
>>mar<< I can teach you how to fish.	मी तुला मासे पकडायला शिकवू शकते.
>>mar<< I can teach you how to fish.	मी तुम्हाला मासे पकडायला शिकवू शकतो.
>>mar<< I can teach you how to fish.	मी तुम्हाला मासे पकडायला शिकवू शकते.
>>mar<< I can teach you how to sing.	मी तुला गायला शिकवू शकतो.
>>mar<< I can teach you how to sing.	मी तुम्हाला गायला शिकवू शकतो.
>>mar<< I can teach you how to sing.	मी तुम्हाला गायला शिकवू शकते.
>>mar<< I can teach you how to sing.	मी तुला गायला शिकवू शकते.
>>mar<< I can wait for another hour.	मी आणखीन एक तास थांबू शकतो.
>>mar<< I can wait for another hour.	मी आणखीन एक तास थांबू शकते.
>>mar<< I can wait for another hour.	मी आणखीन एक तास वाट पाहू शकतो.
>>mar<< I can wait for another hour.	मी आणखीन एक तास वाट पाहू शकते.
>>mar<< I can't be friends with Tom.	मी टॉमशी मैत्री करू शकत नाही.
>>mar<< I can't be friends with Tom.	मी टॉमचा मित्र बनू शकत नाही.
>>mar<< I can't be friends with Tom.	मी टॉमची मैत्रिण बनू शकत नाही.
>>mar<< I can't do anything for you.	मी तुझ्यासाठी काहीही करू शकत नाही.
>>mar<< I can't do anything for you.	मी तुमच्यासाठी काहीही करू शकत नाही.
>>mar<< I can't even cook an omelet.	मला तर आमलेटही शिजवता येत नाही.
>>mar<< I can't even cook an omelet.	मला तर आमलेटदेखील शिजवता येत नाही.
>>mar<< I can't wait until tomorrow.	मी उद्यापर्यंत थांबू शकत नाही.
>>mar<< I can't wait until tomorrow.	उद्यापर्यंत मला थांबता येणार नाही.
>>mar<< I can't wait until tomorrow.	उद्यापर्यंत मी थांबू शकत नाही.
>>mar<< I didn't drive my car today.	आज मी माझी गाडी चालवली नाही.
>>mar<< I didn't even know his name.	मला तर त्याचं नावसुद्धा माहीत नव्हतं.
>>mar<< I didn't even know his name.	मला त्याचं नावही माहीत नव्हतं.
>>mar<< I didn't give Tom any money.	मी टॉमला अजिबात पैसे दिले नाही.
>>mar<< I didn't give them anything.	मी त्यांना काहीही दिलं नाही.
>>mar<< I didn't give them anything.	मी त्यांना काहीच दिलं नाही.
>>mar<< I didn't know Tom last year.	गेल्या वर्षी मी टॉमला ओळखत नव्हते.
>>mar<< I didn't know Tom last year.	गेल्या वर्षी मी टॉमला ओळखत नव्हतो.
>>mar<< I didn't know what to think.	काय विचार करायचा हेच कळत नव्हतं.
>>mar<< I didn't know what to think.	काय विचार करायचा हेच कळत नव्हतं मला.
>>mar<< I didn't know you were here.	तू इथे होतास मला माहीत नव्हतं.
>>mar<< I didn't know you were here.	तू इथे होतीस मला माहीत नव्हतं.
>>mar<< I didn't like Boston at all.	मला बॉस्टन अजिबात आवडलं नाही.
>>mar<< I didn't need anything else.	मला अजून कशाचीही गरज नव्हती.
>>mar<< I didn't really want to win.	मला काय खरंच जिंकायचं नव्हतं.
>>mar<< I didn't say anything wrong.	मी काहीही चुकीचं बोललो नाही.
>>mar<< I didn't say anything wrong.	मी काहीही चुकीचं बोलले नाही.
>>mar<< I didn't see anyone writing.	मला कोणीही लिहिताना दिसलं नाही.
>>mar<< I didn't see anyone writing.	कोणीच लिहिताना मला दिसलं नाही.
>>mar<< I didn't show them anything.	मी त्यांना काहीही दाखवलं नाही.
>>mar<< I didn't tell Tom the truth.	मी टॉमला खरं सांगितलं नाही.
>>mar<< I didn't understand a thing.	मला एकही गोष्ट समजली नाही.
>>mar<< I didn't want Tom to resign.	टॉमने राजीनामा द्यावा असं मला नको होतं.
>>mar<< I didn't want to insult Tom.	मला टॉमचा अपमान करायचा नव्हता.
>>mar<< I don't believe in religion.	माझा धर्मात विश्वास नाहीये.
>>mar<< I don't do things like that.	मी तसल्या गोष्टी करत नाही.
>>mar<< I don't feel bad about that.	त्याचं मला वाईट वाटत नाही.
>>mar<< I don't go to school by bus.	मी शाळेला बसने जात नाही.
>>mar<< I don't have a single enemy.	माझा एकही शत्रू नाहीये.
>>mar<< I don't know if he knows it.	त्याला माहीत आहे की नाही हे मला माहीत नाही.
>>mar<< I don't know what Tom meant.	टॉमचा अर्थ काय होता हे मला माहीत नाही.
>>mar<< I don't know where Tom died.	टॉम कुठे मेला हे मला माहीत नाही.
>>mar<< I don't know where you work.	तू कुठे काम करतोस मला माहीत नाही.
>>mar<< I don't know where you work.	तुम्ही कुठे काम करता मला माहीत नाहीये.
>>mar<< I don't know who killed Tom.	टॉमला कोणी मारलं मला माहीत नाही.
>>mar<< I don't know your real name.	मला तुझं खरं नाव माहीत नाहीये.
>>mar<< I don't know your real name.	मला तुमचं खरं नाव माहीत नाहीये.
>>mar<< I don't like beer that much.	मला बीअर तेवढं आवडत नाही.
>>mar<< I don't like carrots at all.	मला गाजर अजिबात आवडत नाहीत.
>>mar<< I don't like doing homework.	मला होमवर्क करायला आवडत नाही.
>>mar<< I don't like the red jacket.	लाल जॅकेट मला आवडत नाही.
>>mar<< I don't live with my family.	मी माझ्या कुटुंबाबरोबर राहत नाही.
>>mar<< I don't live with my family.	मी माझ्या कुटुंबासहित राहत नाही.
>>mar<< I don't need a car that big.	मला तितक्या मोठ्या गाडीची गरज नाहीये.
>>mar<< I don't need to leave today.	मला आज निघायची गरज नाहीये.
>>mar<< I don't need to talk to Tom.	मला टॉमशी बोलण्याची गरज नाहीये.
>>mar<< I don't play computer games.	मी संगणकीय खेळ खेळत नाही.
>>mar<< I don't play computer games.	मी व्हिडिओ गेम खेळत नाही.
>>mar<< I don't play guitar anymore.	मी आता गिटार वाजवत नाही.
>>mar<< I don't read the newspapers.	मी वृत्तपत्र वाचत नाही.
>>mar<< I don't read the newspapers.	मी पेपर वाचत नाही.
>>mar<< I don't see your name on it.	त्यावर तुझं नाव मला दिसत नाहीये.
>>mar<< I don't take any medication.	मी कोणतंही औषध घेत नाही.
>>mar<< I don't want that much milk.	मला तितकं दूध नको आहे.
>>mar<< I don't want to fall asleep.	मला झोपून जायचं नाहीये.
>>mar<< I don't want to go to class.	मला क्लासला जायचं नाहीये.
>>mar<< I don't want to go with you.	मला तुझ्याबरोबर जायचं नाहीये.
>>mar<< I don't want to go with you.	मला तुमच्याबरोबर जायचं नाहीये.
>>mar<< I don't want to study today.	मला आज अभ्यास करायचा नाहीये.
>>mar<< I don't want to talk to Tom.	मला टॉमशी बोलायचं नाहीये.
>>mar<< I don't want to talk to you.	मला तुझ्याशी बोलायचं नाहीये.
>>mar<< I doubt that that'll happen.	तसं घडेलच याची मला शंका आहे.
>>mar<< I doubt that that'll happen.	तसं घडेल याची मला शंका आहे.
>>mar<< I drank too much last night.	काल रात्री मी खूपच प्यायलो.
>>mar<< I drank too much last night.	काल रात्री मी खूपच प्यायले.
>>mar<< I eat meat almost every day.	मी जवळजवळ रोजच मांस खातो.
>>mar<< I eat only fresh vegetables.	मी केवळ ताज्या भाज्या खातो.
>>mar<< I eat only fresh vegetables.	मी केवळ ताज्या भाज्या खाते.
>>mar<< I eat only fresh vegetables.	मी फक्त ताज्या भाज्या खातो.
>>mar<< I eat only fresh vegetables.	मी फक्त ताज्या भाज्या खाते.
>>mar<< I expect that Tom won't win.	टॉम जिंकणार नाही अशी माझी अपेक्षा आहे.
>>mar<< I expect that Tom won't win.	माझी अपेक्षा आहे की टॉम जिंकणार नाही.
>>mar<< I forgot my wife's birthday.	मी माझ्या बायकोचा वाढदिवस विसरलो.
>>mar<< I forgot my wife's birthday.	मी माझ्या बायकोचा वाढदिवस विसरले.
>>mar<< I forgot to send the letter.	मी पत्र पाठवायला विसरलो.
>>mar<< I forgot to send the letter.	मी पत्र पाठवायला विसरले.
>>mar<< I forgot you were listening.	तू ऐकत आहेस हे मी विसरून गेलो.
>>mar<< I forgot you were listening.	तू ऐकत आहेस हे मी विसरून गेले.
>>mar<< I forgot you were listening.	तुम्ही ऐकत आहात हे मी विसरून गेलो.
>>mar<< I forgot you were listening.	तुम्ही ऐकत आहात हे मी विसरून गेले.
>>mar<< I found this under your bed.	मला हे तुझ्या बेडच्या खाली सापडलं.
>>mar<< I found this under your bed.	मला हे तुमच्या बेडच्या खाली सापडलं.
>>mar<< I gave it to the little boy.	मी ते त्या लहान मुलाला दिलं.
>>mar<< I gave it to the little boy.	मी ते लहान मुलाला सोपवलं.
>>mar<< I go fishing whenever I can.	मी जमेल तेव्हा मासेमारी करायला जातो.
>>mar<< I go fishing whenever I can.	मी जमेल तेव्हा मासेमारी करायला जाते.
>>mar<< I go shopping every morning.	मी रोज सकाळी खरेदी करायला जातो.
>>mar<< I go shopping every morning.	मी रोज सकाळी खरेदी करायला जाते.
>>mar<< I go to Boston once a month.	मी बॉस्टनला महिन्यातून एकदा जातो.
>>mar<< I go to Boston once a month.	मी बॉस्टनला महिन्यातून एकदा जाते.
>>mar<< I go to church every Sunday.	मी दर रविवारी चर्चमध्ये जातो.
>>mar<< I go to church every Sunday.	मी दर रविवारी चर्चमध्ये जाते.
>>mar<< I got married to a Canadian.	मी एका कॅनेडियनशी लग्न केलं.
>>mar<< I grew these carrots myself.	ही गाजरं मी स्वतः उगवली आहेत.
>>mar<< I had to carry Tom upstairs.	टॉमला मला उचलून वर न्यायला लागलं.
>>mar<< I have an important message.	माझ्याकडे एक महत्त्वाचा निरोप आहे.
>>mar<< I have been to Europe twice.	मी युरोपला दोनदा गेलो आहे.
>>mar<< I have been to Europe twice.	मी युरोपला दोनदा गेले आहे.
>>mar<< I have difficulty in French.	मला फ्रेंच कठीण पडते.
>>mar<< I have to go shopping today.	मला आज खरेदी करायला जायचं आहे.
>>mar<< I have to go shopping today.	मला आज शॉपिंग करायला जायचं आहे.
>>mar<< I have to make another call.	मला आणखीन एक कॉल करायचा आहे.
>>mar<< I have to water the flowers.	मला फुलांना पाणी घालायचं आहे.
>>mar<< I haven't committed a crime.	मी गुन्हा केला नाहीये.
>>mar<< I haven't found my keys yet.	मला अजूनपर्यंत माझ्या चाव्या सापडल्या नाहीयेत.
>>mar<< I hid it under the mattress.	मी गादीखाली लपवलं.
>>mar<< I hid it under the mattress.	मी गादीखाली लपवली.
>>mar<< I hid it under the mattress.	मी गादीखाली लपवला.
>>mar<< I hope you'll come tomorrow.	उद्या तुम्ही याल याची मला आशा आहे.
>>mar<< I hope you'll come tomorrow.	उद्या तू येशील याची मला आशा आहे.
>>mar<< I just want to go to heaven.	मला फक्त स्वर्गात जायचं आहे.
>>mar<< I keep forgetting your name.	मी तुझं नाव विसरत राहतो.
>>mar<< I keep forgetting your name.	मी तुझं नाव विसरत राहते.
>>mar<< I keep forgetting your name.	मी तुमचं नाव विसरत राहतो.
>>mar<< I keep forgetting your name.	मी तुमचं नाव विसरत राहते.
>>mar<< I kind of wanted to go home.	मला जरासं घरी जावसं वाटत होतं.
>>mar<< I knew this three hours ago.	मला हे तीन तासांपूर्वीच माहीत होतं.
>>mar<< I knew this three hours ago.	मला हे तीन तासांपूर्वी माहीत होतं.
>>mar<< I knew this three hours ago.	हे तर मला तीन तासांपूर्वीच माहीत होतं.
>>mar<< I know everything about Tom.	मला टॉमबद्दल सर्वकाही माहीत आहे.
>>mar<< I know something's going on.	काहीतरी चालू आहे हे मला माहीत आहे.
>>mar<< I know that Tom is a surfer.	मला माहीत आहे की टॉम सर्फर आहे.
>>mar<< I know that Tom is a surfer.	टॉम सर्फर आहे हे मला माहीत आहे.
>>mar<< I know that you're confused.	तू गोंधळलेला आहेस हे मला माहीत आहे.
>>mar<< I know that you're confused.	तू गोंधळलेली आहेस हे मला माहीत आहे.
>>mar<< I know that you're confused.	तुम्ही गोंधळलेले आहात हे मला माहीत आहे.
>>mar<< I know what's in your heart.	तुझ्या हृदयात काय आहे हे मला माहीत आहे.
>>mar<< I know what's in your heart.	तुमच्या हृदयात काय आहे हे मला माहीत आहे.
>>mar<< I like rice more than bread.	मला ब्रेडपेक्षा जास्त भात आवडतो.
>>mar<< I like rice more than bread.	मला पावापेक्षा जास्त ब्रेड आवडतो.
>>mar<< I like to sleep in the nude.	मला नग्न झोपायला आवडतं.
>>mar<< I live in a two story house.	मी दोन मजली घरात राहतो.
>>mar<< I live in a two story house.	मी दोन मजली घरात राहते.
>>mar<< I live quite near my office.	मी माझ्या ऑफिसच्या अगदी जवळच राहतो.
>>mar<< I live quite near my office.	मी माझ्या ऑफिसच्या अगदी जवळच राहते.
>>mar<< I lived in Boston last year.	गेल्या वर्षी मी बॉस्टनमध्ये राहिलो.
>>mar<< I look after my grandfather.	मी माझ्या आजोबांची काळजी घेतो.
>>mar<< I look after my grandfather.	मी माझ्या आजोबांची काळजी घेते.
>>mar<< I love walking on the beach.	मला समुद्रकिनार्‍यावर चालायला खूप आवडतं.
>>mar<< I meet new people every day.	मी दररोज नवीन लोकांना भेटतो.
>>mar<< I meet new people every day.	मी दररोज नवीन लोकांना भेटते.
>>mar<< I never do things like that.	मी तसल्या गोष्टी कधीच करत नाही.
>>mar<< I never get up before seven.	मी सातच्या आधी कधीच उठत नाही.
>>mar<< I never get up before seven.	मी सातच्या अगोदर कधीच उठत नाही.
>>mar<< I never watch documentaries.	मी कधीही डॉक्युमेन्टरी बघत नाही.
>>mar<< I only found it an hour ago.	त्याला एक तासापूर्वीच सापडलं.
>>mar<< I only found it an hour ago.	त्याला एक तासापूर्वीच सापडला.
>>mar<< I only found it an hour ago.	त्याला एक तासापूर्वीच सापडली.
>>mar<< I only found it an hour ago.	त्यांना एक तासापूर्वीच सापडलं.
>>mar<< I only found it an hour ago.	त्यांना एक तासापूर्वीच सापडला.
>>mar<< I only found it an hour ago.	त्यांना एक तासापूर्वीच सापडली.
>>mar<< I play tennis an hour a day.	मी दिवसातून एक तासासाठी टेनिस खेळतो.
>>mar<< I play tennis an hour a day.	मी दिवसातून एक तास टेनिस खेळते.
>>mar<< I prefer reading to writing.	मला लिहिण्यापेक्षा वाचायला आवडतं.
>>mar<< I prefer speaking in French.	त्यापेक्षा मला फ्रेंचमध्ये बोलायला आवडतं.
>>mar<< I prefer tennis to baseball.	मला बेसबॉलपेक्षा टेनिस आवडतो.
>>mar<< I read this book last night.	मी काल रात्री हे पुस्तक वाचलं.
>>mar<< I read this book last night.	काल रात्री मी हे पुस्तक वाचलं.
>>mar<< I read this book last night.	हे पुस्तक मी काल रात्री वाचलं.
>>mar<< I realized it was a mistake.	ती चूक होती असं मला जाणवलं.
>>mar<< I realized it was a mistake.	मला जाणवलं की ती एक चूक होती.
>>mar<< I really don't want to sing.	मला अजिबात गायचं नाहीये.
>>mar<< I saw Tom in the helicopter.	मी टॉमला हेलिकॉप्टरमध्ये पाहिलं.
>>mar<< I saw Tom just this morning.	मी टॉमला आज सकाळीच पहिलं.
>>mar<< I saw a strange woman there.	मला तिथे एक विचित्र बाई दिसून आली.
>>mar<< I saw a strange woman there.	तिथे मला एक विचित्र स्त्री दिसून आली.
>>mar<< I should be there right now.	मला यावेळी तिथे असायला हवं.
>>mar<< I should've written it down.	लिहून ठेवायला हवं होतं.
>>mar<< I smelled something burning.	मला काहीतरी जळत असल्याचा वास आला.
>>mar<< I speak French a little bit.	मला अगदी जराशी फ्रेंच बोलता येते.
>>mar<< I spent a week in Australia.	मी ऑस्ट्रेलियात एक आठवडा काढला.
>>mar<< I spent half a day with Tom.	मी टॉमसोबत अर्धा दिवस काढला.
>>mar<< I stayed at home last night.	मी काल रात्री घरीच राहिलो.
>>mar<< I stayed at home last night.	मी काल रात्री घरीच राहिले.
>>mar<< I think Tom is going to cry.	मला वाटतं टॉम रडणार आहे.
>>mar<< I think Tom is going to die.	मला वाटतं टॉम मरणार आहे.
>>mar<< I think Tom is going to win.	मला वाटतं टॉम जिंकणार आहे.
>>mar<< I think about Tom sometimes.	मी कधीकधी टॉमचा विचार करतो.
>>mar<< I think about Tom sometimes.	मी कधीकधी टॉमचा विचार करते.
>>mar<< I think about you every day.	मी तुझा दररोज विचार करतो.
>>mar<< I think about you every day.	मी तुमचा दररोज विचार करतो.
>>mar<< I think about you every day.	मी तुझा दररोज विचार करते.
>>mar<< I think about you every day.	मी तुमचा दररोज विचार करते.
>>mar<< I thought Tom was in Boston.	मला वाटलं टॉम बॉस्टनमध्ये आहे.
>>mar<< I thought Tom was in school.	मला वाटलं की टॉम शाळेत होता.
>>mar<< I told him about our school.	मी त्याला आपल्या शाळेबद्दल सांगितलं.
>>mar<< I told him about our school.	मी त्यांना आपल्या शाळेबद्दल सांगितलं.
>>mar<< I told him about our school.	मी त्याला आमच्या शाळेबद्दल सांगितलं.
>>mar<< I told him about our school.	मी त्यांना आमच्या शाळेबद्दल सांगितलं.
>>mar<< I told them to study harder.	मी त्यांना अजून मेहनतीने अभ्यास करायला सांगितलं.
>>mar<< I told you it wouldn't work.	सांगितलं होतं नाही चालणार म्हणून.
>>mar<< I used to feel the same way.	मलाही तसंच वाटायचं.
>>mar<< I used to live close to Tom.	मी टॉमच्या जवळ राहायचो.
>>mar<< I used to live close to Tom.	मी टॉमच्या जवळ राहायचे.
>>mar<< I used to live in Australia.	मी ऑस्ट्रेलियामध्ये राहायचो.
>>mar<< I used to live in Australia.	मी ऑस्ट्रेलियामध्ये राहायचे.
>>mar<< I used to live in a village.	मी एका गावात राहायचो.
>>mar<< I used to live in a village.	मी एका गावात राहायचे.
>>mar<< I used to work in Australia.	मी ऑस्ट्रेलियात काम करायचो.
>>mar<< I used to work in Australia.	मी ऑस्ट्रेलियात काम करायचे.
>>mar<< I walked along the footpath.	मी फुटपाथवर चाललो.
>>mar<< I walked along the footpath.	मी फुटपाथवर चालले.
>>mar<< I want breakfast in my room.	मला नाश्ता माझ्या खोलीत हवा आहे.
>>mar<< I want to ask Tom something.	मला टॉमला काहीतरी विचारायचं आहे.
>>mar<< I want to become a musician.	मला संगीतकार बनायचंय.
>>mar<< I want to become an actress.	मला अभिनेत्री बनायचं आहे.
>>mar<< I want to buy a rice cooker.	मला एक राइस कुकर विकत घ्यायचा आहे.
>>mar<< I want to come to the hotel.	मला हॉटेलला यायचंय.
>>mar<< I want to drink a cold beer.	मला एक थंड बीअर प्यायची आहे.
>>mar<< I want to go somewhere else.	मला दुसरीकडे कुठेतरी जायचं आहे.
>>mar<< I want to go swimming again.	मला पुन्हा पोहायला जायचं आहे.
>>mar<< I want to help, but I can't.	मला मदत करायची आहे, पण मी नाही करू शकत.
>>mar<< I want to live in Australia.	मला ऑस्ट्रेलियात राहायचं आहे.
>>mar<< I want to make some changes.	मला काही बदल करायचे आहेत.
>>mar<< I want to rent out my house.	मला माझं घर भाड्याने द्यायचे आहे.
>>mar<< I want to sell this bicycle.	मला ही सायकल विकायची आहे.
>>mar<< I want to send Tom a letter.	मला टॉमला एक पत्र पाठवायचं आहे.
>>mar<< I want to sleep for a while.	मला थोड्या वेळ झोपायचं आहे.
>>mar<< I want to sleep for a while.	मला थोड्या वेळ झोप काढायची आहे.
>>mar<< I want to take this with me.	मला हे स्वतःबरोबर न्यायचं आहे.
>>mar<< I want to try something new.	मला काहीतरी नवीन करून बघायचं आहे.
>>mar<< I wanted to be a journalist.	मला पत्रकार व्हायचं होतं.
>>mar<< I wanted to become a doctor.	मला डॉक्टर बनायचं होतं.
>>mar<< I wanted to see you tonight.	मला तुला आज रात्री भेटायचं होतं.
>>mar<< I wanted to see you tonight.	मला तुला आज रात्री बघायचं होतं.
>>mar<< I was alone in the elevator.	लिफ्टमध्ये मी एकटा होतो.
>>mar<< I was alone in the elevator.	लिफ्टमध्ये मी एकटी होते.
>>mar<< I was born in this hospital.	माझा जन्म या हॉस्पिटलमध्ये झाला.
>>mar<< I was born in this hospital.	माझा जन्म या रुग्णालयात झाला.
>>mar<< I was born on April 3, 1950.	माझा जन्म ३ एप्रिल १९५० साली झाला.
>>mar<< I was going to wash my hair.	मी माझे केस धुणार आहे.
>>mar<< I was in Australia with Tom.	मी टॉमबरोबर ऑस्ट्रेलियामध्ये होतो.
>>mar<< I was in Australia with Tom.	मी टॉमबरोबर ऑस्ट्रेलियामध्ये होते.
>>mar<< I was in Boston last summer.	मी गेल्या उन्हाळ्यात बॉस्टनमध्ये होतो.
>>mar<< I was in Boston last summer.	मी गेल्या उन्हाळ्यात बॉस्टनमध्ये होते.
>>mar<< I wasn't there at that time.	त्यावेळी मी तिथे नव्हतो.
>>mar<< I wasn't there at that time.	त्यावेळी मी तिथे नव्हते.
>>mar<< I wasn't worried about that.	मला त्याची चिंता नव्हती.
>>mar<< I watched an American drama.	मी एक अमेरिकन नाटक पाहिलं.
>>mar<< I went to Australia in 2013.	मी ऑस्ट्रेलियाला २०१३ मध्ये गेलो.
>>mar<< I went to Australia in 2013.	मी ऑस्ट्रेलियाला २०१३ मध्ये गेले.
>>mar<< I will buy a car next month.	मी पुढच्या महिन्यात एक गाडी विकत घेईन.
>>mar<< I will have to study harder.	मला अजून मेहनतीने अभ्यास करायला लागेल.
>>mar<< I will start after he comes.	तो आल्यावर मी सुरू करेन.
>>mar<< I will start after he comes.	ते आल्यावर मी सुरू करेन.
>>mar<< I wish to stay in Australia.	माझी ऑस्ट्रेलियात राहायची इच्छा आहे.
>>mar<< I wish to stay in Australia.	मी ऑस्ट्रेलियात राहू इच्छितो.
>>mar<< I wish to stay in Australia.	मी ऑस्ट्रेलियात राहू इच्छिते.
>>mar<< I won't forget what you did.	तू जे केलंस ते मी विसरणार नाही.
>>mar<< I won't forget what you did.	तुम्ही जे केलंत ते मी विसरणार नाही.
>>mar<< I won't let it happen again.	मी असं परत व्हायला देणार नाही.
>>mar<< I won't rest until I'm dead.	मी मरेपर्यंत आराम करणार नाही.
>>mar<< I won't talk to you anymore.	मी आता तुझ्याशी बोलणार नाही.
>>mar<< I won't talk to you anymore.	मी आता तुमच्याशी बोलणार नाही.
>>mar<< I would do anything for Tom.	टॉमसाठी मी काहीही करेन.
>>mar<< I would do anything for you.	मी तुझ्यासाठी काहीही करेन.
>>mar<< I would do anything for you.	मी तुमच्यासाठी काहीही करेन.
>>mar<< I would rather stay at home.	त्यापेक्षा मी घरी राहेन.
>>mar<< I would rather stay at home.	त्यापेक्षा मी घरीच राहेन.
>>mar<< I'd do anything to help you.	तुझी मदत करायला मी काहीही करेन.
>>mar<< I'd do anything to help you.	तुमची मदत करायला मी काहीही करेन.
>>mar<< I'll be back in three hours.	मी तीन तासांत परतेन.
>>mar<< I'll be back in three hours.	मी तीन तासांत परत येईन.
>>mar<< I'll be back this afternoon.	मी आज दुपारी परतेन.
>>mar<< I'll be seventeen next year.	पुढच्या वर्षी मी सतरा वर्षांचा होईन.
>>mar<< I'll be seventeen next year.	पुढच्या वर्षी मी सतरा वर्षांची होईन.
>>mar<< I'll be thirteen in October.	ऑक्टोबरमध्ये मी तेरा वर्षांचा होईन.
>>mar<< I'll be thirteen in October.	ऑक्टोबरमध्ये मी तेरा वर्षांची होईन.
>>mar<< I'll be thirty next October.	पुढच्या ऑक्टोबरला मी तीस वर्षांचा होईन.
>>mar<< I'll be thirty next October.	पुढच्या ऑक्टोबरला मी तीस वर्षांची होईन.
>>mar<< I'll be thirty this October.	या ऑक्टोबरमध्ये मी तीस वर्षांचा होईन.
>>mar<< I'll be thirty this October.	या ऑक्टोबरमध्ये मी तीस वर्षांची होईन.
>>mar<< I'll bring a bottle of wine.	मी आणखीन एक वाईनची बाटली आणेन.
>>mar<< I'll bring a bottle of wine.	मी आणखीन एक वाईनची बाटली आणतो.
>>mar<< I'll bring a bottle of wine.	मी आणखीन एक वाईनची बाटली आणते.
>>mar<< I'll buy a watch for my son.	मी माझ्या मुलासाठी घड्याळ विकत घेईन.
>>mar<< I'll clean my room tomorrow.	मी उद्या माझी खोली साफ करेन.
>>mar<< I'll die if I don't do that.	मी तसं केलं नाही तर मी मरेन.
>>mar<< I'll give you Tom's address.	मी तुला टॉमचा पत्ता देईन.
>>mar<< I'll give you Tom's address.	मी तुम्हाला टॉमचा पत्ता देईन.
>>mar<< I'll go myself if I need to.	गरज पडली तर मी स्वतः जाईन.
>>mar<< I'll go to Boston next year.	मी पुढच्या वर्षी बॉस्टनला जाईन.
>>mar<< I'll have to think about it.	मला विचार करायला लागेल.
>>mar<< I'll have to think about it.	मला त्याबद्दल विचार करायला लागेल.
>>mar<< I'll keep the motor running.	मी मोटार चालू ठेवतो.
>>mar<< I'll keep the motor running.	मी मोटार चालू ठेवते.
>>mar<< I'll let you know on Monday.	मी तुला सोमवारी कळवेन.
>>mar<< I'll let you know on Monday.	मी तुम्हाला सोमवारी कळवेन.
>>mar<< I'll never give this to you.	हे मी तुला कधीच देणार नाही.
>>mar<< I'll never give this to you.	मी हे तुम्हाला कधीच देणार नाही.
>>mar<< I'll peel an orange for you.	मी तुला एक संत्र सोलून देतो.
>>mar<< I'll peel an orange for you.	मी तुम्हाला संत्र सोलून देते.
>>mar<< I'll see you next Wednesday.	पुढच्या बुधवारी भेटू!
>>mar<< I'll see you next Wednesday.	मी तुला येत्या बुधवारी भेटेन.
>>mar<< I'll take one more question.	मी आणखीन एक प्रश्न घेईन.
>>mar<< I'll text you when I'm done.	माझं झाल्यावर मी तुला मेसेज करेन.
>>mar<< I'm a management consultant.	मी मॅनेजमेंट कन्सल्टंट आहे.
>>mar<< I'm a thirteen-year-old boy.	मी तेरा वर्षांचा मुलगा आहे.
>>mar<< I'm beginning to understand.	मला समजायला सुरुवात होत आहे.
>>mar<< I'm beginning to understand.	मला समजायला लागलंय.
>>mar<< I'm getting tired of losing.	मला सतत हरण्याचा कंटाळा येतोय.
>>mar<< I'm going to Australia next.	यानंतर मी ऑस्ट्रेलियाला जात आहे.
>>mar<< I'm going to count to three.	मी तीनपर्यंत मोजणार आहे.
>>mar<< I'm going to start tomorrow.	मी उद्यापासून सुरुवात करणार आहे.
>>mar<< I'm home almost every night.	मी जवळजवळ प्रत्येक रात्री घरीच असतो.
>>mar<< I'm home almost every night.	मी जवळजवळ प्रत्येक रात्री घरीच असते.
>>mar<< I'm home almost every night.	मी जवळजवळ प्रत्येक रात्री घरी असतो.
>>mar<< I'm home almost every night.	मी जवळजवळ प्रत्येक रात्री घरी असते.
>>mar<< I'm in love with Tom's wife.	माझं टॉमच्या बायकोवर प्रेम आहे.
>>mar<< I'm more beautiful than you.	मी तुझ्यापेक्षा जास्त सुंदर आहे.
>>mar<< I'm more beautiful than you.	मी तुमच्यापेक्षा जास्त सुंदर आहे.
>>mar<< I'm more beautiful than you.	मी तुझ्यापेक्षा अधिक सुंदर आहे.
>>mar<< I'm more beautiful than you.	मी तुमच्यापेक्षा अधिक सुंदर आहे.
>>mar<< I'm not asking for anything.	मी काहीही मागत नाहीये.
>>mar<< I'm not going to drink this.	मी हे पिणार नाहीये.
>>mar<< I'm not going to drink this.	हे मी पिणार नाहीये.
>>mar<< I'm not in the office today.	आज मी ऑफिसमध्ये नाहीये.
>>mar<< I'm not scared of policemen.	मी पोलिसांना घाबरत नाही.
>>mar<< I'm not sure about anything.	मला कशाचीच खातरी नाहीये.
>>mar<< I'm starting to feel better.	मला बरं वाटू लागलं आहे.
>>mar<< I'm still thinking about it.	मी अजूनही त्याचा विचार करत आहे.
>>mar<< I'm still worried about you.	मला अजूनही तुझ्याबद्दल काळजी वाटत आहे.
>>mar<< I'm still worried about you.	मला अजूनही तुमच्याबद्दल काळजी वाटत आहे.
>>mar<< I'm studying French grammar.	मी फ्रेंच व्याकरणाचा अभ्यास करतोय.
>>mar<< I'm studying French grammar.	मी फ्रेंच व्याकरणाचा अभ्यास करतेय.
>>mar<< I'm taking Tom home with me.	मी टॉमला माझ्याबरोबर घरी नेतोय.
>>mar<< I'm taking Tom home with me.	मी टॉमला माझ्याबरोबर घरी नेतेय.
>>mar<< I'm taking good care of Tom.	मी टॉमची चांगली काळजी घेतेय.
