>>dan<< Go.	Gå!
>>dan<< Do you think Tom is dangerous?	Synes I, Tom er farlig?
>>dan<< Do you think Tom is dangerous?	Tror I at Tom er farlig?
>>dan<< Do you think it'll rain today?	Tror du det vil regne i dag?
>>dan<< Do you think she's attractive?	Synes du at hun er tiltrækkende?
>>dan<< Do you think she's attractive?	Synes du at hun er attraktiv?
>>dan<< Do your children speak French?	Taler dine børn fransk?
>>dan<< Do your children speak French?	Taler jeres børn fransk?
>>dan<< Does Tom have any girlfriends?	Har Tom nogen kærester?
>>dan<< Does Tom have any girlfriends?	Har Tom nogen pigekærester?
>>dan<< Does anyone here speak French?	Er der nogen her der taler fransk?
>>dan<< Does this bus go to the beach?	Kører denne bus til stranden?
>>dan<< Don't ask me to wash your car.	Bed mig ikke om at vaske din bil.
>>dan<< Don't be afraid. It's just me.	Du skal ikke være bange. Det er bare mig.
>>dan<< Don't be afraid. It's just me.	Vær ikke bange. Det er bare mig.
>>dan<< Don't be too hard on yourself.	Vær ikke for streng ved dig selv!
>>dan<< Don't come before six o'clock.	Kom ikke før klokken seks!
>>dan<< Don't forget to buy some eggs.	Glem ikke at købe æg!
>>dan<< Don't forget to call your mom.	Glem ikke at ringe til din mor!
>>dan<< Don't forget to tell Tom that.	Glem ikke at fortælle Tom det.
>>dan<< Don't make a fool of yourself.	Gør ikke dig selv til grin!
>>dan<< Don't you see what that means?	Kan du ikke se, hvad det betyder?
>>dan<< Don't you see what that means?	Kan I ikke se, hvad det betyder?
>>dan<< Dr. Jackson has many patients.	Dr. Jackson har mange patienter.
>>dan<< Elephants can't ride bicycles.	Elefanter kan ikke cykle.
>>dan<< Eleven o'clock is good for me.	Klokken elleve er OK med mig.
>>dan<< Eleven o'clock is good for me.	Klokken elleve er OK for mig.
>>dan<< Eleven o'clock is good for me.	Klokken elleve passer mig fint.
>>dan<< Everybody knows it wasn't Tom.	Alle ved at det ikke var Tom.
>>dan<< Everybody knows you're a liar.	Alle ved at du er en løgner.
>>dan<< Everyone knew what went wrong.	Alle vidste hvad der gik galt.
>>dan<< Everyone knows who killed Tom.	Alle ved hvem der dræbte Tom.
>>dan<< Everyone knows who killed Tom.	Alle ved hvem der slog Tom ihjel.
>>dan<< Everything Tom said was a lie.	Alt hvad Tom sagde, var løgn.
>>dan<< Everything is about to change.	Alt er lige ved at ændre sig.
>>dan<< Everything is coming together.	Alt går op i en højere enhed.
>>dan<< Excuse me, where's the toilet?	Undskyld, hvor er toilettet?
>>dan<< Explain to me what this means.	Forklar mig, hvad det betyder.
>>dan<< Feeding pigeons is prohibited.	Det er forbudt at fodre duerne.
>>dan<< Few students understand Latin.	Få studenter kan forstå latin.
>>dan<< Finally, Tom reached his goal.	Endelig nåede Tom sit mål.
>>dan<< Football is my favorite sport.	Fodbold er min favoritsport.
>>dan<< Football is my favorite sport.	Fodbold er min yndlingssport.
>>dan<< France was at war with Russia.	Frankrig var i krig med Rusland.
>>dan<< French is difficult, isn't it?	Fransk er svært, er det ikke?
>>dan<< French is my favorite subject.	Fransk er mit yndlingsfag.
>>dan<< French isn't my mother tongue.	Fransk er ikke mit modersmål.
>>dan<< Gambling is prohibited by law.	Hasardspil er forbudt ved lov.
>>dan<< Give me three pieces of chalk.	Giv mig tre stykker kridt.
>>dan<< Give me your telephone number.	Giv mig dit telefonnummer.
>>dan<< Habits are difficult to break.	Vaner er vanskelige at bryde.
>>dan<< Half of the apples are rotten.	Halvdelen af æblerne er rådne.
>>dan<< Half of these books are Tom's.	Halvdelen af disse bøger er Toms.
>>dan<< Half of these books are Tom's.	Halvdelen af de her bøger er Toms.
>>dan<< Hang that picture on the wall.	Hæng det billede op på væggen.
>>dan<< Have you already eaten dinner?	Har du allerede spist aftensmad?
>>dan<< Have you ever been on welfare?	Har du nogensinde fået kontanthjælp?
>>dan<< Have you ever been on welfare?	Har du nogensinde været på bistand?
>>dan<< Have you ever been on welfare?	Har du nogensinde fået bistandshjælp?
>>dan<< Have you ever felt threatened?	Har du nogensinde følt dig truet?
>>dan<< Have you ever kissed your dog?	Har du nogensinde kysset din hund?
>>dan<< Have you ever seen a reindeer?	Har du nogensinde set et rensdyr?
>>dan<< Have you ever seen a reindeer?	Har du nogensinde set en ren?
>>dan<< Have you finished your coffee?	Har du drukket din kaffe?
>>dan<< Have you known her since 1990?	Har du kendt hende siden 1990?
>>dan<< Have you looked in the fridge?	Har du kigget i køleskabet?
>>dan<< Have you looked under the bed?	Har du kigget under sengen?
>>dan<< Have you told Tom what to buy?	Har du fortalt Tom hvad han skal købe?
>>dan<< Have you told Tom what to buy?	Har I fortalt Tom hvad han skal købe?
>>dan<< He appeared thinner every day.	Han så tyndere ud dag for dag.
>>dan<< He bought me a new dictionary.	Han købte en ny ordbog til mig.
>>dan<< He came back home a while ago.	Han vendte hjem for et stykke tid siden.
>>dan<< He came just as I was leaving.	Han kom lige som jeg gik.
>>dan<< He continued reading the book.	Han fortsatte med at læse bogen.
>>dan<< He couldn't control the horse.	Han kunne ikke styre hesten.
>>dan<< He drank detergent by mistake.	Han kom til at drikke rengøringsmiddel.
>>dan<< He has a very expensive watch.	Han har et meget dyrt ur.
>>dan<< He hung a picture on the wall.	Han hængte et billede op på væggen.
>>dan<< He is a very important person.	Han er en VIP.
>>dan<< He is a very important person.	Han er en vip.
>>dan<< He is as nutty as a fruitcake.	Han er skrupskør.
>>dan<< He is as nutty as a fruitcake.	Han er skør i bolden.
>>dan<< He is as nutty as a fruitcake.	Han er ravende skør.
>>dan<< He is the tallest of all boys.	Han er den højeste af alle drengene.
>>dan<< He is working on the new plan.	Han arbejder på den nye plan.
>>dan<< He leaves for school at seven.	Han tager af sted til skolen klokken syv.
>>dan<< He lives in that yellow house.	Han bor i det gule hus.
>>dan<< He must have lost his marbles.	Han må have mistet forstanden.
>>dan<< He never saw his father again.	Han så aldrig sin far igen.
>>dan<< He never saw his mother again.	Han så aldrig sin mor igen.
>>dan<< He never saw his sister again.	Han så aldrig sin søster igen.
>>dan<< He often comes late to school.	Han kommer tit for sent til skole.
>>dan<< He often eats fish for dinner.	Han spiser tit fisk til aftensmad.
>>dan<< He painted a picture of a dog.	Han malte et billede af en hund.
>>dan<< He smoked a cigar after lunch.	Efter middagsmaden røg han en cigar.
>>dan<< He takes a walk every morning.	Han går en tur hver morgen.
>>dan<< He threw a rock into the pond.	Han smed en sten i søen.
>>dan<< He told her that he loved her.	Han fortalte hende at han elskede hende.
>>dan<< He took a taxi to the station.	Han tog en taxa til stationen.
>>dan<< He tried to solve the problem.	Han forsøgte at løse problemet.
>>dan<< He visited France three times.	Han besøgte Frankrig tre gange.
>>dan<< He walked in front of his men.	Han gik foran sine mænd.
>>dan<< He was caught stealing apples.	Han blev taget i at stjæle æbler.
>>dan<< He was home alone at the time.	På det tidspunkt var han alene hjemme.
>>dan<< He went to London a month ago.	Han tog til London for en måned siden.
>>dan<< He wishes to live his own way.	Han ønsker at leve på sin måde.
>>dan<< He's an intelligent young man.	Han er en intelligent ung mand.
>>dan<< He's attracted to Asian girls.	Han er tiltrukket af asiatiske piger.
>>dan<< He's got terrible handwriting.	Han har en forfærdelig håndskrift.
>>dan<< He's not rich, but he's happy.	Han er ikke rig, men han er lykkelig.
>>dan<< He's standing behind the wall.	Han står bag muren.
>>dan<< Her eyes were full of sadness.	Hendes øjne var fulde af tristhed.
>>dan<< Her watch is ten minutes slow.	Hendes ur er ti minutter bagefter.
>>dan<< Here's what's going to happen.	Her er, hvad der kommer til at ske.
>>dan<< Here's what's going to happen.	Dette er, hvad der kommer til at ske.
>>dan<< His girlfriend did it for him.	Hans kæreste gjorde det for ham.
>>dan<< His house is across from mine.	Hans hus ligger overfor mit.
>>dan<< His new film is disappointing.	Hans nye film er skuffende.
>>dan<< His oldest son is not married.	Hans ældste søn er ikke gift.
>>dan<< His oldest son is not married.	Hans ældste søn er ugift.
>>dan<< His plan sounds impracticable.	Hans plan virker ugennemførlig.
>>dan<< His watch is ten minutes slow.	Hans ur er ti minutter bagefter.
>>dan<< His wife is one of my friends.	Hans kone er en af mine venner.
>>dan<< Hitler invaded Poland in 1939.	Hitler invaderede Polen i 1939.
>>dan<< Hold the ball with both hands.	Hold bolden med begge hænder.
>>dan<< Hold the vase with both hands.	Hold vasen med begge hænder.
>>dan<< Horses are stronger than deer.	Heste er stærkere end hjorte.
>>dan<< How about a walk on the beach?	Hvad med en spadseretur på stranden?
>>dan<< How about a walk on the beach?	Hvad med en spadseretur ved stranden?
>>dan<< How did your friendship begin?	Hvordan startede jeres venskab?
>>dan<< How do you feel about Tom now?	Hvordan har du det med Tom nu?
>>dan<< How do you say that in French?	Hvordan siger man det på fransk?
>>dan<< How long does it take on foot?	Hvor lang tid tager det til fods?
>>dan<< How many moons does Mars have?	Hvor mange måner har Mars?
>>dan<< How many of you will there be?	Hvor mange vil I blive?
>>dan<< How many pictures do you need?	Hvor mange billeder har du brug for?
>>dan<< How much are the strawberries?	Hvad koster jordbærrene?
>>dan<< How much candy have you eaten?	Hvor meget slik har du spist?
>>dan<< How much did you pay for that?	Hvor meget betalte du for den?
>>dan<< How much did you pay for that?	Hvor meget har du betalt for den?
>>dan<< How much is that all together?	Hvor meget bliver det til i alt?
>>dan<< How much will you have to pay?	Hvor meget skal du betale?
>>dan<< How much will you have to pay?	Hvor meget kommer du til at betale?
>>dan<< How was the weather yesterday?	Hvordan var vejret i går?
>>dan<< I accompanied him on the trip.	Jeg ledsagede ham på rejsen.
>>dan<< I am going abroad this summer.	Jeg tager til udlandet denne sommer.
>>dan<< I asked Mary to dance with me.	Jeg bad Mary om at danse med mig.
>>dan<< I asked Tom to do that for me.	Jeg bad Tom om at gøre det for mig.
>>dan<< I asked Tom why he was crying.	Jeg spurgte Tom om hvorfor han græd.
>>dan<< I ate the last slice of pizza.	Jeg spiste det sidste stykke pizza.
>>dan<< I bought a book about animals.	Jeg købte en bog om dyr.
>>dan<< I bought a book about animals.	Jeg har købt en bog om dyr.
>>dan<< I bought a new sewing machine.	Jeg købte en ny symaskine.
>>dan<< I can do it with my eyes shut.	Jeg kan gøre det med lukkede øjne.
>>dan<< I can handle this, no problem.	Jeg kan håndtere dette. Det er ikke noget problem.
>>dan<< I can handle this, no problem.	Jeg kan håndtere dette. Det er let nok.
>>dan<< I can handle this, no problem.	Jeg kan håndtere dette. Det er helt i orden.
>>dan<< I can recommend a good doctor.	Jeg kan anbefale en god læge.
>>dan<< I can recommend a good lawyer.	Jeg kan anbefale en god advokat.
>>dan<< I can scarcely sleep at night.	Jeg kan næsten ikke sove om natten.
>>dan<< I can see the house from here.	Jeg kan se huset herfra.
>>dan<< I can't answer your questions.	Jeg kan ikke besvare dine spørgsmål.
>>dan<< I can't answer your questions.	Jeg kan ikke besvare jeres spørgsmål.
>>dan<< I can't go out with you today.	Jeg kan ikke gå ud med dig i dag.
>>dan<< I can't read your handwriting.	Jeg kan ikke læse din håndskrift.
>>dan<< I could drive if you're tired.	Jeg kan godt køre hvis du er træt.
>>dan<< I couldn't stand Tom at first.	Jeg kunne i begyndelsen ikke holde Tom ud.
>>dan<< I currently live in Australia.	Jeg bor i øjeblikket i Australien.
>>dan<< I currently live in Australia.	Jeg bor for tiden i Australien.
>>dan<< I decided not to go to Europe.	Jeg besluttede, ikke at tage til Europa.
>>dan<< I didn't ask for your opinion.	Jeg har ikke bedt om din mening.
>>dan<< I didn't ask for your opinion.	Jeg har ikke bedt om din mening!
>>dan<< I didn't ask for your opinion.	Jeg bad ikke om din mening.
>>dan<< I didn't ask for your opinion.	Jeg bad ikke om din mening!
>>dan<< I didn't ask for your opinion.	Jeg har ikke spurgt dig om din mening.
>>dan<< I didn't have to say anything.	Jeg behøvede ikke at sige noget.
>>dan<< I didn't help wash the dishes.	Jeg hjalp ikke med opvasken.
>>dan<< I didn't know that Tom smoked.	Jeg vidste ikke at Tom røg.
>>dan<< I didn't know you could dance.	Jeg vidste ikke du kunne danse.
>>dan<< I didn't know you got seasick.	Jeg vidste ikke at du blev søsyg.
>>dan<< I didn't know you were a poet.	Jeg vidste ikke at du var poet.
>>dan<< I didn't know you were a poet.	Jeg vidste ikke at du var digter.
>>dan<< I didn't know you were dating.	Jeg vidste ikke at I datede.
>>dan<< I didn't know you worked here.	Jeg vidste ikke at du arbejdede her.
>>dan<< I didn't know you'd come back.	Jeg vidste ikke at du ville komme tilbage.
>>dan<< I didn't know you'd come back.	Jeg vidste ikke at du var kommet tilbage.
>>dan<< I didn't pay attention to him.	Jeg lagde ikke mærke til ham.
>>dan<< I didn't understand that joke.	Jeg forstod ikke den vittighed.
>>dan<< I didn't understand this part.	Denne del forstod jeg ikke.
>>dan<< I didn't want to go overboard.	Jeg ville ikke overdrive.
>>dan<< I don't always obey the rules.	Jeg overholder ikke altid reglerne.
>>dan<< I don't care for foreign food.	Jeg interesserer mig ikke for fremmedartet mad.
>>dan<< I don't have a clue who he is.	Jeg har ingen anelse om hvem han er.
>>dan<< I don't have a younger sister.	Jeg har ikke en lillesøster.
>>dan<< I don't have an older brother.	Jeg har ikke en storebror.
>>dan<< I don't have any children yet.	Jeg har ikke nogen børn endnu.
>>dan<< I don't have any other option.	Jeg har ingen anden mulighed.
>>dan<< I don't have any small change.	Jeg har ingen småpenge.
>>dan<< I don't have anything to hide.	Jeg har intet at skjule.
>>dan<< I don't have anything to wear.	Jeg har intet at tage på.
>>dan<< I don't know if he's a doctor.	Jeg ved ikke om han er læge.
>>dan<< I don't know what's happening.	Jeg ved ikke hvad der sker.
>>dan<< I don't know when he's coming.	Jeg ved ikke hvornår han kommer.
>>dan<< I don't know where I was born.	Jeg ved ikke hvor jeg blev født.
>>dan<< I don't know where I was born.	Jeg ved ikke hvor jeg er født.
>>dan<< I don't know why Tom was late.	Jeg ved ikke hvorfor Tom kom for sent.
>>dan<< I don't like Brussels sprouts.	Jeg kan ikke lide rosenkål.
>>dan<< I don't like being home alone.	Jeg bryder mig ikke om at være alene hjemme.
>>dan<< I don't mind doing the dishes.	Jeg har ikke noget imod at tage opvasken.
>>dan<< I don't remember inviting you.	Jeg kan ikke huske at jeg har inviteret dig.
>>dan<< I don't think Tom is bluffing.	Jeg tror ikke at Tom bluffer.
>>dan<< I don't think your name's Tom.	Jeg tror ikke at dit navn er Tom.
>>dan<< I don't want to have children.	Jeg vil ikke have børn.
>>dan<< I don't want to offend anyone.	Jeg ønsker ikke at fornærme nogen.
>>dan<< I feel sorry for your parents.	Jeg har ondt af dine forældre.
>>dan<< I forgot Tom was your husband.	Jeg havde glemt at Tom var din mand.
>>dan<< I found Tom's dog in the park.	Jeg fandt Toms hund i parken.
>>dan<< I get off at the next station.	Jeg står af ved næste station.
>>dan<< I googled the word "unicycle."	Jeg googlede ordet "unicycle".
>>dan<< I got this CD player for free.	Jeg fik denne cd-afspiller gratis.
>>dan<< I got up and Tom did the same.	Jeg stod op, og Tom gjorde ligeså.
>>dan<< I got up at five that morning.	Jeg stod op klokken fem den morgen.
>>dan<< I had the same problem myself.	Jeg havde det samme problem selv.
>>dan<< I had the same problem myself.	Jeg har haft det samme problem selv.
>>dan<< I hate being a preacher's son.	Jeg hader at være søn af en prædikant.
>>dan<< I have a lot of calls to make.	Jeg har en masse opkald jeg skal have gjort.
>>dan<< I have an orange and an apple.	Jeg har en appelsin og et æble.
>>dan<< I have lived here a long time.	Jeg har boet her i lang tid.
>>dan<< I have lived here a long time.	Jeg har boet her længe.
>>dan<< I have no idea what to do now.	Jeg aner ikke hvad jeg skal gøre nu.
>>dan<< I have only five thousand yen.	Jeg har kun fem tusind yen.
>>dan<< I have to look after this cat.	Jeg er nødt til at tage mig af denne kat.
>>dan<< I have to say I envy you guys.	Jeg må sige at jeg misunder jer.
>>dan<< I haven't seen her since then.	Jeg har ikke set hende siden dengang.
>>dan<< I haven't seen him since then.	Jeg har ikke set ham siden dengang.
>>dan<< I heard that Tom lost his job.	Jeg har hørt at Tom har mistet sit arbejde.
>>dan<< I heard that Tom lost his job.	Jeg har hørt at Tom har mistet sit job.
>>dan<< I hope I'm not disturbing you.	Jeg håber ikke at jeg forstyrrer dig.
>>dan<< I hope I'm not disturbing you.	Jeg håber ikke jeg forstyrrer dig.
>>dan<< I hope Tom feels better today.	Jeg håber Tom har det bedre i dag.
>>dan<< I hope it won't snow tomorrow.	Jeg håber det ikke sner i morgen.
>>dan<< I just googled how to do that.	Jeg har lige googlet hvordan det skal gøres.
>>dan<< I keep my tools in the garage.	Jeg opbevarer mit værktøj i garagen.
>>dan<< I knew Tom was seeing someone.	Jeg vidste at Tom havde en kæreste.
>>dan<< I know Tom is still in Boston.	Jeg ved at Tom stadig er i Boston.
>>dan<< I know Tom isn't a bad driver.	Jeg ved at Tom ikke er en dårlig bilist.
>>dan<< I know every inch of the town.	Jeg kender hver en krog af byen.
>>dan<< I know that Tom is photogenic.	Jeg ved at Tom er fotogen.
>>dan<< I know that she has been busy.	Jeg ved, at hun har haft travlt.
>>dan<< I know that you've helped Tom.	Jeg ved at du har hjulpet Tom.
>>dan<< I know what's about to happen.	Jeg ved hvad der er ved at ske.
>>dan<< I learned to live without her.	Jeg lærte at leve uden hende.
>>dan<< I look forward to meeting you.	Jeg glæder mig til at møde dig.
>>dan<< I met Tom on my way to school.	Jeg mødte Tom på vej til skole.
>>dan<< I must seize this opportunity.	Jeg må gribe den her mulighed.
>>dan<< I need a pacifier for my baby.	Jeg har brug for en sut til min baby.
>>dan<< I need a pacifier for my baby.	Jeg har brug for en sut til mit spædbarn.
>>dan<< I never liked going to school.	Jeg har aldrig brudt mig om at gå i skole.
>>dan<< I never want to see you again.	Jeg ønsker, aldrig at se dig igen.
>>dan<< I never want to see you again.	Jeg ønsker aldrig at se dig igen.
>>dan<< I opened a bottle of red wine.	Jeg åbnede en flaske rødvin.
>>dan<< I prefer that you call me Tom.	Jeg foretrækker at du kalder mig Tom.
>>dan<< I promise I'll think about it.	Jeg lover at jeg vil tænke over det.
>>dan<< I promised Tom I'd be on time.	Jeg lovede Tom at jeg ville komme til tiden.
>>dan<< I put my clothes in the dryer.	Jeg har puttet mit tøj i tørretumbleren.
>>dan<< I put some cream in my coffee.	Jeg har puttet lidt fløde i min kaffe.
>>dan<< I read my horoscope every day.	Jeg læser mit horoskop hver dag.
>>dan<< I read my horoscope every day.	Jeg læste mit horoskop hver dag.
>>dan<< I read your book about Boston.	Jeg har læst din bog om Boston.
>>dan<< I really like this restaurant.	Jeg kan virkelig godt lide denne restaurant.
>>dan<< I really think you'd like Tom.	Jeg tror virkelig at du ville kunne lide Tom.
>>dan<< I said I'd tell you the truth.	Jeg sagde at jeg vil fortælle dig sandheden.
>>dan<< I saw everything that Tom did.	Jeg så alt det Tom gjorde.
>>dan<< I saw everything that Tom did.	Jeg så alt, hvad Tom gjorde.
>>dan<< I saw the moon above the roof.	Jeg så månen over taget.
>>dan<< I saw the moon above the roof.	Jeg har set månen over taget.
>>dan<< I sent it to you two days ago.	Jeg sendte det til Dem for to dage siden.
>>dan<< I sent it to you two days ago.	Jeg sendte det til dig for to dage siden.
>>dan<< I share an apartment with Tom.	Jeg deler lejlighed med Tom.
>>dan<< I should've brought my camera.	Jeg skulle have hentet mit kamera.
>>dan<< I should've never married Tom.	Jeg skulle aldrig have giftet mig med Tom.
>>dan<< I still think Tom is innocent.	Jeg tror stadig at Tom er uskyldig.
>>dan<< I think I've had one too many.	Jeg tror jeg har fået en for meget.
>>dan<< I think Tom is still sleeping.	Jeg tror Tom sover endnu.
>>dan<< I think his life is in danger.	Jeg tror at hans liv er i fare.
>>dan<< I think it's Tom's motorcycle.	Jeg tror det er Toms motorcykel.
>>dan<< I think she's an honest woman.	Jeg tror hun er en ærlig kvinde.
>>dan<< I think that Tom can help you.	Jeg tror at Tom kan hjælpe dig.
>>dan<< I think that Tom is competent.	Jeg tænker at Tom er kompetent.
>>dan<< I think we may have a problem.	Jeg tror vi kan have et problem.
>>dan<< I think you underestimate Tom.	Jeg tror du undervurderer Tom.
>>dan<< I thought that I heard voices.	Jeg syntes, jeg hørte stemmer.
>>dan<< I thought things would change.	Jeg troede ting ville ændre sig.
>>dan<< I told Tom to go see a doctor.	Jeg bad Tom om at gå til læge.
>>dan<< I tossed and turned all night.	Jeg lå uroligt hele natten.
>>dan<< I tossed and turned all night.	Jeg vendte mig fra side til side hele natten.
>>dan<< I tossed and turned all night.	Jeg vendte mig frem og tilbage hele natten.
>>dan<< I use Google almost every day.	Jeg bruger Google næsten hver dag.
>>dan<< I waited for him all day long.	Jeg har ventet på ham hele dagen lang.
>>dan<< I want to know where Tom went.	Jeg vil gerne vide hvor Tom gik hen.
>>dan<< I want to talk to all of them.	Jeg ønsker at tale til dem alle.
>>dan<< I want you to behave yourself.	Jeg vil gerne have at du opfører dig ordentligt.
>>dan<< I want you to make a decision.	Jeg vil have dig til at tage en beslutning.
>>dan<< I warned you not to come here.	Jeg har advaret dig imod at komme her.
>>dan<< I was afraid that I'd be late.	Jeg var bange for at jeg skulle komme for sent.
>>dan<< I was almost ready to give up.	Jeg var tæt på at give op.
>>dan<< I was caught in a traffic jam.	Jeg var fanget i en trafikprop.
>>dan<< I was late for the last train.	Jeg kom for sent til det sidste tog.
>>dan<< I was unemployed at that time.	Jeg var arbejdsløs på det tidspunkt.
>>dan<< I was wearing my best clothes.	Jeg var iført mine bedste klæder.
>>dan<< I wasn't the one who did that.	Jeg var ikke den der gjorde det.
>>dan<< I went for a walk in the park.	Jeg gik en tur i parken.
>>dan<< I went for a walk with my dog.	Jeg gik en tur med min hund.
>>dan<< I went for a walk with my son.	Jeg gik en tur med min søn.
>>dan<< I went to the airport by taxi.	Jeg tog en taxa til lufthavnen.
>>dan<< I went to the airport by taxi.	Jeg tog en taxi til lufthavnen.
>>dan<< I will telephone you later on.	Jeg ringer til dig senere.
>>dan<< I wish I had a room of my own.	Gid jeg havde mit eget værelse.
>>dan<< I wish I'd taken Tom's advice.	Gid jeg havde fulgt Toms råd.
>>dan<< I wonder what they'll do next.	Jeg gad vide hvad de vil gøre herefter.
>>dan<< I'd like to be a veterinarian.	Jeg vil gerne være dyrlæge.
>>dan<< I'd like to change some money.	Jeg vil gerne veksle penge.
>>dan<< I'd rather die than marry you.	Jeg vil hellere dø end at gifte mig med dig.
>>dan<< I'd rather stay at home today.	Jeg vil hellere blive hjemme i dag.
>>dan<< I'll be back at half past six.	Jeg kommer tilbage klokken halv syv.
>>dan<< I'll be back at seven o'clock.	Jeg er tilbage klokken syv.
>>dan<< I'll go get a bucket of water.	Jeg henter en spand vand.
>>dan<< I'll knock all your teeth out.	Jeg slår alle dine tænder ud.
>>dan<< I'll pay attention. I promise.	Jeg vil høre efter. Det lover jeg.
>>dan<< I'll take care of it tomorrow.	Jeg tager mig af det i morgen.
>>dan<< I'll wait until three o'clock.	Jeg venter til klokken tre.
>>dan<< I'll wait until three o'clock.	Jeg venter til klokken 15:00.
>>dan<< I'm allergic to some medicine.	Jeg er allergisk overfor visse lægemidler.
>>dan<< I'm allergic to some medicine.	Jeg er allergisk overfor visse former for medicin.
>>dan<< I'm always proud of my family.	Jeg er altid stolt af min familie.
>>dan<< I'm ashamed to be your father.	Jeg skammer mig over at være din far.
>>dan<< I'm drinking a beer right now.	Jeg sidder lige nu og drikker en øl.
>>dan<< I'm going to file a complaint.	Jeg klager.
>>dan<< I'm in desperate need of help.	Jeg har desperat brug for hjælp.
>>dan<< I'm learning French on my own.	Jeg lærer fransk på egen hånd.
>>dan<< I'm leaving. See you tomorrow.	Jeg går. Vi ses i morgen.
>>dan<< I'm leaving. See you tomorrow.	Jeg smutter. Vi ses i morgen.
>>dan<< I'm leaving. See you tomorrow.	Jeg skrider. Vi ses i morgen.
>>dan<< I'm no longer married to Mary.	Jeg er ikke længere gift med Mary.
>>dan<< I'm not afraid of electricity.	Jeg er ikke bange for elektricitet.
>>dan<< I'm not going to school today.	Jeg går ikke i skole i dag.
>>dan<< I'm not in a good mood either.	Jeg er heller ikke i et godt humør.
>>dan<< I'm really happy for you guys.	Jeg glæder mig virkeligt på jeres vegne.
>>dan<< I'm so happy that you're here!	Jeg er så glad for, at du er her!
>>dan<< I'm sorry I had to lie to you.	Jeg er ked af at jeg måtte lyve overfor dig.
>>dan<< I'm sorry to hear Tom is sick.	Det gør mig ondt at høre at Tom er syg.
>>dan<< I'm sure that you can do that.	Jeg er sikker på at du kan gøre det.
>>dan<< I'm surprised you're so naive.	Jeg er overrasket over at du er så naiv.
>>dan<< I'm terribly afraid of snakes.	Jeg er frygtelig bange for slanger.
>>dan<< I'm wearing an orange T-shirt.	Jeg har en orange T-shirt på.
>>dan<< I've already written a letter.	Jeg har allerede skrevet et brev.
>>dan<< I've asked Tom not to do that.	Jeg har bedt Tom om ikke at gøre det.
>>dan<< I've been waiting a long time.	Jeg har ventet længe.
>>dan<< I've done that a lot of times.	Det har jeg gjort mange gange.
>>dan<< I've got some new information.	Jeg har fået nogle nye oplysninger.
>>dan<< I've had enough of your lying.	Jeg har fået nok af dine løgne!
>>dan<< In fact, why are you here now?	Hvorfor er I egentlig her nu?
>>dan<< Is French harder than English?	Er fransk sværere end engelsk?
>>dan<< Is Tom Jackson your real name?	Er Tom Jackson dit rigtige navn?
>>dan<< Is eating healthy more costly?	Er det dyrere at spise sundt?
>>dan<< Is it Christmas again already?	Er det allerede jul igen?
>>dan<< Is it far from here to Boston?	Er der langt herfra og til Boston?
>>dan<< Is that Tom walking toward us?	Er det Tom der kommer gående hen mod os?
>>dan<< Is that all you've got to say?	Er det alt hvad du har at sige?
>>dan<< Is that going to be a problem?	Vil det blive et problem?
>>dan<< Is there anything else to eat?	Er der noget andet at spise?
>>dan<< Is there room for improvement?	Er der plads til forbedringer?
>>dan<< Is this going to be a problem?	Vil dette blive et problem?
>>dan<< Is this really such a problem?	Er dette virkelig sådan et problem?
>>dan<< Is your child a boy or a girl?	Er dit barn en dreng eller en pige?
>>dan<< Is your child a boy or a girl?	Er jeres barn en dreng eller en pige?
>>dan<< Isn't Tom one of your friends?	Er Tom ikke én af dine venner?
>>dan<< It is never too late to learn.	Det er aldrig for sent at lære.
>>dan<< It is rude to point at others.	Det er uhøfligt at pege ad folk.
>>dan<< It is rude to point at others.	Det er uhøfligt at pege ad andre mennesker.
>>dan<< It is twenty minutes past ten.	Klokken er tyve minutter over ti.
>>dan<< It isn't the same without you.	Uden dig er det ikke det samme.
>>dan<< It seems I have a slight cold.	Det ser ud til at jeg har en let forkølelse.
>>dan<< It was Tom who mowed the lawn.	Det var Tom som slog græsplænen.
>>dan<< It was Tom who mowed the lawn.	Det var Tom der slog græsplænen.
>>dan<< It was a very stupid decision.	Det var en meget dum beslutning.
>>dan<< It was definitely Tom's fault.	Det var helt sikkert Toms skyld.
>>dan<< It was never a problem before.	Det var aldrig et problem før.
>>dan<< It's a bitter pill to swallow.	Det er en bitter pille at sluge.
>>dan<< It's a perfect day for a hike.	Det er en perfekt dag til en vandretur.
>>dan<< It's about the size of an egg.	Det er cirka på størrelse med et æg.
>>dan<< It's about the size of an egg.	Den er cirka på størrelse med et æg.
>>dan<< It's basically the same thing.	Det er dybest set det samme.
>>dan<< It's four o'clock by my watch.	Klokken er fire på mit ur.
>>dan<< It's fun to ride a motorcycle.	Det er sjovt at køre på motorcykel.
>>dan<< It's not a skirt. It's a kilt.	Det er ikke en nederdel. Det er en kilt.
>>dan<< It's not the same without you.	Uden dig er det ikke det samme.
>>dan<< It's time to take my medicine.	Det er på tide at jeg tager min medicin.
>>dan<< Jackson is Mary's maiden name.	Jackson er Marys pigenavn.
>>dan<< Japan consumes a lot of paper.	Japan har et stort forbrug af papir.
>>dan<< Japan is to the east of China.	Japan ligger øst for Kina.
>>dan<< Just finish what you're doing.	Gør bare det færdigt som du er i gang med.
